This file was created using the 202006 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 BE/ME portfolios in Emerging_Markets.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.
200202  -2.52  -0.30   0.57   0.78   2.47   1.48
200203   6.25   7.13   9.88   6.45   5.94   6.87
200204  -1.94   1.59   5.43  -0.81  -0.28   2.26
200205  -1.09  -0.94  -0.38  -3.08  -1.04  -1.47
200206  -9.91  -7.08  -6.17  -8.09  -7.36  -5.82
200207  -4.69  -4.87  -4.16  -7.15  -6.93  -5.07
200208  -0.18   1.18  -1.07   1.69   1.45  -0.03
200209 -14.64 -13.37  -9.63 -11.26  -9.87 -10.53
200210   4.74   3.84   5.38   5.95   5.96   6.99
200211   3.64   4.46   6.76   6.08   5.66   7.97
200212  -4.77  -2.86   0.68  -4.87  -1.02   0.16
200301   2.03   0.70   4.54  -1.46  -0.90   3.46
200302  -2.93  -2.49  -2.03  -3.69  -1.15  -2.96
200303  -6.19  -4.52  -2.16  -2.76  -2.63  -4.21
200304   8.04   6.93   8.12   8.76  10.14  10.08
200305   8.12   7.24   7.97   6.98   6.70   9.10
200306   4.73   6.87   6.82   5.83   5.43   6.23
200307   2.50   4.06   5.35   5.70   4.78   6.01
200308   2.59   3.39   5.71   6.27   7.51   7.02
200309   1.48   2.54   3.82   0.35   1.71   3.34
200310   2.79   4.54   7.44   7.51   6.18  11.81
200311   1.52   2.48   2.87   0.00   1.93   2.30
200312   5.54   4.45   8.40   5.53   8.56   9.56
200401   0.18   4.41   5.19   4.90   3.10   1.93
200402   2.67   3.84   5.65   3.63   4.84   7.58
200403   1.46   2.12   0.91   1.03   2.16   1.49
200404  -4.90  -3.28  -4.43  -6.62  -7.54  -9.00
200405  -4.00  -4.31  -3.47  -1.80  -3.83  -2.33
200406  -1.92  -1.11  -0.91  -0.50   1.64   2.15
200407  -5.93  -3.85   0.32  -3.35  -1.26   0.76
200408   3.22   4.47   3.54   3.87   5.11   3.61
200409   2.53   5.00   6.87   5.34   5.71   7.79
200410   1.90   2.16   3.46   2.57   3.13   2.02
200411   9.51   7.76  10.20   8.02   7.68  11.20
200412   4.55   6.34   7.45   5.39   6.05   3.77
200501   4.67   5.15   3.11   1.33   0.25  -0.66
200502   6.72   6.47  10.06   7.28   9.22  10.06
200503  -4.43  -5.45  -4.61  -4.87  -7.21  -6.05
200504  -3.34  -3.16  -1.41  -3.25  -2.26  -2.80
200505   1.50   2.78   2.70   5.15   3.01   1.53
200506   3.60   3.97   4.64   2.52   4.29   4.23
200507   5.47   6.61   6.75   6.35   7.03   6.72
200508  -1.96  -2.06   0.79   0.03   2.10   1.32
200509   4.97   5.59   6.88   7.64  10.06   9.37
200510  -3.81  -3.44  -2.94  -4.98  -6.97  -6.37
200511   7.94   8.41   8.49   7.04   8.21   8.81
200512   5.88   5.31   5.94   5.79   7.04   5.99
200601   8.89   7.13   9.80   9.79  11.23   9.96
200602   0.97   1.82   3.18  -0.59   0.60   1.67
200603   2.76   1.77   2.26  -0.04   1.93   0.60
200604   5.35   6.16   8.95   6.06   8.62   8.35
200605  -8.11  -8.50  -8.16  -9.52 -10.21 -11.23
200606  -6.32  -5.67  -5.31  -0.94   0.47  -2.09
200607  -0.64   0.42   0.95   1.79   1.18   1.15
200608   2.99   2.98   3.16   4.38   2.36   1.51
200609   2.10   1.86   3.07   2.24  -0.50   1.95
200610   3.57   5.82   6.21   4.29   4.24   5.87
200611   7.64   7.27  10.41   6.79   7.53   8.84
200612   2.54   4.27   5.18   3.70   4.90   5.69
200701   6.29   1.15   3.05   0.30  -2.13  -1.23
200702   2.46   2.71   4.74  -0.54  -0.43   1.24
200703   4.88   5.07   6.04   3.43   4.21   5.90
200704   4.61   5.27   8.22   5.08   4.00   6.68
200705   8.44   6.89  10.90   4.88   5.47   5.14
200706   2.98   5.29   4.58   4.35   5.25   4.22
200707   4.40   5.73   7.93   5.86   5.95   5.99
200708  -8.42  -6.66  -5.70  -1.16  -3.07  -3.70
200709   3.81   4.75   6.82   8.69  10.73   8.17
200710   1.77   2.89   4.25  11.21  11.18   7.73
200711  -8.47  -6.79  -5.69  -8.03  -5.69  -7.43
200712   0.63   0.97   3.02   0.72   1.11   1.50
200801 -14.27 -12.00 -10.91 -12.46 -12.02 -11.75
200802   4.73   6.59   6.83   7.12   7.14   7.29
200803  -4.94  -5.77  -4.65  -4.32  -5.02  -4.14
200804   3.65   4.54   4.98   6.01   9.04   5.00
200805  -0.06   0.39   0.90   0.52   3.13   1.89
200806  -9.30  -8.35  -8.30  -9.10  -9.27 -10.88
200807  -2.56  -3.72  -2.64  -3.90  -3.40  -5.85
200808  -8.68  -8.84  -8.15  -7.34  -7.49 -10.29
200809 -21.97 -21.93 -18.40 -17.60 -17.36 -18.17
200810 -29.06 -27.37 -27.29 -25.96 -26.90 -30.03
200811 -11.03  -9.22  -7.21  -7.29  -8.21  -7.52
200812   6.55   4.33   9.14   8.31   7.46   5.83
200901  -4.81  -3.66  -5.42  -6.41  -6.34  -7.29
200902  -3.90  -3.95  -4.14  -3.95  -6.08  -5.50
200903  10.83  12.72  10.42  11.11  16.51  14.24
200904  20.46  18.41  17.98  15.70  16.82  19.00
200905  17.14  17.99  18.54  17.38  17.04  21.06
200906  -3.22  -0.37   0.43  -1.63  -0.22  -4.34
200907   9.05  10.46  12.49  10.13  10.84  13.90
200908   1.44   2.56   3.47  -1.20   0.03   0.97
200909   6.98   9.91   9.52   7.25  10.81  10.55
200910   0.73   0.43   1.02  -0.69  -0.17  -0.23
200911   3.96   4.58   5.08   4.22   4.65   2.90
200912   4.04   7.45   7.15   3.82   4.46   5.45
201001  -1.51  -3.03  -2.50  -4.39  -6.02  -3.79
201002   1.98   2.99   2.68   1.09   0.52  -0.63
201003   4.86   7.82   8.81   6.63   8.81   9.25
201004   2.72   2.84   3.71   1.47   0.99   1.84
201005  -9.50  -9.46 -10.93  -6.98  -9.60  -9.63
201006   1.55   1.21   0.30   0.97  -1.21  -0.58
201007   6.28   6.87   7.16   8.07   8.28   8.81
201008  -0.11  -0.71  -0.17  -1.04  -1.88  -1.90
201009   9.79  10.16  11.21  11.92  11.23  10.68
201010   4.42   4.32   4.83   2.78   2.93   2.62
201011  -2.40  -2.56  -2.82  -2.41  -1.74  -3.08
201012   4.30   5.94   6.88   6.28   7.51   9.09
201101  -2.97  -1.82  -2.09  -3.93  -2.05  -0.42
201102  -2.56  -3.27  -2.86  -1.37  -1.60  -1.73
201103   3.32   3.24   3.56   5.33   5.97   6.08
201104   3.79   4.34   4.41   4.57   2.98   3.91
201105  -2.66  -2.65  -2.95  -1.99  -2.43  -3.80
201106  -2.28  -1.92  -1.70  -0.80  -1.79  -1.62
201107   1.11   0.36   2.64   0.13   0.62  -0.78
201108  -9.86  -9.85  -9.84  -6.70  -9.90 -10.32
201109 -14.91 -15.39 -15.73 -13.82 -14.14 -17.47
201110  11.30   9.51   8.65  11.42  12.71  13.68
201111  -7.00  -5.64  -6.60  -5.78  -7.14  -5.64
201112  -1.16  -1.27  -0.33  -1.67  -0.90  -1.69
201201   9.41   9.47   9.70   8.94  12.08  13.43
201202   8.07   7.86   8.47   6.59   5.98   5.98
201203  -3.56  -1.96  -2.75  -1.05  -3.32  -5.06
201204  -2.55  -2.75  -1.46  -1.26  -1.17  -2.95
201205  -8.32  -9.28  -9.20  -9.01 -11.07 -11.68
201206   3.88   3.22   3.76   3.35   3.62   4.44
201207  -1.22  -0.74  -1.06   1.44   1.70   1.62
201208   3.37   3.83   2.46   1.15  -0.51   0.68
201209   4.49   4.73   5.81   4.96   6.08   6.81
201210  -1.28  -0.08   0.09  -0.70  -0.39  -1.53
201211   0.08  -0.49   1.14   0.98   1.92  -0.15
201212   3.82   5.50   5.11   2.99   5.75   7.18
201301   1.50   2.91   3.66   1.47   1.27   2.53
201302   2.05   1.42   0.39  -1.35  -0.33  -2.03
201303   0.46  -0.76  -0.11  -0.81  -1.65  -1.32
201304   1.72   1.71   1.95   1.79   0.55   0.81
201305  -1.56  -0.30   0.55  -1.03  -2.60  -2.68
201306  -6.50  -7.19  -7.35  -3.93  -6.81  -9.19
201307   3.32   1.62   0.87   1.03   1.65   2.37
201308  -4.21  -3.70  -2.31  -2.68  -2.59  -1.58
201309   6.86   6.53   6.16   6.05   6.89   8.10
201310   2.72   2.69   3.19   4.77   3.93   4.78
201311  -2.36  -1.98  -1.03  -0.58  -1.28  -3.23
201312   0.60   0.69   1.23  -0.24  -0.98  -0.60
201401  -1.68  -3.23  -2.55  -5.90  -6.25  -6.86
201402   5.74   3.87   4.38   5.04   3.21   1.61
201403   2.19   2.86   2.14   1.31   2.62   4.53
201404  -0.57   0.35   1.13   0.14   0.41   1.44
201405   3.82   3.79   5.29   3.78   3.52   4.38
201406   2.04   2.43   3.09   2.87   3.15   3.31
201407  -1.59  -0.72   0.92   0.86   2.08   2.83
201408   1.67   3.20   2.13   2.24   2.61   1.33
201409  -3.56  -3.37  -4.21  -4.19  -7.21  -8.24
201410  -0.69  -1.56  -2.02   1.55   0.93  -0.55
201411  -2.90  -2.76  -2.52  -0.39  -0.87  -1.88
201412  -2.09  -3.38  -3.70  -4.78  -3.49  -4.00
201501  -0.06   0.44   0.46   2.61   0.71  -1.53
201502   1.45   2.36   2.45   1.92   2.28   4.06
201503  -0.40  -0.03  -0.62  -0.17  -1.36  -2.14
201504   9.03   8.99   8.97   3.87   6.62  12.65
201505   1.15   1.36   0.34  -1.35  -4.20  -4.34
201506  -0.72  -2.99  -3.43  -1.08  -2.50  -3.62
201507  -7.17  -6.57  -6.90  -5.57  -6.16  -8.97
201508  -9.36  -9.40 -10.46  -8.31  -8.75  -8.93
201509   0.28   0.57   0.54  -2.64  -1.41  -3.32
201510   5.75   5.64   5.96   8.13   6.67   6.99
201511  -0.87  -2.07  -1.78  -0.63  -4.09  -4.11
201512  -0.75   0.03   0.35  -2.06  -1.43  -2.05
201601  -7.72  -7.62  -7.93  -5.46  -5.96  -7.16
201602  -1.15  -0.32  -0.04  -1.34  -0.85   0.90
201603   9.43   9.86  11.46  10.35  12.68  14.32
201604   1.66   2.07   3.21   0.52   0.32   3.22
201605  -3.32  -3.25  -4.01  -1.20  -3.53  -6.47
201606   2.44   3.30   4.40   3.21   4.71   4.74
201607   2.22   4.20   6.11   3.32   4.78   6.27
201608  -1.07   1.70   2.01   3.16   1.80   3.12
201609   1.32   1.92   1.93   2.21   0.72   0.58
201610  -2.67  -1.23   1.07  -1.84   0.31   1.42
201611  -5.02  -4.54  -3.67  -6.52  -4.24  -2.44
201612   0.49   1.24   1.26  -0.49   0.54   1.00
201701   1.45   3.55   7.38   4.85   5.59   5.38
201702   1.54   3.19   5.29   2.81   3.16   4.52
201703   2.26   2.90   3.19   3.26   3.44   1.40
201704   0.37   0.85   1.08   3.28   2.02   0.04
201705   0.77   0.64  -0.25   4.12   2.23   1.75
201706  -0.56  -0.03   0.81   1.37   1.17  -0.33
201707   2.13   2.16   4.18   6.54   4.79   5.60
201708   0.49   1.52   1.55   2.81   1.47   2.25
201709  -0.15   0.26   1.77   0.46   0.16  -2.16
201710   2.44   2.33   2.65   3.82   2.38   4.25
201711   1.74   1.29  -0.39   1.82  -0.37   0.05
201712   4.86   2.87   3.87   3.44   3.44   4.15
201801   7.96   5.34   6.11   7.76   6.78  10.03
201802  -1.98  -2.91  -3.64  -4.09  -4.37  -5.15
201803   2.68   0.23  -1.95  -2.45  -0.32  -2.37
201804   1.04  -0.69   0.30  -2.14  -0.37   1.36
201805  -0.67  -2.26  -1.43  -0.77  -4.00  -4.78
201806  -9.63  -5.90  -6.19  -2.44  -4.42  -5.65
201807  -0.47  -0.14   0.64  -0.66   3.38   4.26
201808  -4.42  -2.92  -2.80  -3.42  -1.76  -2.23
201809  -3.17  -2.90  -2.67  -2.44  -1.14   1.10
201810 -12.63 -10.30  -6.58 -11.59  -7.40  -6.65
201811   2.74   4.70   4.04   6.18   4.14   3.05
201812  -2.52  -1.25  -0.18  -2.91  -2.08  -1.25
201901   4.93   5.01   6.06   7.99   8.03   6.89
201902   1.68   0.69   0.92   1.42  -0.39  -0.39
201903  -0.10   1.29   1.64   1.70   1.11  -0.14
201904   1.54   0.86   0.32   3.41   1.21   0.84
201905  -4.90  -4.77  -3.81 -10.09  -4.56  -4.14
201906   3.08   3.77   4.58   6.61   5.29   5.36
201907  -3.11  -2.44  -2.13   0.52  -2.19  -3.73
201908  -3.76  -4.28  -4.87  -2.79  -5.04  -6.03
201909   0.87   2.40   1.72   1.33   2.43   3.21
201910   3.21   2.70   2.21   4.81   3.29   4.29
201911  -3.44  -1.18  -0.99   0.92  -1.28   0.22
201912   4.90   6.65   6.59   7.15   7.44   5.99
202001  -2.70  -2.25  -3.48  -2.62  -4.92  -7.80
202002  -4.49  -6.47  -6.13  -3.05  -6.70  -7.58
202003 -17.16 -20.95 -21.77 -10.93 -20.16 -20.34
202004  11.58  13.13  11.53   9.36  10.26  10.32
202005   4.64   3.23   1.38   3.22   0.50   0.02
202006   6.98   7.99   8.76   9.28   5.86   4.88



  Average Equal Weighted Returns -- Monthly
               Small                 Big
          Low     2    High    Low     2    High
198907   1.84   9.23  13.71   1.57   2.53   2.24
198908   4.80  19.96   5.70   4.05   5.23   3.97
198909  27.09  13.92  13.46  21.31  18.11  15.50
198910   5.01  -1.05  -3.97  -2.31   0.19  -3.50
198911   0.60  -2.63   5.35  -0.70   0.41  -0.74
198912   4.11  14.36  16.65   6.04   6.83   8.78
199001  -3.35   3.18   8.42  -4.03  -2.76   9.44
199002   2.47  15.34   4.56   1.93   3.17   7.50
199003 -10.65  -2.08  -4.68  -3.10  -7.66  -4.79
199004  21.64  -2.73  -4.62   1.39   9.84   5.76
199005  -4.53   7.63   6.89   5.90   4.94   6.48
199006   7.44  -1.13  -2.50  -0.50   3.50   6.65
199007   8.29  10.08   3.00   4.27   6.14   9.36
199008  -9.48  -8.73  -8.63 -12.66 -11.21 -11.78
199009  -4.39  -8.57  -5.27 -10.59 -11.65 -13.83
199010   7.85   1.88   1.47   1.78  -0.74  -1.54
199011  -1.44  -1.25  -3.02  -2.42  -4.47  -1.89
199012  -1.19  -0.42   2.54   0.53   3.07   1.77
199101   4.15   7.84   1.76   3.67   5.54   6.80
199102   9.93  16.31  10.57  17.33  14.23  16.43
199103  -3.13  -6.19   2.90   1.24   1.82   0.20
199104  -0.45  -0.48  -3.49   0.55  -0.04   2.77
199105   9.19   2.79   0.94   2.35   1.79   1.82
199106  -1.01  -3.64  -5.21  -3.67  -4.65  -5.19
199107  -5.03  -4.32  -1.85  -0.83  -0.83  -0.09
199108  -3.01  -1.36  -2.06  -1.90   0.08   2.65
199109  -0.33  -3.54  -0.62  -2.59  -1.34  -1.34
199110  -0.23   1.98  -1.67   1.22   0.91  -0.04
199111   0.19   3.70   0.90  -0.59  -1.18   0.81
199112   0.62   5.74   5.61   4.65   7.13   6.60
199201   1.82   0.46  -0.42   4.75   6.39   3.25
199202   2.67  -2.31   1.00   2.82   4.11   2.19
199203  -0.19  -1.26   0.29  -0.10  -0.26  -0.12
199204  -0.91   3.19   4.34   0.71   0.11   1.50
199205  -0.61   0.15   2.61  -1.02  -0.26  -0.09
199206   4.28   4.03   2.31   2.17   1.26  -0.16
199207   3.39   4.76   1.67  -0.82  -1.93   1.46
199208  -1.39  -2.61  -1.90  -2.55  -1.09  -2.60
199209   1.08   0.97   0.63  -0.20   1.63   1.06
199210   2.36   5.21   3.30   4.97   3.43   4.34
199211  -1.44   0.77  -1.21  -0.19  -2.51  -0.94
199212   2.77   2.94   1.02  -1.34   0.60   0.09
199301  -0.44  -1.40  -1.20   2.18   1.68   2.36
199302   1.81   7.99   5.46   3.63   6.42   6.60
199303   2.48   5.39   0.61   1.69   0.00   1.61
199304  10.83   9.35   8.94   4.45   6.26   6.18
199305   5.60   8.06  10.58   5.00   4.35   7.81
199306  -3.61  -0.54  -2.13  -1.51   0.55  -2.26
199307   4.10   6.24   4.84   1.62   1.60   2.94
199308   3.20   8.90  10.11   1.98   4.21   4.47
199309   5.01   9.26   5.82   4.17   5.98   5.46
199310  14.94  12.90  11.53   7.83   7.76  11.54
199311   4.25   6.97   8.40   7.31   7.47   8.07
199312  10.71  14.54  12.99  14.77  16.78  16.81
199401  -2.22  -5.23   0.81   0.03   1.11   2.35
199402   2.56   5.39   3.37   0.74   0.77   0.67
199403  -5.30  -6.62  -3.09  -6.65  -7.68  -7.66
199404  -0.36  -0.10   0.53   0.78   1.03   0.64
199405   0.09  -1.09  -1.02   1.61   2.45   3.39
199406  -0.57   2.98   1.00  -1.62   0.43   0.41
199407   5.18   4.39   3.49   4.39   4.19   4.95
199408   7.65   8.95   3.35   6.68   6.24   7.20
199409   5.80   3.96   2.41  -0.40   0.55   2.31
199410   4.15   4.37   3.51   2.59   1.29   1.58
199411   0.27  -2.29  -0.84  -4.93  -3.42  -3.05
199412   4.22   2.70   3.23  -2.76  -1.99  -0.75
199501 -11.73 -12.05  -8.03 -11.47 -10.91 -10.24
199502   1.57   1.48   0.04   0.50   0.03   0.65
199503   0.68   0.84  -0.70   2.23   0.92   0.93
199504  -3.54  -3.50  -2.71  -3.73  -1.97  -2.69
199505   0.70   1.59   3.46   5.16   4.82   3.57
199506  -0.26   0.88   0.24  -0.40  -1.16  -0.70
199507   4.36   3.86   1.82   1.63   2.35   3.83
199508  -5.01  -4.12  -3.68  -3.89  -4.30  -4.64
199509   1.54   0.98   1.47   2.17   1.75   1.88
199510  -1.21  -2.38  -1.15  -2.21  -2.66  -2.88
199511  -0.89  -2.56  -2.45  -5.62  -5.21  -4.46
199512   0.20   0.37   2.28   2.19   1.67   0.53
199601  10.98   7.85   3.87   2.83   2.33   1.51
199602  -3.49   0.03   0.20   1.22   1.70   2.36
199603   4.65   5.05   0.64   1.31   0.82   1.15
199604  12.12   9.72   2.90   7.92   7.81   8.24
199605  -5.21  -5.60  -0.54  -2.11  -3.80  -4.71
199606  -1.44  -1.21   0.76  -1.86  -2.06  -2.46
199607   2.40   0.57  -2.33  -3.02  -4.68  -3.92
199608   7.09   1.38   0.75   0.18   0.37   0.38
199609   6.09   3.91   2.69   0.44  -0.21  -1.45
