yearmo,SENT^ ,SENT,pdnd,ripo,nipo,cefd,se,sd,s,,indpro,consdur,consnon,consserv,recess,employ,cpi
198801.0000,0.0675,0.2676,-4.3252,5.6400,12.0000,13.4000,2696.0833,29600.5000,0.1496,,62.1393,470.3000,832.2000,1911.3000,0.0000,103753.0000,115.7000
198802.0000,0.1372,0.3093,-4.7755,17.0600,14.0000,13.3000,3916.0833,27560.5000,0.1497,,62.4100,468.7000,832.7000,1920.1000,0.0000,104214.0000,116.0000
198803.0000,0.0250,0.1781,-7.5803,4.7000,19.0000,13.8200,5121.0833,31432.5000,0.1371,,62.5464,472.4000,850.3000,1937.9000,0.0000,104489.0000,116.5000
198804.0000,-0.0556,0.0164,-7.5756,12.2900,19.0000,14.2800,2718.0833,26482.5000,0.1330,,62.8992,467.8000,849.2000,1946.1000,0.0000,104732.0000,117.1000
198805.0000,-0.0392,-0.0028,-6.2321,8.6200,24.0000,13.4900,4037.0833,28203.5000,0.1236,,62.8182,474.7000,854.4000,1964.6000,0.0000,104962.0000,117.5000
198806.0000,-0.1837,-0.0987,-7.9442,15.7700,26.0000,12.7500,4179.0833,32351.5000,0.1173,,62.9776,477.3000,857.1000,1984.2000,0.0000,105326.0000,118.0000
198807.0000,-0.2441,-0.2008,-6.3162,6.9600,24.0000,12.7300,5144.0833,21538.5000,0.1182,,63.0040,472.4000,864.7000,2005.7000,0.0000,105550.0000,118.5000
198808.0000,-0.2319,-0.2362,-5.8687,6.7600,20.0000,12.6500,3341.0833,26319.5000,0.1146,,63.2781,470.1000,871.6000,2026.2000,0.0000,105674.0000,119.0000
198809.0000,-0.1460,-0.3128,-4.7763,7.6100,11.0000,13.1900,3011.0833,28145.5000,0.1086,,63.1080,468.7000,876.0000,2030.3000,0.0000,106013.0000,119.8000
198810.0000,-0.3513,-0.4780,-2.1841,14.8700,25.0000,12.8200,2793.0833,28600.5000,0.1066,,63.4145,477.9000,883.9000,2051.9000,0.0000,106276.0000,120.2000
198811.0000,-0.3656,-0.4691,-2.0412,6.8800,13.0000,13.0200,3441.0833,25093.5000,0.1123,,63.5171,481.8000,888.0000,2060.4000,0.0000,106617.0000,120.3000
198812.0000,-0.2467,-0.4109,-4.1621,6.6700,20.0000,13.7000,2057.0833,22535.5000,0.1146,,63.8207,498.9000,887.1000,2073.8000,0.0000,106898.0000,120.5000
198901.0000,-0.3450,-0.4495,-4.8841,5.6300,8.0000,12.1700,1348.4167,20421.5833,0.1143,,64.0114,496.2000,902.6000,2085.0000,0.0000,107161.0000,121.1000
198902.0000,-0.3435,-0.4703,-6.1938,17.0700,13.0000,12.9600,2632.4167,19668.5833,0.1136,,63.7241,481.3000,900.5000,2106.3000,0.0000,107427.0000,121.6000
198903.0000,-0.2958,-0.4628,-5.8063,29.6100,11.0000,13.6800,708.4167,32311.5833,0.1020,,63.8694,481.9000,904.5000,2112.3000,0.0000,107621.0000,122.3000
198904.0000,-0.2188,-0.4456,-11.2645,15.5200,12.0000,13.1500,1085.4167,21444.5833,0.0992,,63.9217,500.4000,920.6000,2122.0000,0.0000,107791.0000,123.1000
198905.0000,-0.2208,-0.4991,-11.9461,16.3400,24.0000,13.4300,1698.4167,27489.5833,0.0932,,63.4806,487.6000,930.2000,2134.0000,0.0000,107913.0000,123.8000
198906.0000,-0.0634,-0.3755,-11.7564,6.1900,17.0000,11.6300,2917.4167,27118.5833,0.0912,,63.5122,492.0000,932.5000,2142.1000,0.0000,108027.0000,124.1000
198907.0000,-0.1270,-0.4780,-9.7155,3.0900,18.0000,12.1700,5151.4167,22098.5833,0.0911,,62.9479,497.4000,932.6000,2155.7000,0.0000,108069.0000,124.4000
198908.0000,-0.1762,-0.5211,-10.9981,31.8700,15.0000,12.6300,2133.4167,23331.5833,0.0886,,63.5199,518.7000,935.0000,2166.9000,0.0000,108120.0000,124.6000
198909.0000,-0.2081,-0.5092,-12.5773,14.3000,13.0000,11.7500,2370.4167,21889.5833,0.0885,,63.2966,500.8000,941.2000,2179.8000,0.0000,108369.0000,125.0000
198910.0000,-0.2427,-0.5315,-10.5259,13.6900,17.0000,11.1100,3777.4167,30855.5833,0.0906,,63.2481,493.9000,943.0000,2196.7000,0.0000,108476.0000,125.6000
198911.0000,-0.1898,-0.4868,-9.1221,8.4800,31.0000,10.3400,4337.4167,24198.5833,0.0934,,63.4576,490.1000,948.6000,2204.6000,0.0000,108752.0000,125.9000
198912.0000,-0.0559,-0.3310,-7.5594,2.6100,25.0000,8.3800,4042.4167,26285.5833,0.0978,,63.8477,491.6000,962.4000,2230.1000,0.0000,108836.0000,126.1000
199001.0000,0.0676,-0.3010,-6.7958,18.1100,12.0000,8.3000,2277.8333,18040.0833,0.1011,,63.4171,536.4000,965.3000,2229.0000,0.0000,109197.0000,127.4000
199002.0000,0.1004,-0.2751,-7.9734,17.8900,13.0000,8.5100,2918.8333,18361.0833,0.1022,,64.0517,505.9000,975.7000,2246.6000,0.0000,109435.0000,128.0000
199003.0000,0.0741,-0.2369,-9.0831,20.3100,19.0000,8.6000,3794.8333,22711.0833,0.1140,,64.3607,503.8000,981.5000,2269.6000,0.0000,109644.0000,128.7000
199004.0000,0.1687,-0.0289,-8.8395,8.5200,22.0000,7.8200,1756.8333,20970.0833,0.1160,,64.2562,505.7000,976.5000,2287.8000,0.0000,109688.0000,128.9000
199005.0000,0.0451,-0.1056,-10.1357,26.2200,19.0000,10.3400,2350.8333,25333.0833,0.1186,,64.3971,495.3000,977.4000,2303.1000,0.0000,109839.0000,129.2000
199006.0000,0.0466,-0.1025,-10.6586,21.0100,22.0000,9.7800,2874.8333,28483.0833,0.1180,,64.6064,494.3000,988.6000,2321.6000,0.0000,109857.0000,129.9000
199007.0000,-0.0709,-0.1781,-7.0864,6.9900,24.0000,10.0900,2246.8333,20392.0833,0.1105,,64.5289,496.3000,991.1000,2334.3000,0.0000,109824.0000,130.4000
199008.0000,-0.0663,-0.0616,-4.6564,4.3500,15.0000,9.3400,807.8333,19856.0833,0.1079,,64.7258,489.3000,1004.2000,2354.8000,1.0000,109617.0000,131.6000
199009.0000,-0.3884,-0.0572,-2.1173,25.4200,7.0000,10.0700,426.8333,20026.0833,0.1029,,64.8148,495.1000,1014.1000,2361.0000,1.0000,109520.0000,132.7000
199010.0000,-0.3116,-0.0606,-0.1097,0.4200,4.0000,8.4000,961.8333,24975.0833,0.0965,,64.3264,486.1000,1016.3000,2368.1000,1.0000,109367.0000,133.5000
199011.0000,-0.3220,-0.1644,-1.1732,3.3900,5.0000,8.7600,1234.8333,29584.0833,0.0854,,63.5713,482.7000,1023.5000,2365.7000,1.0000,109213.0000,133.8000
199012.0000,-0.2267,-0.1945,-1.4946,9.9300,10.0000,7.4900,1788.8333,27028.0833,0.0783,,63.1589,474.0000,1016.5000,2370.8000,1.0000,109167.0000,133.8000
199101.0000,-0.4088,-0.2376,-4.8667,45.3500,4.0000,7.8800,896.0000,23836.0000,0.0727,,62.8801,452.7000,1013.0000,2375.3000,1.0000,109056.0000,134.6000
199102.0000,-0.2862,-0.1566,-5.5856,29.7900,7.0000,6.6100,1802.0000,31390.0000,0.0664,,62.4520,467.0000,1010.9000,2388.8000,1.0000,108735.0000,134.8000
199103.0000,-0.3208,-0.2102,-7.8014,23.0600,18.0000,8.2000,3949.0000,36205.0000,0.0641,,62.1200,495.4000,1018.6000,2399.0000,1.0000,108576.0000,135.0000
199104.0000,-0.1578,-0.1892,-6.2437,11.3900,28.0000,7.6400,5314.0000,29538.0000,0.0722,,62.2500,474.4000,1017.2000,2415.4000,0.0000,108367.0000,135.2000
199105.0000,0.2537,-0.0848,-6.0241,15.7100,28.0000,6.9200,7419.0000,32847.0000,0.0840,,62.8714,473.5000,1026.7000,2432.9000,0.0000,108251.0000,135.6000
199106.0000,0.3203,0.0000,-5.3253,8.5300,47.0000,6.9000,5618.0000,29157.0000,0.0909,,63.4441,477.8000,1021.3000,2441.4000,0.0000,108337.0000,136.0000
199107.0000,0.1810,-0.1368,-6.2785,9.2700,38.0000,8.2600,2682.0000,25982.0000,0.0906,,63.5106,485.4000,1025.2000,2455.5000,0.0000,108292.0000,136.2000
199108.0000,0.1382,-0.2350,-7.7690,15.2400,35.0000,8.8300,6730.0000,33649.0000,0.1014,,63.5623,479.8000,1026.4000,2463.0000,0.0000,108313.0000,136.6000
199109.0000,0.0802,-0.1925,-9.9860,14.9700,23.0000,7.0800,5421.0000,29611.0000,0.1102,,64.1234,487.9000,1021.6000,2475.2000,0.0000,108338.0000,137.2000
199110.0000,0.0514,-0.1698,-11.3781,12.9100,46.0000,6.7600,8864.0000,29566.0000,0.1261,,64.0179,474.1000,1018.4000,2483.5000,0.0000,108357.0000,137.4000
199111.0000,0.1297,0.0196,-11.5249,14.7800,51.0000,4.8500,9053.0000,29751.0000,0.1424,,63.9427,477.3000,1022.6000,2503.6000,0.0000,108297.0000,137.8000
199112.0000,0.1842,0.1215,-13.4869,14.3800,42.0000,4.5500,7520.0000,30439.0000,0.1528,,63.6923,480.9000,1021.0000,2518.6000,0.0000,108330.0000,137.9000
199201.0000,0.3432,0.2500,-17.3959,21.2600,42.0000,5.2800,6688.3333,38860.5833,0.1586,,63.3372,495.6000,1040.0000,2549.1000,0.0000,108372.0000,138.1000
199202.0000,0.3982,0.4086,-18.3470,22.3700,46.0000,3.6400,9540.3333,32524.5833,0.1725,,63.7864,501.3000,1038.6000,2559.7000,0.0000,108313.0000,138.6000
199203.0000,0.4556,0.5865,-16.1340,15.3700,67.0000,2.7100,6361.3333,34737.5833,0.1774,,64.3199,491.7000,1034.4000,2590.9000,0.0000,108368.0000,139.3000
199204.0000,0.4661,0.5133,-5.1653,4.5100,45.0000,4.0200,5342.3333,28488.5833,0.1778,,64.8069,490.0000,1043.3000,2598.2000,0.0000,108523.0000,139.5000
199205.0000,0.5156,0.5029,-4.5006,4.5500,48.0000,3.8800,6920.3333,40275.5833,0.1741,,65.0202,501.9000,1048.4000,2608.0000,0.0000,108652.0000,139.7000
199206.0000,0.5521,0.5118,-3.4444,3.7500,44.0000,2.2000,9001.3333,40880.5833,0.1757,,65.0309,511.0000,1049.9000,2616.1000,0.0000,108719.0000,140.2000
199207.0000,0.4953,0.4978,-3.5046,6.1000,34.0000,3.0200,6481.3333,43758.5833,0.1757,,65.6155,507.2000,1056.2000,2641.3000,0.0000,108794.0000,140.5000
199208.0000,0.6006,0.5842,-2.8583,6.5000,36.0000,2.2900,5281.3333,33156.5833,0.1735,,65.2948,511.9000,1061.3000,2647.7000,0.0000,108929.0000,140.9000
199209.0000,0.6578,0.6490,-4.7208,12.5400,22.0000,2.0600,5314.3333,42679.5833,0.1689,,65.4461,517.1000,1065.6000,2672.5000,0.0000,108963.0000,141.3000
199210.0000,0.5986,0.6120,-7.8350,11.9400,51.0000,3.7800,6970.3333,36032.5833,0.1637,,65.9387,522.7000,1073.9000,2688.1000,0.0000,109144.0000,141.8000
199211.0000,0.6176,0.6579,-10.6152,18.4800,27.0000,2.1000,4502.3333,34371.5833,0.1549,,66.2219,514.1000,1071.5000,2714.9000,0.0000,109277.0000,142.0000
199212.0000,0.7072,0.7612,-12.1933,19.5800,47.0000,1.2000,6053.3333,38144.5833,0.1502,,66.2778,532.4000,1079.0000,2725.0000,0.0000,109499.0000,141.9000
199301.0000,0.7341,0.8056,-13.9359,11.8500,22.0000,2.0900,4439.1667,50800.1667,0.1432,,66.5650,538.1000,1078.5000,2724.1000,0.0000,109799.0000,142.6000
199302.0000,0.8613,0.8715,-10.5036,18.6700,36.0000,1.1900,9264.1667,57910.1667,0.1363,,66.8562,524.2000,1081.4000,2749.7000,0.0000,110047.0000,143.1000
199303.0000,0.9292,0.7730,-12.2874,16.9000,62.0000,1.7800,8043.1667,50149.1667,0.1352,,66.7661,521.2000,1077.5000,2753.8000,0.0000,109999.0000,143.6000
199304.0000,0.5492,0.4185,-7.1338,13.7500,31.0000,2.0500,5456.1667,40623.1667,0.1325,,66.9976,543.0000,1082.4000,2768.0000,0.0000,110302.0000,144.0000
199305.0000,0.4200,0.2961,-9.4291,18.4100,48.0000,3.9400,7903.1667,40704.1667,0.1339,,66.7645,552.0000,1091.7000,2778.7000,0.0000,110573.0000,144.2000
199306.0000,0.3129,0.2636,-10.6426,20.2200,57.0000,4.2000,8999.1667,59755.1667,0.1297,,66.8782,548.6000,1084.9000,2806.5000,0.0000,110752.0000,144.4000
199307.0000,0.4370,0.3014,-11.3979,12.3000,58.0000,3.9700,8801.1667,49861.1667,0.1317,,67.0843,558.6000,1091.9000,2818.5000,0.0000,111057.0000,144.4000
199308.0000,0.2942,0.2384,-13.2295,11.9600,54.0000,5.2200,8472.1667,50315.1667,0.1325,,67.0144,551.5000,1090.4000,2839.2000,0.0000,111211.0000,144.8000
199309.0000,0.3665,0.3013,-16.3794,18.0900,47.0000,5.8100,9899.1667,57536.1667,0.1356,,67.3337,559.8000,1095.3000,2856.4000,0.0000,111452.0000,145.1000
199310.0000,0.5353,0.4611,-14.8702,18.9800,58.0000,4.2600,9741.1667,52791.1667,0.1358,,67.8513,568.9000,1100.2000,2863.7000,0.0000,111737.0000,145.7000
199311.0000,0.7632,0.6127,-13.2854,11.5300,78.0000,4.0300,10799.1667,48945.1667,0.1407,,68.1384,574.2000,1107.2000,2872.7000,0.0000,111990.0000,145.8000
199312.0000,0.7765,0.6502,-15.2024,11.2400,76.0000,5.2600,9736.1667,43728.1667,0.1441,,68.5029,578.3000,1108.5000,2884.3000,0.0000,112319.0000,145.8000
199401.0000,0.7945,0.6872,-15.3787,12.7000,26.0000,5.4100,5718.7500,53122.8333,0.1452,,68.7602,579.6000,1109.9000,2895.6000,0.0000,112601.0000,146.2000
199402.0000,0.7423,0.6082,-16.4599,16.9000,62.0000,5.5500,7797.7500,36593.8333,0.1479,,68.7808,593.3000,1117.8000,2921.5000,0.0000,112785.0000,146.7000
199403.0000,0.6466,0.5536,-15.2793,12.8000,61.0000,7.9800,9201.7500,49440.8333,0.1495,,69.4762,593.6000,1122.8000,2929.6000,0.0000,113248.0000,147.2000
199404.0000,0.5312,0.4845,-9.0598,17.2000,48.0000,7.2500,5457.7500,34785.8333,0.1508,,69.8715,607.0000,1126.1000,2938.0000,0.0000,113592.0000,147.4000
199405.0000,0.6107,0.6139,-7.4072,7.2000,71.0000,7.1500,3664.7500,37496.8333,0.1461,,70.2259,588.9000,1124.0000,2956.7000,0.0000,113928.0000,147.5000
199406.0000,0.7707,0.7201,-5.9983,7.9000,53.0000,6.2600,6338.7500,38775.8333,0.1473,,70.6759,600.3000,1134.2000,2974.4000,0.0000,114242.0000,148.0000
199407.0000,0.6993,0.6411,-5.3720,11.0000,41.0000,8.0100,3691.7500,30607.8333,0.1449,,70.7851,602.1000,1139.3000,2979.3000,0.0000,114613.0000,148.4000
199408.0000,0.7538,0.6689,-7.6954,11.7000,43.0000,8.3400,3366.7500,37566.8333,0.1408,,71.2069,612.0000,1155.0000,2995.7000,0.0000,114902.0000,149.0000
199409.0000,0.7742,0.6761,-8.7153,22.1000,37.0000,10.0400,3414.7500,31372.8333,0.1375,,71.4768,613.8000,1154.5000,3006.7000,0.0000,115251.0000,149.4000
199410.0000,0.5873,0.5410,-9.0218,17.6000,46.0000,12.0100,3563.7500,31358.8333,0.1331,,72.0827,629.6000,1161.1000,3022.2000,0.0000,115464.0000,149.5000
199411.0000,0.5608,0.5364,-9.1676,19.4000,44.0000,9.7400,5516.7500,33154.8333,0.1284,,72.5328,635.1000,1159.1000,3031.4000,0.0000,115876.0000,149.7000
199412.0000,0.4536,0.4057,-9.2114,8.2000,36.0000,12.1400,2664.7500,27009.8333,0.1204,,73.2862,630.7000,1168.8000,3042.1000,0.0000,116171.0000,149.7000
199501.0000,0.5437,0.4601,-7.4608,13.2000,18.0000,10.7800,2985.1667,27590.3333,0.1218,,73.4173,623.6000,1173.0000,3054.7000,0.0000,116508.0000,150.3000
199502.0000,0.5159,0.4776,-8.1713,19.8000,37.0000,10.3200,4914.1667,34648.3333,0.1169,,73.3112,613.0000,1161.0000,3076.7000,0.0000,116702.0000,150.9000
199503.0000,0.3724,0.3296,-9.0218,23.2000,29.0000,11.6500,3003.1667,41932.3333,0.1068,,73.4086,627.2000,1166.6000,3091.6000,0.0000,116913.0000,151.4000
199504.0000,0.2204,0.1208,-3.6906,18.8000,31.0000,11.9600,3612.1667,35338.3333,0.1030,,73.3603,613.2000,1168.4000,3108.7000,0.0000,117076.0000,151.9000
199505.0000,0.1071,-0.0111,-3.3172,24.0000,35.0000,12.5700,6081.1667,45594.3333,0.1059,,73.6079,624.8000,1178.5000,3129.8000,0.0000,117056.0000,152.2000
199506.0000,0.0560,-0.0570,-7.5513,18.5000,55.0000,12.0800,7180.1667,52440.3333,0.1045,,73.8595,642.8000,1184.1000,3150.6000,0.0000,117293.0000,152.5000
199507.0000,-0.0146,-0.1184,-10.6810,21.8000,50.0000,13.5200,4687.1667,32476.3333,0.1059,,73.5675,631.0000,1182.9000,3156.3000,0.0000,117386.0000,152.5000
199508.0000,0.0144,-0.0015,-11.9091,25.4000,53.0000,12.5900,6349.1667,38265.3333,0.1112,,74.4969,645.3000,1178.6000,3181.4000,0.0000,117642.0000,152.9000
199509.0000,0.1098,0.0547,-11.0473,18.1000,35.0000,11.9600,7440.1667,49565.3333,0.1143,,74.7941,651.3000,1189.5000,3179.6000,0.0000,117881.0000,153.2000
199510.0000,0.1756,0.0865,-8.9967,12.5000,62.0000,11.9700,8743.1667,43128.3333,0.1205,,74.7015,638.1000,1181.5000,3194.3000,0.0000,118038.0000,153.7000
199511.0000,0.2472,0.1758,-8.6917,26.5000,84.0000,11.5100,7864.1667,52300.3333,0.1200,,74.8864,650.6000,1191.5000,3213.4000,0.0000,118182.0000,153.6000
199512.0000,0.3258,0.2242,-8.4458,18.7000,77.0000,11.5900,5613.1667,43016.3333,0.1212,,75.1739,668.0000,1201.9000,3227.5000,0.0000,118328.0000,153.5000
199601.0000,0.4283,0.2779,-7.3964,20.4700,29.0000,9.5900,4509.7500,32011.5000,0.1226,,74.6833,645.8000,1200.1000,3239.8000,0.0000,118323.0000,154.4000
199602.0000,0.4058,0.2865,-9.9633,18.9400,65.0000,10.8700,8913.7500,44877.5000,0.1265,,75.8433,663.2000,1209.3000,3260.3000,0.0000,118744.0000,154.9000
199603.0000,0.4815,0.3547,-9.7630,17.6800,73.0000,11.4500,7163.7500,40471.5000,0.1330,,75.7631,670.4000,1224.1000,3278.8000,0.0000,119001.0000,155.7000
199604.0000,0.3925,0.2675,-15.3665,31.2600,67.0000,11.5400,12253.7500,30715.5000,0.1467,,76.4596,679.5000,1237.5000,3290.9000,0.0000,119168.0000,156.3000
199605.0000,0.4344,0.3335,-16.6861,27.9500,94.0000,12.6800,13035.7500,43645.5000,0.1571,,77.0169,680.1000,1238.0000,3305.7000,0.0000,119496.0000,156.6000
199606.0000,0.6426,0.5496,-14.0105,14.5300,87.0000,12.1600,12494.7500,43289.5000,0.1671,,77.6676,669.4000,1243.1000,3317.3000,0.0000,119778.0000,156.7000
199607.0000,0.7202,0.6415,-9.5320,10.5500,66.0000,13.0300,7521.7500,27370.5000,0.1726,,77.5653,672.9000,1244.3000,3334.7000,0.0000,120020.0000,157.0000
199608.0000,0.9027,0.7710,-12.2565,9.2300,58.0000,11.7100,5515.7500,32413.5000,0.1731,,78.0121,681.7000,1246.2000,3347.1000,0.0000,120207.0000,157.3000
199609.0000,0.8538,0.7646,-14.0657,20.1400,59.0000,11.8500,6456.7500,41329.5000,0.1742,,78.5488,683.6000,1249.0000,3364.0000,0.0000,120418.0000,157.8000
199610.0000,0.8887,0.7541,-10.7037,11.2100,106.0000,11.9000,12642.7500,38101.5000,0.1813,,78.5060,688.8000,1263.2000,3376.4000,0.0000,120674.0000,158.3000
199611.0000,0.8550,0.7372,-10.2708,11.4900,81.0000,12.8300,13121.7500,39216.5000,0.1931,,79.1955,692.2000,1266.5000,3392.5000,0.0000,120969.0000,158.6000
199612.0000,0.8706,0.8084,-11.0153,10.7000,60.0000,11.0600,8915.7500,40520.5000,0.1987,,79.7144,687.8000,1275.2000,3415.6000,0.0000,121152.0000,158.6000
199701.0000,0.7968,0.8063,-11.5061,11.9000,34.0000,10.9100,13654.3333,49865.0000,0.2050,,79.8239,703.3000,1272.1000,3435.7000,0.0000,121372.0000,159.1000
199702.0000,0.9039,0.8674,-7.1076,10.5000,62.0000,10.7600,8542.3333,48283.0000,0.2034,,80.7816,702.0000,1283.1000,3448.9000,0.0000,121682.0000,159.6000
199703.0000,0.8483,0.8338,-6.3363,9.7000,39.0000,10.1900,8274.3333,59913.0000,0.1984,,81.3388,711.5000,1287.8000,3454.9000,0.0000,121999.0000,160.0000
199704.0000,0.9998,1.0053,0.7835,8.4000,31.0000,9.1400,6779.3333,44695.0000,0.1869,,81.3611,697.5000,1278.6000,3483.3000,0.0000,122296.0000,160.2000
199705.0000,0.8566,0.8704,-3.5891,19.5000,41.0000,11.7100,8507.3333,53223.0000,0.1783,,81.8326,690.2000,1273.0000,3497.0000,0.0000,122557.0000,160.1000
199706.0000,0.8326,0.7795,-2.9206,14.8000,63.0000,10.9100,11747.3333,72092.0000,0.1695,,82.2309,702.1000,1281.6000,3510.6000,0.0000,122825.0000,160.3000
199707.0000,0.5539,0.5730,-5.5264,16.0000,54.0000,11.8000,9914.3333,57717.0000,0.1650,,82.8500,715.7000,1291.1000,3542.0000,0.0000,123119.0000,160.5000
199708.0000,0.6481,0.6878,-10.1234,14.7000,46.0000,9.9300,6035.3333,57877.0000,0.1597,,83.7172,732.6000,1297.7000,3556.7000,0.0000,123099.0000,160.8000
199709.0000,0.7939,0.8178,-12.3047,23.1000,52.0000,7.9400,10060.3333,68058.0000,0.1581,,84.4629,720.0000,1303.2000,3578.5000,0.0000,123594.0000,161.2000
199710.0000,0.4948,0.6161,-10.5992,19.2000,65.0000,8.8000,13548.3333,58611.0000,0.1548,,85.1968,724.7000,1303.9000,3609.1000,0.0000,123940.0000,161.6000
199711.0000,0.5804,0.6551,-6.5359,7.4000,80.0000,6.8500,12302.3333,62168.0000,0.1495,,85.9458,740.8000,1312.7000,3607.6000,0.0000,124246.0000,161.5000
199712.0000,0.6336,0.6907,-4.9027,7.6000,35.0000,5.2700,8514.3333,75686.0000,0.1427,,86.2054,746.1000,1306.8000,3639.2000,0.0000,124559.0000,161.3000
199801.0000,0.5796,0.6513,-4.8631,10.6000,17.0000,5.6200,7666.1667,67596.2500,0.1336,,86.6558,733.0000,1309.4000,3647.4000,0.0000,124823.0000,161.6000
199802.0000,0.3862,0.4569,-7.4115,15.5000,45.0000,6.5000,11181.1667,62402.2500,0.1340,,86.7556,739.4000,1306.5000,3677.9000,0.0000,125024.0000,161.9000
199803.0000,0.2773,0.3903,-8.7260,17.7000,34.0000,7.3600,19270.1667,93727.2500,0.1396,,86.8196,740.7000,1304.1000,3705.5000,0.0000,125174.0000,162.2000
199804.0000,-0.0160,0.0808,-5.0868,22.7000,38.0000,9.3300,12469.1667,67401.2500,0.1414,,87.1345,758.1000,1313.6000,3716.4000,0.0000,125453.0000,162.5000
199805.0000,0.1040,0.2026,-1.5103,11.6000,46.0000,8.6300,14699.1667,68914.2500,0.1447,,87.6936,778.3000,1317.7000,3741.9000,0.0000,125855.0000,162.8000
199806.0000,0.0442,0.1577,-4.0436,9.8000,56.0000,9.2100,17110.1667,90229.2500,0.1467,,87.1421,771.3000,1328.4000,3771.9000,0.0000,126087.0000,163.0000
199807.0000,0.2726,0.3033,-2.8398,17.0000,44.0000,7.4600,9771.1667,66215.2500,0.1453,,86.8414,769.4000,1334.1000,3786.4000,0.0000,126213.0000,163.2000
199808.0000,0.3007,0.3670,4.9587,13.6000,19.0000,8.1300,3724.1667,57694.2500,0.1433,,88.6266,784.9000,1333.2000,3806.9000,0.0000,126551.0000,163.4000
199809.0000,0.2584,0.3128,0.6368,82.2000,3.0000,9.4100,4639.1667,93456.2500,0.1350,,88.4562,800.9000,1337.2000,3827.6000,0.0000,126764.0000,163.6000
199810.0000,0.1931,0.2034,2.4913,14.1000,3.0000,9.3700,8654.1667,66744.2500,0.1297,,89.1686,819.4000,1344.8000,3834.5000,0.0000,126968.0000,164.0000
199811.0000,0.0278,0.0103,1.0903,55.8000,17.0000,8.9600,8901.1667,107055.2500,0.1213,,89.1127,817.9000,1354.0000,3843.5000,0.0000,127243.0000,164.0000
199812.0000,-0.1821,-0.1907,-5.3861,53.5000,22.0000,12.1400,8669.1667,82335.2500,0.1207,,89.4388,838.2000,1366.6000,3865.7000,0.0000,127607.0000,163.9000
199901.0000,-0.1099,-0.1759,-12.4300,99.5000,12.0000,11.6400,7136.0000,76511.0000,0.1192,,89.8617,808.4000,1380.0000,3884.5000,0.0000,127713.0000,164.3000
199902.0000,0.0202,-0.0451,-9.4451,59.0000,34.0000,10.1800,10290.0000,82871.0000,0.1162,,90.3253,824.1000,1384.8000,3892.9000,0.0000,128131.0000,164.5000
199903.0000,0.0140,-0.0704,-13.8920,87.5000,21.0000,11.2900,9721.0000,101024.0000,0.1076,,90.4709,827.4000,1390.1000,3915.5000,0.0000,128239.0000,165.0000
199904.0000,-0.0548,-0.1685,2.6405,70.6000,35.0000,11.4300,9141.0000,65886.0000,0.1050,,90.7285,841.3000,1414.3000,3940.6000,0.0000,128610.0000,166.2000
199905.0000,-0.0959,-0.2012,1.3373,51.2000,52.0000,9.7900,15762.0000,86730.0000,0.1041,,91.3499,855.4000,1420.8000,3949.6000,0.0000,128822.0000,166.2000
199906.0000,0.0183,-0.0711,0.7032,34.3000,60.0000,8.2500,8270.0000,79031.0000,0.0978,,91.1990,867.7000,1419.7000,3966.5000,0.0000,129099.0000,166.2000
199907.0000,-0.0900,-0.1384,0.2619,60.7000,62.0000,9.5900,13062.0000,69451.0000,0.1003,,91.7767,865.2000,1421.8000,3994.4000,0.0000,129420.0000,166.7000
199908.0000,-0.1697,-0.3242,-0.2246,39.9000,39.0000,9.5100,7758.0000,63383.0000,0.1031,,92.1675,871.9000,1439.3000,4015.3000,0.0000,129576.0000,167.1000
199909.0000,0.0310,-0.1138,-4.5540,79.9000,40.0000,8.4000,6607.0000,65679.0000,0.1075,,91.7812,876.4000,1459.1000,4043.3000,0.0000,129781.0000,167.9000
199910.0000,-0.1043,-0.2043,-5.4917,73.5000,56.0000,10.4300,11510.0000,37721.0000,0.1129,,92.9976,868.0000,1462.2000,4071.9000,0.0000,130190.0000,168.2000
199911.0000,-0.0099,-0.0463,-14.2131,105.0000,54.0000,10.9100,23983.0000,53908.0000,0.1324,,93.4440,871.2000,1467.8000,4098.9000,0.0000,130479.0000,168.3000
199912.0000,0.2704,0.2244,-27.9787,114.6000,40.0000,11.2100,8328.0000,36488.0000,0.1385,,94.1555,889.8000,1518.0000,4130.8000,0.0000,130786.0000,168.3000
200001.0000,0.5391,0.5814,-30.6514,86.5000,15.0000,9.4500,11494.0000,42244.6667,0.1477,,94.1717,908.6000,1463.7000,4163.1000,0.0000,131020.0000,168.8000
200002.0000,0.4629,0.5301,-50.2335,116.2000,55.0000,12.0700,22288.0000,68187.6667,0.1612,,94.4329,930.7000,1485.4000,4203.5000,0.0000,131136.0000,169.8000
200003.0000,0.9194,0.8979,-47.8527,85.0000,53.0000,10.2100,16945.0000,99063.6667,0.1681,,94.7926,923.3000,1527.5000,4234.9000,0.0000,131609.0000,171.2000
200004.0000,0.4150,0.4302,-36.3830,35.6000,35.0000,13.6400,21022.0000,48184.6667,0.1821,,95.4898,900.6000,1528.2000,4242.2000,0.0000,131900.0000,171.3000
200005.0000,0.7337,0.7181,-28.0079,23.8000,22.0000,10.1200,4706.0000,57446.6667,0.1779,,95.6421,907.0000,1532.0000,4268.6000,0.0000,132118.0000,171.5000
