This file was created using the 202005 Bloomberg database.

Missing data are indicated by -99.99.



,WML
20060313    ,0.49
20060314    ,0.25
20060315    ,0.08
20060316   ,-0.20
20060317    ,0.25
20060320    ,0.27
20060321   ,-0.17
20060322   ,-0.06
20060323    ,0.12
20060324    ,0.29
20060327    ,0.11
20060328    ,0.35
20060329    ,0.50
20060330    ,0.53
20060331    ,0.40
20060403    ,0.56
20060404    ,0.21
20060405    ,0.18
20060406    ,0.46
20060407   ,-0.11
20060410    ,0.14
20060411    ,0.06
20060412   ,-0.17
20060413    ,0.03
20060414    ,0.02
20060417   ,-0.16
20060418    ,0.81
20060419    ,0.33
20060420   ,-0.30
20060421    ,0.06
20060424   ,-0.08
20060425   ,-0.02
20060426    ,0.10
20060427   ,-0.43
20060428   ,-0.12
20060501    ,0.08
20060502    ,0.50
20060503    ,0.30
20060504    ,0.08
20060505    ,0.32
20060508    ,0.60
20060509    ,0.05
20060510    ,0.26
20060511    ,0.03
20060512   ,-0.56
20060515   ,-1.91
20060516   ,-1.31
20060517   ,-0.12
20060518   ,-1.49
20060519    ,0.24
20060522   ,-2.29
20060523    ,0.42
20060524    ,0.33
20060525   ,-0.19
20060526    ,1.20
20060529    ,0.92
20060530   ,-0.27
20060531   ,-0.14
20060601   ,-0.28
20060602    ,0.46
20060605   ,-0.04
20060606   ,-1.08
20060607   ,-1.31
20060608   ,-1.43
20060609    ,0.54
20060612   ,-0.62
20060613   ,-1.91
20060614    ,0.18
20060615    ,1.78
20060616    ,0.90
20060619   ,-0.33
20060620   ,-0.12
20060621    ,0.29
20060622    ,0.58
20060623    ,0.33
20060626    ,0.54
20060627    ,0.12
20060628   ,-0.35
20060629    ,0.55
20060630    ,0.67
20060703    ,0.26
20060704   ,-0.04
20060705   ,-0.26
20060706   ,-0.22
20060707    ,0.08
20060710    ,0.08
20060711    ,0.16
20060712    ,0.31
20060713   ,-0.07
20060714   ,-0.35
20060717   ,-0.40
20060718   ,-0.38
20060719    ,0.32
20060720    ,0.44
20060721   ,-0.46
20060724   ,-0.30
20060725    ,0.53
20060726    ,0.19
20060727    ,0.36
20060728    ,0.32
20060731    ,0.44
20060801    ,0.06
20060802    ,0.03
20060803    ,0.12
20060804   ,-0.05
20060807   ,-0.07
20060808    ,0.22
20060809   ,-0.20
20060810    ,0.23
20060811    ,0.04
20060814   ,-0.32
20060815   ,-0.28
20060816    ,0.05
20060817    ,0.01
20060818   ,-0.20
20060821   ,-0.13
20060822    ,0.23
20060823   ,-0.03
20060824   ,-0.33
20060825    ,0.07
20060828    ,0.01
20060829    ,0.05
20060830   ,-0.17
20060831    ,0.26
20060901    ,0.42
20060904    ,0.10
20060905    ,0.11
20060906    ,0.10
20060907   ,-0.10
20060908   ,-0.05
20060911   ,-0.58
20060912   ,-0.31
20060913    ,0.20
20060914    ,0.20
20060915    ,0.22
20060918    ,0.14
20060919   ,-0.15
20060920   ,-0.05
20060921   ,-0.08
20060922   ,-0.09
20060925   ,-0.31
20060926    ,0.05
20060927    ,0.22
20060928    ,0.09
20060929    ,0.15
20061002    ,0.35
20061003   ,-0.37
20061004   ,-0.14
20061005    ,0.52
20061006    ,0.18
20061009    ,0.07
20061010    ,0.53
20061011   ,-0.14
20061012    ,0.14
20061013   ,-0.04
20061016   ,-0.12
20061017   ,-0.17
20061018    ,0.03
20061019    ,0.08
20061020    ,0.09
20061023    ,0.07
20061024    ,0.02
20061025    ,0.06
20061026   ,-0.06
20061027   ,-0.01
20061030   ,-0.22
20061031    ,0.26
20061101   ,-0.01
20061102    ,0.07
20061103    ,0.10
20061106    ,0.23
20061107    ,0.28
20061108    ,0.16
20061109    ,0.10
20061110    ,0.14
20061113    ,0.01
20061114    ,0.02
20061115    ,0.02
20061116    ,0.01
20061117    ,0.16
20061120    ,0.02
20061121    ,0.34
20061122    ,0.19
20061123    ,0.15
20061124    ,0.02
20061127   ,-0.05
20061128   ,-0.34
20061129    ,0.20
20061130    ,0.22
20061201    ,0.30
20061204    ,0.10
20061205    ,0.25
20061206    ,0.04
20061207   ,-0.06
20061208   ,-0.05
20061211    ,0.32
20061212    ,0.13
20061213    ,0.19
20061214    ,0.06
20061215    ,0.18
20061218    ,0.25
20061219    ,0.08
20061220    ,0.13
20061221    ,0.21
20061222    ,0.19
20061225    ,0.18
20061226   ,-0.08
20061227    ,0.04
20061228    ,0.24
20061229    ,0.27
20070101    ,0.01
20070102    ,0.06
20070103   ,-0.19
20070104   ,-0.33
20070105   ,-0.19
20070108    ,0.12
20070109    ,0.00
20070110   ,-0.28
20070111   ,-0.09
20070112    ,0.28
20070115    ,0.05
20070116    ,0.00
20070117   ,-0.11
20070118   ,-0.07
20070119   ,-0.12
20070122    ,0.45
20070123    ,0.12
20070124    ,0.17
20070125    ,0.05
20070126    ,0.06
20070129    ,0.23
20070130   ,-0.01
20070131    ,0.34
20070201    ,0.08
20070202    ,0.21
20070205   ,-0.24
20070206    ,0.43
20070207    ,0.26
20070208    ,0.19
20070209   ,-0.04
20070212    ,0.09
20070213   ,-0.05
20070214    ,0.07
20070215    ,0.13
20070216    ,0.09
20070219    ,0.08
20070220    ,0.32
20070221   ,-0.01
20070222   ,-0.01
20070223   ,-0.19
20070226    ,0.04
20070227   ,-0.32
20070228    ,0.11
20070301    ,0.02
20070302   ,-0.09
20070305   ,-0.64
20070306    ,0.50
20070307    ,0.41
20070308    ,0.46
20070309    ,0.10
20070312    ,0.28
20070313   ,-0.05
20070314   ,-0.27
20070315    ,0.53
20070316    ,0.32
20070319    ,0.34
20070320    ,0.01
20070321    ,0.11
20070322   ,-0.16
20070323    ,0.07
20070326    ,0.00
20070327    ,0.39
20070328   ,-0.26
20070329    ,0.03
20070330    ,0.04
20070402    ,0.23
20070403    ,0.30
20070404    ,0.17
20070405   ,-0.19
20070406   ,-0.02
20070409    ,0.18
20070410    ,0.15
20070411    ,0.06
20070412   ,-0.16
20070413   ,-0.17
20070416    ,0.15
20070417    ,0.04
20070418    ,0.13
20070419   ,-0.09
20070420    ,0.29
20070423    ,0.28
20070424   ,-0.22
20070425   ,-0.01
20070426    ,0.09
20070427    ,0.13
20070430    ,0.11
20070501   ,-0.13
20070502    ,0.01
20070503    ,0.02
20070504    ,0.09
20070507    ,0.34
20070508   ,-0.42
20070509    ,0.09
20070510    ,0.09
20070511   ,-0.01
20070514    ,0.45
20070515    ,0.09
20070516    ,0.30
20070517   ,-0.02
20070518   ,-0.14
20070521    ,0.22
20070522   ,-0.06
20070523   ,-0.19
20070524   ,-0.03
20070525   ,-0.17
20070528    ,0.19
20070529    ,0.04
20070530    ,0.03
20070531    ,0.79
20070601    ,0.49
20070604    ,0.12
20070605   ,-0.06
20070606   ,-0.19
20070607   ,-0.37
20070608   ,-0.12
20070611    ,0.25
20070612    ,0.09
20070613    ,0.00
20070614    ,0.18
20070615   ,-0.13
20070618    ,0.31
20070619    ,0.10
20070620    ,0.30
20070621    ,0.09
20070622    ,0.16
20070625   ,-0.20
20070626   ,-0.04
20070627   ,-0.42
20070628    ,0.04
20070629    ,0.29
20070702    ,0.36
20070703    ,0.45
20070704    ,0.45
20070705    ,0.22
20070706    ,0.05
20070709    ,0.23
20070710   ,-0.11
20070711    ,0.15
20070712    ,0.28
20070713    ,0.28
20070716    ,0.16
20070717    ,0.24
20070718   ,-0.10
20070719    ,0.17
20070720    ,0.35
20070723    ,0.35
20070724   ,-0.06
20070725   ,-0.40
20070726   ,-0.36
20070727   ,-0.35
20070730    ,0.50
20070731   ,-0.13
20070801   ,-0.32
20070802    ,0.19
20070803    ,0.37
20070806   ,-0.43
20070807   ,-0.63
20070808   ,-0.41
20070809   ,-1.02
20070810   ,-0.94
20070813    ,0.93
20070814    ,0.59
20070815   ,-0.63
20070816   ,-1.68
20070817   ,-1.41
20070820    ,1.50
20070821    ,0.51
20070822    ,0.84
20070823    ,0.71
20070824    ,0.48
20070827    ,0.28
20070828   ,-0.04
20070829    ,0.03
20070830    ,0.39
20070831    ,0.50
20070903    ,0.25
20070904   ,-0.25
20070905   ,-0.08
20070906    ,0.55
20070907    ,0.04
20070910   ,-0.09
20070911    ,0.41
20070912    ,0.22
20070913    ,0.53
20070914    ,0.43
20070917    ,0.33
20070918    ,0.51
20070919    ,0.21
20070920    ,0.61
20070921    ,0.77
20070924    ,0.65
20070925    ,0.43
20070926   ,-0.17
20070927   ,-0.42
20070928    ,0.20
20071001    ,0.26
20071002   ,-0.66
20071003   ,-0.62
20071004   ,-0.36
20071005    ,0.30
20071008    ,0.11
20071009   ,-0.11
20071010    ,0.44
20071011    ,0.82
20071012    ,0.17
20071015    ,0.42
20071016    ,0.69
20071017    ,0.54
20071018    ,0.08
20071019    ,0.01
20071022   ,-0.41
20071023    ,0.36
20071024    ,0.37
20071025    ,0.74
20071026    ,0.22
20071029    ,0.11
20071030   ,-0.38
20071031   ,-0.63
20071101    ,0.16
20071102    ,0.37
20071105   ,-0.24
20071106    ,0.84
20071107    ,0.68
20071108    ,0.62
20071109    ,0.35
20071112   ,-1.35
20071113   ,-0.61
20071114    ,0.11
20071115   ,-0.16
20071116    ,0.27
20071119   ,-0.26
20071120    ,0.39
20071121   ,-0.34
20071122   ,-0.68
20071123   ,-0.27
20071126    ,0.27
20071127   ,-0.86
20071128    ,0.09
20071129    ,0.11
20071130    ,0.17
20071203   ,-0.45
20071204    ,0.40
20071205    ,0.00
20071206   ,-0.27
20071207   ,-0.26
20071210   ,-0.53
20071211    ,0.14
20071212    ,0.27
20071213    ,0.40
20071214    ,0.12
20071217    ,0.39
20071218    ,0.13
20071219    ,0.40
20071220    ,0.19
20071221    ,0.47
20071224   ,-0.02
20071225   ,-0.04
20071226   ,-0.12
20071227    ,0.47
20071228    ,0.18
20071231    ,0.00
20080101    ,0.01
20080102   ,-0.18
20080103    ,0.13
20080104    ,0.77
20080107    ,0.22
20080108   ,-0.04
20080109   ,-0.03
20080110   ,-0.02
20080111   ,-0.53
20080114   ,-0.53
20080115    ,0.39
20080116   ,-0.60
20080117   ,-0.78
20080118    ,0.05
20080121   ,-0.56
20080122   ,-1.63
20080123   ,-0.27
20080124    ,0.09
20080125    ,0.34
20080128    ,0.34
20080129   ,-0.50
20080130   ,-0.24
20080131    ,0.29
20080201    ,0.19
20080204    ,0.02
20080205    ,0.66
20080206    ,0.69
20080207    ,0.51
20080208    ,0.57
20080211    ,0.50
20080212    ,0.11
20080213    ,0.08
20080214   ,-0.12
20080215    ,0.26
20080218   ,-0.42
20080219   ,-0.28
20080220    ,0.28
20080221   ,-0.57
20080222    ,0.21
20080225   ,-0.88
20080226   ,-0.44
20080227    ,0.12
20080228    ,0.17
20080229    ,0.81
20080303    ,0.71
20080304    ,0.46
20080305   ,-0.02
20080306    ,0.77
20080307    ,0.29
20080310    ,0.40
20080311   ,-0.74
20080312   ,-0.88
20080313    ,1.11
20080314    ,0.67
20080317    ,1.07
20080318   ,-1.11
20080319   ,-0.65
20080320   ,-1.16
20080321   ,-0.67
20080324   ,-0.25
20080325   ,-0.87
20080326    ,0.91
20080327    ,0.01
20080328    ,0.21
20080331    ,0.19
20080401   ,-1.70
20080402   ,-1.42
20080403    ,0.60
20080404    ,0.33
20080407    ,0.10
20080408    ,0.65
20080409    ,0.82
20080410    ,0.79
20080411   ,-0.27
20080414    ,0.68
20080415    ,0.27
20080416   ,-0.66
20080417   ,-0.57
20080418   ,-0.88
20080421    ,0.07
20080422    ,0.81
20080423    ,0.10
20080424   ,-0.24
20080425   ,-1.08
20080428   ,-1.17
20080429   ,-0.11
20080430    ,0.05
20080501    ,0.08
20080502   ,-0.87
20080505    ,0.22
20080506    ,0.55
20080507   ,-0.63
20080508    ,0.53
20080509    ,0.79
20080512    ,0.26
20080513    ,0.07
20080514    ,0.12
20080515   ,-0.59
20080516    ,0.01
20080519    ,0.22
20080520    ,0.32
20080521    ,1.32
20080522   ,-0.08
20080523   ,-0.19
20080526    ,0.50
20080527   ,-0.23
20080528    ,0.21
20080529    ,0.12
20080530   ,-0.28
20080602    ,0.59
20080603    ,0.44
20080604   ,-0.35
20080605   ,-0.24
20080606    ,1.11
20080609    ,1.16
20080610    ,0.21
20080611    ,0.55
20080612    ,0.06
20080613   ,-0.39
20080616    ,0.02
20080617    ,0.35
20080618    ,1.10
20080619    ,0.76
20080620    ,0.29
20080623    ,1.12
20080624    ,0.13
20080625   ,-0.78
20080626    ,1.04
20080627    ,0.78
20080630    ,0.92
20080701    ,0.63
20080702   ,-0.09
20080703   ,-0.98
20080704    ,0.16
20080707    ,0.09
20080708    ,0.16
20080709   ,-1.06
20080710    ,0.36
20080711    ,1.49
20080714    ,0.20
20080715    ,0.67
20080716   ,-1.08
20080717   ,-2.40
20080718   ,-1.89
20080721   ,-0.17
20080722    ,0.46
20080723   ,-2.35
20080724   ,-0.61
20080725    ,1.01
20080728    ,1.57
20080729    ,0.63
20080730    ,0.01
20080731    ,0.58
20080801   ,-0.24
20080804   ,-0.23
20080805   ,-3.26
20080806   ,-0.60
20080807    ,0.10
20080808   ,-1.17
20080811   ,-1.40
20080812   ,-0.35
20080813    ,1.86
20080814    ,0.60
20080815   ,-0.81
20080818    ,0.35
20080819    ,1.59
20080820    ,1.07
20080821    ,0.94
20080822   ,-0.78
20080825   ,-0.07
20080826    ,0.13
20080827    ,0.59
20080828   ,-0.76
20080829   ,-0.09
20080901    ,0.00
20080902   ,-1.37
20080903    ,0.08
20080904    ,0.56
20080905    ,0.59
20080908   ,-1.89
20080909   ,-0.44
20080910    ,0.48
20080911    ,1.00
20080912   ,-0.25
20080915    ,1.29
20080916    ,1.44
20080917    ,1.32
20080918    ,0.28
20080919   ,-3.99
20080922    ,0.22
20080923    ,0.89
20080924   ,-0.12
20080925   ,-0.10
20080926    ,0.64
20080929    ,2.45
20080930    ,0.89
20081001   ,-0.16
20081002    ,0.19
20081003   ,-0.31
20081006    ,2.70
20081007    ,1.69
20081008    ,0.94
20081009   ,-1.68
20081010    ,0.96
20081013   ,-0.63
20081014   ,-1.43
20081015    ,2.43
20081016    ,3.07
20081017    ,2.11
20081020   ,-0.95
20081021   ,-0.86
20081022    ,1.92
20081023    ,1.47
20081024    ,2.04
20081027    ,3.30
20081028    ,2.06
20081029   ,-3.11
20081030   ,-3.56
20081031   ,-0.12
20081103   ,-1.74
20081104   ,-2.54
20081105   ,-1.18
20081106    ,3.64
20081107    ,1.12
20081110   ,-1.17
20081111    ,2.05
20081112    ,1.78
20081113    ,1.32
20081114    ,0.43
20081117    ,0.70
20081118    ,1.87
20081119    ,2.23
20081120    ,2.30
20081121   ,-2.58
20081124   ,-2.41
20081125   ,-0.98
20081126   ,-0.43
20081127   ,-2.62
20081128   ,-0.51
20081201    ,1.39
20081202    ,1.05
20081203    ,0.80
20081204    ,0.61
20081205    ,0.68
20081208   ,-2.29
20081209   ,-1.04
20081210   ,-2.47
20081211   ,-0.50
20081212    ,2.12
20081215   ,-0.85
20081216   ,-0.19
20081217   ,-0.02
20081218   ,-0.25
20081219    ,0.03
20081222    ,0.61
20081223   ,-0.07
20081224    ,0.54
20081225   ,-0.22
20081226   ,-0.27
20081229   ,-0.78
20081230   ,-0.61
20081231   ,-0.16
20090101    ,0.00
20090102   ,-2.38
20090105   ,-2.77
20090106   ,-2.27
20090107   ,-1.43
20090108    ,1.46
20090109   ,-0.46
20090112    ,0.80
20090113    ,1.94
20090114    ,1.38
20090115    ,1.12
20090116   ,-0.34
20090119    ,1.57
20090120    ,2.21
20090121   ,-0.39
20090122    ,0.95
20090123    ,0.92
20090126   ,-0.30
20090127   ,-1.21
20090128   ,-2.66
20090129    ,0.52
20090130    ,0.85
20090202    ,1.85
20090203   ,-0.21
20090204   ,-2.06
20090205   ,-0.59
20090206   ,-1.86
20090209   ,-1.46
20090210    ,1.36
20090211    ,0.46
20090212    ,0.68
20090213    ,0.15
20090216    ,1.07
20090217    ,1.91
20090218    ,0.64
20090219   ,-0.14
20090220    ,1.47
20090223    ,1.05
20090224   ,-0.26
20090225   ,-1.36
20090226   ,-1.18
20090227    ,1.03
20090302    ,1.64
20090303   ,-0.01
20090304   ,-1.46
20090305    ,1.61
20090306    ,1.11
20090309    ,0.48
20090310   ,-2.73
20090311   ,-1.81
20090312   ,-0.66
20090313   ,-1.01
20090316   ,-1.54
20090317   ,-0.93
20090318   ,-0.89
20090319   ,-1.73
20090320    ,0.00
20090323   ,-3.17
20090324   ,-0.39
20090325    ,0.64
20090326   ,-1.62
20090327   ,-0.40
20090330    ,3.59
20090331   ,-0.96
20090401   ,-1.36
20090402   ,-4.92
20090403   ,-2.89
20090406   ,-1.17
20090407    ,1.65
20090408    ,0.15
20090409   ,-3.88
20090410   ,-0.61
20090413   ,-1.04
20090414   ,-2.36
20090415    ,0.46
20090416   ,-1.25
20090417   ,-2.14
20090420    ,2.05
20090421    ,0.58
20090422   ,-1.41
20090423   ,-0.32
20090424   ,-0.79
20090427    ,0.56
20090428    ,1.59
20090429   ,-1.67
20090430   ,-1.95
20090501   ,-1.12
20090504   ,-1.90
20090505   ,-1.24
20090506   ,-0.97
20090507   ,-1.40
20090508   ,-1.81
20090511    ,0.25
20090512    ,1.17
20090513    ,2.70
20090514    ,0.68
20090515   ,-0.94
20090518    ,0.03
20090519   ,-2.20
20090520   ,-0.95
20090521    ,0.74
20090522   ,-0.18
20090525   ,-0.26
20090526    ,0.25
20090527   ,-0.83
20090528   ,-0.21
20090529   ,-0.65
20090601   ,-1.99
20090602   ,-0.47
20090603    ,0.54
20090604    ,0.10
20090605   ,-1.06
20090608    ,0.53
20090609    ,0.07
20090610   ,-1.36
20090611   ,-1.06
20090612    ,0.11
20090615    ,1.24
20090616    ,1.15
20090617    ,1.48
20090618    ,0.44
20090619   ,-0.43
20090622    ,1.35
20090623    ,0.87
20090624   ,-0.36
20090625   ,-0.39
20090626    ,0.08
20090629    ,0.11
20090630   ,-0.29
20090701    ,0.27
20090702    ,0.37
20090703    ,0.28
20090706    ,0.89
20090707    ,0.36
20090708    ,0.89
20090709    ,0.03
20090710    ,0.30
20090713   ,-0.11
20090714   ,-0.91
20090715   ,-0.72
20090716   ,-0.28
20090717    ,0.16
20090720   ,-0.59
20090721   ,-0.22
20090722    ,0.16
20090723   ,-0.83
20090724   ,-0.35
20090727   ,-0.66
20090728    ,0.37
20090729   ,-0.15
20090730   ,-0.99
20090731   ,-0.50
20090803   ,-1.21
20090804   ,-0.24
20090805   ,-0.58
20090806   ,-0.59
20090807   ,-0.13
20090810   ,-0.44
20090811    ,0.74
20090812   ,-0.40
20090813   ,-0.76
20090814   ,-0.38
20090817    ,0.69
20090818   ,-0.19
20090819   ,-0.15
20090820   ,-0.29
20090821   ,-0.22
20090824   ,-1.06
20090825    ,0.04
20090826   ,-0.33
20090827    ,0.19
20090828   ,-0.73
20090831    ,0.25
20090901    ,0.35
20090902    ,0.67
20090903    ,0.26
20090904   ,-0.17
20090907   ,-0.25
20090908   ,-0.13
20090909   ,-0.10
20090910   ,-0.58
20090911   ,-0.23
20090914   ,-0.13
20090915   ,-0.45
20090916   ,-0.33
20090917   ,-0.18
20090918   ,-0.21
20090921    ,0.11
20090922    ,0.08
20090923   ,-0.13
20090924    ,0.18
20090925    ,0.19
20090928   ,-0.52
20090929   ,-0.01
20090930   ,-0.02
20091001   ,-0.31
20091002   ,-0.31
20091005   ,-0.21
20091006    ,0.79
20091007    ,0.74
20091008    ,0.56
20091009    ,0.28
20091012   ,-0.05
20091013    ,0.29
20091014    ,0.60
20091015    ,0.03
20091016   ,-0.08
20091019   ,-0.08
20091020   ,-0.34
20091021   ,-0.07
20091022   ,-0.14
20091023    ,0.38
20091026   ,-0.37
20091027   ,-0.64
20091028   ,-1.25
20091029    ,0.61
20091030    ,0.21
20091102   ,-0.50
20091103    ,0.08
20091104    ,0.91
20091105    ,0.06
20091106    ,0.71
20091109    ,0.94
20091110   ,-0.22
20091111    ,0.39
20091112    ,0.00
20091113   ,-0.08
20091116    ,0.43
20091117   ,-0.52
20091118    ,0.00
20091119   ,-0.50
20091120   ,-0.25
20091123    ,0.59
20091124   ,-0.15
20091125    ,0.21
20091126   ,-0.70
20091127   ,-0.36
20091130    ,0.71
20091201    ,0.71
20091202    ,0.42
20091203    ,0.21
20091204   ,-0.16
20091207    ,0.00
20091208   ,-0.37
20091209   ,-0.09
20091210   ,-0.05
20091211    ,0.40
20091214    ,0.60
20091215   ,-0.17
20091216    ,0.07
20091217   ,-0.38
20091218   ,-0.29
20091221   ,-0.08
20091222    ,0.13
20091223    ,0.13
20091224    ,0.28
20091225   ,-0.06
20091228    ,0.08
20091229    ,0.11
20091230    ,0.05
20091231    ,0.21
20100101    ,0.02
20100104    ,0.86
20100105    ,0.31
20100106    ,0.22
20100107    ,0.05
20100108    ,0.10
20100111   ,-0.05
20100112   ,-0.54
20100113    ,0.04
20100114    ,0.55
20100115   ,-0.22
20100118    ,0.11
20100119   ,-0.24
20100120   ,-0.69
20100121   ,-0.88
20100122   ,-0.60
20100125    ,0.05
20100126   ,-0.39
20100127   ,-0.59
20100128    ,0.34
20100129    ,0.00
20100201    ,0.21
20100202    ,1.01
20100203   ,-0.19
20100204   ,-1.90
20100205   ,-0.55
20100208   ,-0.55
20100209    ,0.98
20100210    ,0.36
20100211    ,0.60
20100212   ,-0.30
20100215    ,0.03
20100216    ,0.77
20100217    ,1.05
20100218   ,-0.03
20100219   ,-0.28
20100222    ,0.45
20100223   ,-0.58
20100224   ,-0.06
20100225   ,-0.68
20100226    ,0.25
20100301   ,-0.05
20100302    ,0.31
20100303    ,0.53
20100304    ,0.18
20100305    ,0.71
20100308    ,0.20
20100309    ,0.08
20100310    ,0.19
20100311   ,-0.04
20100312    ,0.23
20100315   ,-0.22
20100316    ,0.08
20100317    ,0.65
20100318   ,-0.28
20100319   ,-0.33
20100322    ,0.09
20100323    ,0.42
20100324   ,-0.07
20100325    ,0.07
20100326   ,-0.17
20100329    ,0.17
20100330   ,-0.01
20100331    ,0.01
20100401    ,0.41
20100402   ,-0.01
20100405    ,0.16
20100406    ,0.45
20100407   ,-0.16
20100408   ,-0.11
20100409   ,-0.01
20100412   ,-0.26
20100413   ,-0.36
20100414    ,0.35
20100415    ,0.06
20100416   ,-0.24
20100419   ,-0.29
20100420    ,0.18
20100421    ,0.18
20100422    ,0.32
20100423    ,0.23
20100426    ,0.51
20100427    ,0.39
20100428   ,-0.11
20100429   ,-0.02
20100430   ,-0.19
20100503    ,0.06
20100504   ,-0.51
20100505   ,-0.06
20100506   ,-0.44
20100507   ,-0.34
20100510    ,0.90
20100511   ,-0.13
20100512    ,0.42
20100513    ,0.74
20100514   ,-0.19
20100517   ,-1.00
20100518   ,-0.35
20100519   ,-0.87
20100520   ,-1.36
20100521    ,0.23
20100524    ,0.57
20100525   ,-1.04
20100526    ,1.37
20100527    ,0.48
20100528    ,0.47
20100531    ,0.20
20100601   ,-0.19
20100602    ,0.09
20100603    ,0.71
20100604    ,0.47
20100607   ,-0.34
20100608    ,0.55
20100609    ,0.05
20100610    ,0.55
20100611   ,-0.44
20100614    ,0.36
20100615   ,-0.12
20100616    ,0.10
20100617   ,-0.12
20100618   ,-0.09
20100621    ,0.35
20100622   ,-0.09
20100623   ,-0.04
20100624    ,0.10
20100625   ,-0.27
20100628    ,0.13
20100629   ,-0.36
20100630   ,-0.40
20100701   ,-0.79
20100702   ,-0.12
20100705   ,-0.08
20100706   ,-0.11
20100707   ,-0.59
20100708   ,-0.11
20100709    ,0.35
20100712    ,0.02
20100713   ,-0.06
20100714    ,0.46
20100715   ,-0.08
20100716    ,0.01
20100719   ,-0.11
20100720    ,0.00
20100721    ,0.46
20100722   ,-0.29
20100723    ,0.15
20100726   ,-0.30
20100727   ,-1.25
20100728   ,-0.27
20100729   ,-0.14
20100730    ,0.18
20100802   ,-0.59
20100803   ,-0.10
20100804   ,-0.08
20100805    ,0.06
20100806    ,0.10
20100809   ,-0.14
20100810    ,0.35
20100811    ,0.55
20100812    ,0.47
20100813    ,0.29
20100816    ,0.37
20100817   ,-0.38
20100818    ,0.29
20100819    ,0.22
20100820    ,0.26
20100823   ,-0.13
20100824    ,0.29
20100825    ,0.21
20100826    ,0.14
20100827   ,-0.15
20100830    ,0.09
20100831    ,0.26
20100901   ,-0.06
20100902   ,-0.11
20100903   ,-0.24
20100906   ,-0.14
20100907    ,0.43
20100908    ,0.13
20100909   ,-0.10
20100910    ,0.23
20100913   ,-0.23
20100914    ,0.29
20100915    ,0.15
20100916    ,0.13
20100917    ,0.41
20100920    ,0.15
20100921   ,-0.19
20100922    ,0.17
20100923    ,0.38
20100924   ,-0.05
20100927    ,0.01
20100928    ,0.10
20100929    ,0.08
20100930   ,-0.03
20101001    ,0.06
20101004    ,0.28
20101005   ,-0.36
20101006   ,-0.42
20101007   ,-0.34
20101008   ,-0.04
20101011    ,0.12
20101012    ,0.23
20101013   ,-0.02
20101014    ,0.03
20101015   ,-0.05
20101018   ,-0.43
20101019   ,-0.24
20101020    ,0.20
20101021    ,0.31
20101022    ,0.05
20101025    ,0.21
20101026    ,0.02
20101027    ,0.06
20101028    ,0.04
20101029    ,0.30
20101101    ,0.55
20101102   ,-0.06
20101103    ,0.18
20101104    ,0.13
20101105    ,0.53
20101108    ,0.44
20101109    ,0.04
20101110    ,0.13
20101111    ,0.27
20101112   ,-0.36
20101115    ,0.01
20101116   ,-0.09
20101117   ,-0.03
20101118    ,0.23
20101119    ,0.17
20101122    ,0.61
20101123    ,0.28
20101124    ,0.70
20101125    ,0.40
20101126    ,0.26
20101129    ,0.35
20101130    ,0.64
20101201    ,0.20
20101202    ,0.14
20101203   ,-0.09
20101206    ,0.39
20101207   ,-0.21
20101208   ,-0.55
20101209   ,-0.92
20101210    ,0.06
20101213    ,0.11
20101214   ,-0.17
20101215    ,0.15
20101216    ,0.05
20101217    ,0.34
20101220    ,0.10
20101221    ,0.07
20101222    ,0.08
20101223    ,0.03
20101224    ,0.05
20101227    ,0.13
20101228   ,-0.07
20101229   ,-0.04
20101230    ,0.14
20101231    ,0.23
20110103    ,0.03
20110104    ,0.04
20110105   ,-0.29
20110106   ,-0.07
20110107    ,0.34
20110110    ,0.46
20110111    ,0.33
20110112   ,-0.85
20110113   ,-0.93
20110114   ,-0.33
20110117   ,-0.03
20110118    ,0.00
20110119   ,-0.43
20110120   ,-1.40
20110121   ,-0.79
20110124   ,-0.21
20110125    ,0.31
20110126    ,0.97
20110127   ,-0.14
20110128   ,-0.10
20110131   ,-0.11
20110201    ,0.11
20110202   ,-0.19
20110203    ,0.49
20110204   ,-0.11
20110207    ,0.12
20110208   ,-0.16
20110209   ,-0.35
20110210    ,0.15
20110211    ,0.29
20110214    ,0.65
20110215   ,-0.20
20110216   ,-0.41
20110217   ,-0.36
20110218   ,-0.33
20110221    ,0.14
20110222   ,-0.12
20110223   ,-0.49
20110224   ,-0.45
20110225    ,0.44
20110228    ,0.72
20110301    ,0.62
20110302   ,-0.19
20110303    ,0.37
20110304    ,0.19
20110307    ,0.06
20110308   ,-0.09
20110309   ,-0.20
20110310   ,-0.75
20110311   ,-0.18
20110314   ,-1.47
20110315   ,-0.57
20110316    ,1.25
20110317    ,0.23
20110318    ,0.45
20110321    ,0.31
20110322    ,0.13
20110323    ,0.04
20110324   ,-0.06
20110325    ,0.09
20110328   ,-0.08
20110329    ,0.15
20110330    ,0.51
20110331    ,0.42
20110401   ,-0.20
20110404    ,0.37
20110405    ,0.10
20110406   ,-0.26
20110407   ,-0.29
20110408    ,0.16
20110411   ,-0.17
20110412   ,-0.21
20110413    ,0.16
20110414    ,0.22
20110415    ,0.26
20110418    ,0.19
20110419    ,0.25
20110420    ,0.41
20110421    ,0.23
20110422    ,0.03
20110425   ,-0.05
20110426    ,0.07
20110427   ,-0.01
20110428    ,0.05
