This file was created by CMPT_ME_BEME_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 E/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  E/P is is earnings before extraordinary at the last fiscal year end of the prior calendar 
year divided by ME at the end of December of the prior year.  Firms with negative or zero
E/P are not included in any portfolio.
198910  -5.19  -5.06  -6.89  -2.72  -1.84  -4.54
198911   0.94  -0.08  -0.23   2.49   2.02  -0.46
198912   0.18   0.42  -2.01   1.16   2.71   0.49
199001  -9.19  -7.95  -8.83  -7.32  -6.69  -7.47
199002   2.88   2.65   2.17   1.05   0.40   2.20
199003   4.57   3.52   2.51   3.12   2.44   0.19
199004  -2.80  -3.25  -4.40  -1.49  -2.35  -5.00
199005   8.09   5.70   4.88  11.45   8.39   7.27
199006   1.44   0.42  -1.23   0.67  -0.67  -2.43
199007  -4.23  -3.26  -5.23  -0.41  -0.97  -1.66
199008 -13.77 -13.09 -12.68  -7.94  -9.96 -11.01
199009  -9.57  -7.88 -10.16  -5.05  -3.75  -7.86
199010  -6.92  -3.70  -6.92   0.12  -0.85  -2.42
199011   8.61   5.92   6.94   5.75   6.43   7.12
199012   3.57   4.11   4.69   1.82   3.25   3.19
199101   9.41   7.53   8.24   3.50   4.81   6.41
199102  10.41   9.61  11.51   7.21   6.13   6.84
199103   7.47   5.53   5.12   3.26   1.74   1.85
199104  -0.57   0.48   2.44  -0.23  -0.41   0.84
199105   3.77   4.60   3.59   3.22   3.77   4.62
199106  -4.79  -3.52  -3.63  -4.14  -4.73  -5.17
199107   4.16   2.97   3.47   6.24   3.21   5.30
199108   4.13   2.93   3.35   3.01   1.73   2.88
199109   0.66  -0.46   0.31  -2.94  -0.92  -0.09
199110   1.95   1.76   0.84   1.59   0.87   2.43
199111  -4.99  -3.53  -4.01  -1.54  -4.93  -5.92
199112   8.87   8.24   7.15  13.59   9.39  11.32
199201   6.03   6.65   9.50  -2.56  -1.90   0.90
199202   1.00   3.15   4.24  -0.15   0.63   2.86
199203  -5.61  -2.28  -0.91  -3.27  -1.66  -1.87
199204  -3.53  -2.87  -2.05  -0.02   3.92   1.95
199205   0.32  -0.01   0.65   0.78  -0.09   0.63
199206  -5.26  -4.44  -2.77  -3.22  -1.38  -1.21
199207   3.30   3.62   3.20   4.24   4.61   4.33
199208  -3.11  -2.32  -1.52  -1.14  -1.83  -2.79
199209   1.84   1.92   1.98   0.71   1.28   2.45
199210   5.41   3.02   1.57   2.62   0.11   0.80
199211   9.11   6.92   6.44   3.59   2.65   3.63
199212   3.25   3.40   4.01   0.22   1.44   3.78
199301   1.75   3.88   4.93  -0.28  -0.51   2.05
199302  -5.04  -2.06   0.26  -0.96   0.58   2.68
199303   2.96   2.16   2.77   1.57   2.31   2.66
199304  -3.77  -3.41  -2.50  -4.45  -2.51  -2.72
199305   6.60   4.14   1.14   3.85   2.03   0.92
199306   0.83   0.53   0.50  -1.53   0.40   2.25
199307   0.58   1.04   2.06  -1.11  -1.17   1.01
199308   4.55   3.82   3.26   3.76   3.12   3.12
199309   3.53   1.75   2.54  -0.08  -0.77   0.15
199310   3.00   1.38   1.58   2.08   1.69  -2.05
199311  -2.85  -2.43  -3.41  -0.71  -1.53  -3.66
199312   3.61   4.70   2.37   0.89   1.65   1.40
199401   2.42   2.04   2.30   3.00   2.78   2.18
199402  -0.13   0.87  -0.84  -0.93  -3.15  -3.84
199403  -6.09  -4.61  -4.46  -4.45  -4.56  -4.06
199404   0.26   0.70   0.59   0.63   1.20   1.21
199405  -2.66  -1.56  -0.02   0.85   1.29   0.74
199406  -3.68  -2.57  -1.29  -3.60  -2.22  -2.72
199407   1.70   1.35   1.51   3.56   2.97   2.72
199408   7.63   4.38   3.94   4.93   3.44   2.78
199409   0.69  -0.16  -0.32  -1.55  -2.04  -5.25
199410   1.71  -0.01  -1.95   2.36   1.69   1.86
199411  -3.39  -3.41  -3.82  -4.06  -3.31  -4.35
199412   1.65   2.03   1.35   0.74   2.02   0.18
199501  -1.47   0.09   0.89   1.93   2.37   3.70
199502   4.02   3.38   3.93   3.13   3.55   4.93
199503   3.03   1.34   1.12   3.52   2.09   1.53
199504   1.95   2.39   2.10   1.38   2.54   3.42
199505   0.82   0.72   2.96   2.51   3.63   5.82
199506   7.43   3.67   3.35   3.95   1.38   2.36
199507   6.98   5.01   5.36   4.45   3.27   3.17
199508   1.73   1.48   3.80  -0.17  -0.26   3.10
199509   1.91   1.87   1.84   2.97   4.38   4.84
199510  -5.79  -3.84  -3.59  -0.92   0.48  -2.21
199511   3.95   2.86   3.23   4.52   3.84   4.67
199512   2.20   2.12   1.41  -0.21   2.12   1.79
199601  -0.82  -0.75   0.93   1.98   3.53   2.99
199602   4.84   2.06   2.61   2.12   0.75   1.32
199603   2.88   2.75   2.58   1.29   0.47   0.80
199604   9.03   3.67   3.33   2.86   1.27   0.19
199605   5.51   4.24   3.69   2.17   2.31   1.92
199606  -4.74  -2.06  -1.72  -1.12   0.47  -0.22
199607 -11.11  -5.67  -5.78  -5.99  -4.51  -3.10
199608   6.47   4.56   5.39   2.84   1.85   3.58
199609   4.82   3.16   3.07   6.04   5.04   4.29
199610  -3.19  -0.14   0.94   0.04   2.69   4.64
199611   2.76   3.82   5.90   6.34   7.60   8.01
199612   1.02   2.47   2.54  -1.76  -1.61  -2.44
199701   3.46   1.87   3.27   5.98   5.67   5.76
199702  -6.22   0.15   1.24  -0.99   0.71   2.07
199703  -6.07  -3.17  -3.06  -5.71  -3.41  -5.27
199704  -1.61   1.21  -0.21   6.31   5.00   4.53
199705  14.41   9.37   8.81   7.21   5.93   5.06
199706   4.90   5.23   6.54   3.81   3.75   4.67
199707   5.01   5.35   6.51   6.73   7.99   9.01
199708   3.36   3.56   2.41  -6.09  -4.46  -3.75
199709   7.29   7.64   8.57   4.68   5.01   6.68
199710  -5.14  -3.00  -2.52  -3.23  -3.75  -2.54
199711  -2.30  -0.32   0.51   4.17   4.58   3.18
199712  -1.13   1.76   2.97   0.56   2.00   4.48
199801  -1.41  -1.18  -1.35   2.09   0.88  -2.56
199802   8.35   7.17   7.27   7.85   6.70   7.77
199803   4.85   3.91   4.33   5.59   3.84   6.29
199804   1.35   0.87   2.06   1.58   0.74   0.51
199805  -7.07  -3.84  -3.23  -2.98  -1.95  -0.88
199806   1.16  -0.85  -0.46   6.42   2.86   1.02
199807  -8.23  -6.82  -6.98  -2.42   0.40  -3.48
199808 -22.55 -17.34 -16.81 -14.35 -14.72 -17.63
199809   8.68   3.68   2.43   6.20   6.95   2.21
199810   3.87   3.58   3.91   7.46   8.00   8.26
199811   7.20   5.20   4.33   6.47   5.86   5.11
199812   5.63   3.94   2.62   7.82   5.53   0.35
199901   2.76  -1.66  -0.11   4.94   0.84   1.98
199902  -9.59  -6.48  -8.33  -3.60  -4.31  -1.62
199903   0.42  -1.69  -3.39   4.28   1.07   4.57
199904   9.45   8.60   9.09   0.78   7.44   7.68
199905   1.44   2.18   3.65  -2.44  -0.93  -2.19
199906   7.87   5.32   4.20   7.05   3.70   1.50
199907  -1.20  -1.00  -0.36  -2.79  -4.17  -5.21
199908  -3.37  -3.33  -3.84   0.24  -4.06  -3.63
199909   0.37  -1.53  -2.21  -2.37  -3.71  -5.13
199910  -1.03  -1.79  -2.00   6.46   7.40   6.97
199911  11.48   3.18   3.39   3.97  -2.98  -1.70
199912  14.60   3.85   4.33   8.29  -0.27   4.21
200001  -0.27  -2.63  -4.78  -5.06  -3.96  -8.66
200002  18.82   6.07   4.57   0.71  -7.72  -6.53
200003  -8.24   1.93   2.20   9.51  10.60  15.85
200004 -10.89  -1.50  -0.91  -4.14  -1.25   1.32
200005  -7.28  -2.77  -2.72  -3.36   1.62  -1.62
200006  12.24   7.74   2.78   5.04  -6.80  -1.85
200007  -4.47   2.63   2.09  -3.01   5.36   4.83
200008   7.70   5.02   6.07   6.11   9.37   9.52
200009  -4.03   0.18  -0.92  -6.14   0.02   4.82
200010  -4.11  -0.67  -0.24  -1.65   1.26   1.21
200011 -11.70  -1.84  -1.31  -9.55  -3.12  -2.92
200012   6.47   7.71   9.64  -1.49   9.11  10.52
200101   9.43   4.42   4.74   3.68   0.52   1.20
200102  -7.20  -0.47   0.82 -10.66  -3.66   0.38
200103  -4.75  -0.75  -1.86  -7.80  -3.01  -1.29
200104   8.89   4.49   5.25   8.87   5.15   4.64
200105   5.35   3.84   3.98  -0.09   3.25   2.02
200106   4.79   5.22   4.36  -2.19  -1.48  -0.58
200107  -5.14  -2.49  -0.23  -1.23  -0.87   0.30
200108  -5.76  -0.73  -0.56  -7.15  -4.45  -5.84
200109 -14.60 -11.03 -13.71  -8.39  -6.74 -12.65
200110   8.08   3.85   4.51   3.22   0.31   1.93
200111   7.30   5.95   7.98   7.98   6.24   8.20
200112   7.95   6.02   5.90  -0.09   2.67   2.60
200201  -2.10   1.29   1.98  -1.12  -0.49  -0.99
200202  -5.60   0.18   1.29  -1.98  -2.08  -1.72
200203   9.38   7.69   8.59   2.71   4.80   7.83
200204  -0.22   3.95   5.61  -6.07  -5.71  -0.61
200205  -4.27  -3.34  -2.73  -1.80  -0.35   1.10
200206  -6.57  -2.04  -1.98  -7.06  -7.85  -5.95
200207 -15.91 -11.25 -13.40  -6.89  -7.52  -6.33
200208   0.21   0.55   1.12   0.00   0.72   1.60
200209  -7.51  -4.69  -5.64  -9.94 -10.49 -12.26
200210   5.04   1.71   1.20   9.59   7.26   3.79
200211   9.71   5.04   3.95   4.92   3.96   1.80
200212  -6.35  -2.25  -1.78  -6.95  -3.83  -0.08
200301  -2.24  -2.63  -1.97  -3.10  -2.71  -3.06
200302  -4.52  -3.20  -1.54  -1.39  -3.16  -1.64
200303   0.90   0.61   0.72   2.41   0.77  -1.31
200304   9.76   7.84   8.42   7.72   7.71   6.75
200305  11.34   6.54   7.60   4.08   4.84   9.38
200306   2.35   2.37   2.62   1.41   1.11  -0.14
200307   6.95   5.26   4.80   2.94   0.91  -0.12
200308   5.40   3.57   3.21   2.76   0.26   1.34
200309  -2.65  -1.57  -0.39  -2.05  -0.24   0.16
200310   8.37   7.98   8.45   5.40   4.84   6.98
200311   3.93   3.83   3.24   0.56   1.31   1.94
200312   1.91   1.69   3.18   4.45   4.46   4.36
200401   2.82   2.02   3.33   0.81   2.25   1.08
200402  -0.14   2.26   2.47   1.60   1.60   1.83
200403   0.58   1.59   1.45  -1.49  -1.23  -1.30
200404  -3.41  -2.15  -3.53  -0.14  -2.20  -2.77
200405   2.09   0.59   0.28   1.38   0.68   0.15
200406   4.87   5.11   4.47   1.71   1.13   2.37
200407  -8.05  -3.72  -3.95  -5.67  -2.56  -0.97
200408  -2.23   0.11   0.52  -1.29   0.82   2.00
200409   5.90   3.65   4.51   1.39   0.21   1.60
200410   2.42   2.23   1.56   1.78   0.67   1.50
200411   8.74   8.05   8.54   2.82   4.04   4.50
200412   3.66   1.80   2.95   3.20   3.76   2.88
200501  -3.77  -2.64  -2.41  -4.13  -1.20  -0.77
200502   2.47   1.13   2.16   1.06   1.06   4.77
200503  -1.98  -2.64  -1.69  -1.51  -0.83  -3.05
200504  -6.42  -5.01  -4.97  -1.78  -2.68  -1.55
200505   6.55   6.05   6.02   4.90   2.09   2.63
200506   2.94   3.63   4.76  -1.18   0.06   2.37
200507   7.10   5.56   5.90   5.53   3.20   2.49
200508  -1.51  -2.03  -2.55  -1.35  -1.47  -0.35
200509   0.45  -0.39   1.52   0.20   0.19   2.29
200510  -3.63  -1.13  -3.97  -0.53  -1.45  -3.00
200511   5.06   4.00   4.09   4.32   3.62   2.97
200512  -0.23  -0.80  -0.65  -0.27  -0.16   0.09
200601   8.20   7.77   8.40   3.47   0.79   4.19
200602  -1.12  -0.12  -1.85  -0.61   0.94  -1.04
200603   5.50   4.50   4.69   1.64   0.83   1.41
200604  -0.33   0.68   1.83  -0.21   0.80   2.90
200605  -5.96  -4.22  -4.81  -3.41  -2.35  -3.02
200606  -0.34   0.45   0.54   0.02  -0.60   1.00
200607  -4.75  -1.99  -2.87  -2.42   0.10   2.14
200608   3.24   2.09   1.76   3.48   2.94  -0.14
200609   1.18   1.63   1.02   2.00   3.38   1.20
200610   5.29   5.01   4.81   3.59   2.94   3.40
200611   2.81   2.12   3.49   1.65   1.20   2.65
200612   0.23   0.85   1.47   0.29   1.40   1.67
200701   1.80   1.04   2.14   2.81   1.55   0.60
200702   0.19  -0.74  -0.89  -1.63  -1.84  -2.57
200703   2.02   0.68   0.81   0.95   0.53   1.78
200704   2.02   1.52   2.05   4.18   4.61   3.74
200705   4.59   3.36   3.86   3.51   2.70   3.95
200706  -0.86  -0.67  -2.68  -1.66  -1.70  -2.12
200707  -4.72  -6.29  -7.78  -1.35  -2.78  -5.15
200708   1.64   2.88  -1.30   1.78   1.72   0.24
200709   2.42   0.37  -0.63   4.89   2.63   3.42
200710   3.34   1.39   0.39   4.61   1.88  -0.50
200711  -7.23  -5.82  -7.46  -4.57  -2.56  -6.54
200712   0.04  -1.85  -0.50  -0.85  -1.04  -0.30
200801  -8.49  -4.44  -2.99  -9.38  -5.11  -3.97
200802  -4.10  -4.50  -0.39  -3.79  -2.89  -3.25
200803  -0.47   1.55   0.20   0.35  -0.50  -2.47
200804   4.54   2.72   3.51   4.29   2.51   7.64
200805   5.51   3.13   6.55   3.39   1.88  -0.93
200806  -7.83  -9.85  -4.37  -8.11  -8.67  -8.98
200807   1.62   4.85   4.61  -0.96   0.09  -2.70
200808   5.13   3.85   5.06   1.19   1.43   0.66
200809  -9.89  -5.76  -4.91 -11.38  -8.92  -5.49
200810 -20.57 -17.21 -19.19 -16.09 -15.59 -18.38
200811 -11.30  -9.47 -13.26  -8.34  -6.67  -7.37
200812   5.10   3.09   6.97   0.91   1.54   1.04
200901  -8.74 -12.97 -15.48  -5.81  -7.57 -12.74
200902  -9.26 -11.11 -14.89  -6.73 -11.26 -13.97
200903   9.07   9.10  10.78   8.80   7.57   9.05
200904  16.02  14.97  20.11   7.26   9.38  11.78
200905   2.78   0.54   2.89   5.36   3.29   7.14
200906   5.01   1.25  -1.27   1.49  -0.03  -1.99
200907   7.32   9.74  11.61   6.34   7.34   9.26
200908   0.60   2.89   5.24   2.99   2.21   3.47
200909   3.66   5.68   7.10   3.57   3.22   5.48
200910  -4.92  -5.30  -6.12  -2.20  -1.56  -0.92
200911   2.06   1.97   3.04   5.41   5.58   5.83
200912   7.37   6.93   7.84   2.26   1.40   3.83
201001  -3.80  -3.30  -2.69  -3.47  -3.53  -4.09
201002   3.43   4.40   5.34   3.18   2.46   4.09
201003   6.94   7.46   7.17   6.26   4.90   6.86
201004   4.92   5.82   6.72  -0.04   1.49   2.78
201005  -6.13  -7.06  -8.27  -6.94  -8.13 -10.13
201006  -5.71  -7.14  -9.49  -4.53  -5.12  -7.33
201007   6.06   6.37   6.59   8.02   6.03   7.05
201008  -7.89  -6.99  -8.06  -6.08  -3.85  -3.89
201009  12.76  11.41  10.40  12.60   7.50   7.56
201010   3.90   4.32   4.72   5.25   2.53   4.42
201011   3.43   3.34   3.09   1.31  -0.58  -0.90
201012   7.55   6.04   6.32   6.17   5.84   6.04
201101  -0.15  -1.14   0.33   2.38   2.05   1.48
201102   4.54   5.32   3.98   2.96   3.41   2.53
201103   3.17   2.73   1.57   0.35  -0.21   1.09
201104   2.63   2.74   2.15   3.40   2.98   2.76
201105  -1.66  -0.90  -1.95  -1.77  -1.33  -0.23
201106  -1.86  -0.97  -0.72  -2.10  -1.65  -0.94
201107  -4.24  -3.67  -3.22  -2.71  -1.80  -2.12
201108  -9.03  -7.12  -8.18  -6.68  -5.10  -5.77
201109 -10.70  -9.39 -11.35  -8.54  -7.04  -6.48
201110  15.43  15.14  13.39  12.63  10.98   9.79
201111  -0.82   0.48  -1.17  -1.18   0.30  -0.89
201112  -0.59   1.22   0.76  -3.11   1.34   1.64
201201   6.76   5.47   6.20   6.95   4.29   3.72
201202   2.37   1.91   2.63   4.12   4.63   3.76
201203   2.62   2.08   1.98   2.64   2.95   2.90
201204  -0.78  -1.47  -2.52  -0.68  -0.41  -1.24
201205  -6.85  -5.27  -6.21  -8.41  -5.37  -6.50
201206   4.87   3.26   4.57   3.78   2.88   4.49
201207  -2.09  -1.04  -1.17  -0.60   2.18  -0.19
201208   3.88   2.55   3.33   2.80   1.65   2.83
201209   3.07   3.27   2.69   3.24   2.16   2.33
201210  -2.37  -0.87  -1.20  -3.04  -2.28  -0.20
201211  -0.50   0.75   1.64   2.22   0.85  -2.03
201212   2.78   2.60   2.92   1.19  -0.68   2.66
201301   5.63   5.85   7.12   5.80   4.62   6.24
201302   1.51   0.65   0.80   0.65   1.54   0.71
201303   4.85   4.41   4.51   4.16   3.62   3.76
201304  -1.62  -0.51  -0.66   0.81   1.43   2.52
201305   4.93   4.14   5.50   1.34   1.28   4.70
201306   0.07  -0.01  -1.03  -0.98  -1.57  -1.75
201307   6.42   6.46   7.61   5.81   4.39   6.11
201308  -2.09  -3.82  -3.11  -1.84  -3.49  -2.97
201309   6.42   5.95   5.91   5.06   2.93   2.09
201310   2.63   3.63   3.94   3.61   4.85   3.63
201311   3.95   4.21   5.54   1.78   2.68   3.55
201312   2.06   1.89   1.40   3.13   1.71   3.41
201401  -3.90  -4.04  -5.27  -1.93  -3.33  -5.66
201402   3.20   4.36   4.47   4.65   4.27   4.24
201403  -0.91   1.34   1.43  -2.03   1.07   2.72
201404  -4.43  -2.47  -2.32  -1.12   0.60   1.54
201405  -0.10   0.12   0.38   2.99   1.50   1.70
201406   5.61   4.90   4.04   2.19   1.09   2.87
201407  -6.47  -5.54  -5.69  -1.24  -2.62  -0.76
201408   3.86   4.49   4.23   4.97   3.72   3.67
201409  -4.49  -4.81  -5.86  -2.17  -1.10  -2.05
201410   6.74   6.93   6.32   2.04   3.08   1.25
201411   0.23  -0.55   0.48   2.74   2.59   2.58
201412   2.35   1.81   2.46  -1.30  -0.10  -0.26
201501  -4.24  -4.64  -4.82   0.08  -3.12  -4.76
201502   7.22   5.48   5.30   6.09   5.56   5.77
201503   1.83   1.80   1.87  -0.70  -1.70  -1.99
201504  -2.60  -1.50  -2.12   0.54  -0.36   2.01
201505   1.45   1.30   0.68   1.84   1.02   0.62
201506   1.84   1.62   0.77  -0.49  -2.24  -2.19
201507  -1.52  -1.91  -4.71   2.81   2.64  -1.68
201508  -6.06  -5.08  -3.55  -6.14  -6.21  -6.54
201509  -4.73  -2.49  -5.73  -3.37  -1.91  -3.93
201510   5.28   5.10   7.69   6.22   8.24   7.66
201511   3.30   2.89   2.46   0.78  -0.47   0.50
201512  -4.78  -4.87  -7.52  -1.03  -1.83  -3.90
201601  -7.70  -5.81  -8.40  -6.35  -3.65  -7.29
201602   1.33   1.03   1.20  -0.84   0.53  -1.31
201603   8.27   7.51   7.48   6.33   6.56   7.30
201604   1.11   1.36   2.99   0.63  -0.77   2.78
201605   1.54   0.96   0.53   1.91   1.55   0.71
201606   1.04   0.05  -1.38  -0.66   0.54  -1.71
201607   5.00   5.14   6.75   4.66   2.23   4.18
201608   1.39   2.50   1.83  -0.47  -1.06   2.38
201609   1.74  -0.64   0.72   0.31  -0.61  -0.22
201610  -4.83  -2.48  -3.94  -2.17  -2.58   0.47
201611  10.50  14.30  13.61   0.56   3.99   8.10
201612   1.91   4.47   4.67   1.22   1.55   3.10
201701   0.43  -1.22  -1.12   2.97   1.66   0.65
201702   1.51   1.24  -0.09   3.45   3.69   4.65
201703   0.25  -0.21  -0.73   0.97   0.11  -1.18
201704   1.20   1.81   2.01   2.23   1.39  -0.63
201705  -0.67  -2.72  -3.40   2.54   1.35  -0.33
201706   2.82   3.18   3.03  -0.73   0.87   2.02
201707   0.97   0.42   0.73   2.16   1.87   1.52
201708  -1.09  -2.91  -3.35  -0.14   0.47   0.29
201709   6.19   8.49   6.58   1.36   1.81   2.51
201710   0.83   0.87   0.87   2.80   1.56   3.41
201711   2.49   3.43   4.68   2.03   3.70   3.80
201712  -0.26  -1.15   0.60   0.10   0.97   1.52
201801   1.69   2.10   2.26   8.07   5.10   4.71
201802  -4.77  -4.32  -3.04  -3.03  -4.24  -3.11
201803   1.89   1.05   0.93  -1.20  -3.12  -4.05
201804   0.81   0.50   0.52   2.02  -1.30  -0.54
201805   6.24   5.63   5.24   3.12   2.19   0.94
201806   1.52   0.33   2.63   1.12   0.58  -0.79
201807   2.89   1.84   1.47   3.97   2.55   4.65
201808   4.07   2.22   1.28   4.46   3.04   2.07
201809  -1.31  -3.37  -2.45   1.13   0.05  -0.56
201810 -12.06  -8.41 -10.44  -9.90  -5.86  -4.15
201811   1.82   2.28   0.73   3.17   0.16   2.30
201812 -12.43 -11.66 -12.71  -8.28  -9.43 -10.57
201901  11.06   8.70  12.78   7.14   8.88   6.98
201902   5.70   3.89   3.94   3.66   3.79   1.14
201903  -2.25  -4.60  -3.73   3.44   1.12  -0.97
201904   3.46   4.82   4.73   4.53   4.06   4.36
201905  -8.62  -7.79 -10.17  -6.29  -7.58  -6.77
201906   8.45   7.49   6.58   6.49   7.59   6.57
201907   1.11   0.90  -1.15   0.04   2.35   2.80
201908  -4.98  -5.36  -8.35  -0.97  -1.72  -6.56
201909   1.46   5.04   5.54   0.11   2.02   5.21
201910   1.19   3.56   0.97   1.58   2.10   3.54
201911   2.44   2.42   3.81   3.10   3.76   3.98
201912   2.89   2.88   3.42   2.57   2.81   2.88
202001  -2.50  -5.33  -7.95   2.13  -0.65  -4.94
202002  -7.84  -9.60 -11.90  -6.84  -8.88 -11.25
202003 -18.22 -23.09 -31.09  -7.57 -13.90 -23.85
202004  13.68  11.68  19.25  13.31  13.01  12.24
202005   7.72   3.23   5.79   4.89   5.08   3.16
202006   3.46   2.30   3.64   2.39   1.40   1.11


  Equal Weight Average Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
195107   3.96   5.55   5.30   8.41   6.59   8.65
195108   6.03   5.00   4.13   3.02   4.50   4.09
195109   0.67   0.67   1.42   0.92   1.24   2.07
195110  -3.02  -0.98  -2.57  -3.10  -3.03  -2.88
195111   1.00   0.35  -0.38  -0.20   1.03  -0.19
195112   0.29   0.34   0.38   2.67   2.31   1.15
195201   1.45   1.00   0.52   2.31   0.71   2.09
195202  -4.87  -2.29  -1.23  -4.15  -3.64  -2.85
195203   0.25   0.15   1.92   2.10   3.15   4.69
195204  -4.98  -4.88  -5.14  -4.88  -5.59  -5.96
195205   0.31   2.14   1.17   2.09   2.52   1.51
195206   2.84   2.17   2.53   2.40   3.26   4.68
195207   0.33   0.48   0.65   0.37   1.73   1.23
195208  -0.24  -0.31  -0.16   0.07  -0.94  -1.28
195209  -1.49  -1.91  -1.38  -1.81  -2.00  -2.58
195210  -2.28  -2.34  -1.53  -1.19  -0.89  -1.36
195211   4.45   5.08   4.98   5.63   4.59   6.89
195212   1.77   1.07   1.33   1.62   1.68   1.21
195301   3.44   2.90   4.45  -0.08   0.51   1.45
195302   2.33   0.14   1.35   0.07  -0.30  -1.04
195303  -1.96  -2.56  -1.19   0.22  -1.56  -2.87
195304  -2.00  -2.02  -0.46  -2.91  -2.70  -2.15
195305   0.57   0.25   0.39   0.14  -0.45  -0.79
195306  -3.44  -4.47  -4.68  -2.64  -2.81  -4.05
195307  -0.01   1.45   1.88   2.52   2.51   0.96
195308  -5.19  -4.79  -5.90  -2.80  -3.90  -7.90
195309  -2.20  -1.99  -1.06   0.57  -0.20  -0.91
195310   1.13   2.79   4.01   3.10   4.24   6.32
195311   0.55   1.64   0.41   2.72   2.13   1.72
195312   1.11  -2.84  -2.65  -0.81   0.38  -1.77
195401   7.68   7.28   5.90   4.25   5.22   8.34
195402  -0.13   1.20   0.79   0.48   1.61   1.51
195403   2.77  -0.07   2.09   2.25   2.79   5.48
195404   4.29  -0.37   1.25   1.60   2.71   1.98
195405   1.87   2.55   4.89   2.67   2.84   4.11
195406   0.26   2.66   0.91   0.90   1.41   1.81
195407   6.39   5.20   9.21   5.79   5.92   8.82
195408  -1.52  -1.13  -1.44  -2.51  -2.99  -3.51
195409   5.00   4.26   3.64   3.08   5.12   6.59
195410   0.14  -1.53  -0.39  -2.51  -0.90   1.70
195411   8.07   7.84   9.98   7.42   8.04  11.32
195412  15.20   6.29  10.33   4.08   4.25   9.51
195501   0.44   1.66   2.26  -0.47   1.01   2.86
195502   7.75   3.73   5.82   3.22   2.88   4.35
195503   0.18  -0.78   0.36  -0.07  -1.29  -0.10
195504  -0.66   2.32   1.92   2.66   3.27   1.76
195505  -2.57  -0.23  -0.48   0.96   0.73   0.42
195506   3.19   0.50   4.60   2.63   3.76   5.73
195507   3.99   1.55   0.95   0.41   1.33   0.85
195508  -0.03  -1.12   0.16  -0.02   0.50   1.01
195509   0.88   1.06  -1.33  -2.02  -2.02  -1.15
195510  -3.41  -1.51  -0.44  -2.45  -1.73  -2.23
195511   5.24   4.68   3.54   5.44   3.81   8.15
195512   4.33   1.96   1.02   1.96   1.82   2.29
195601  -1.67  -0.61  -2.32  -3.39  -2.87  -3.49
195602   1.68   0.94   2.78   3.57   3.21   3.36
195603   4.57   3.35   3.80   6.90   4.89   6.48
195604   4.64  -0.66   0.70  -0.08  -0.32   1.76
195605  -5.35  -5.34  -3.83  -4.52  -3.26  -6.16
195606   1.22   0.95   1.40   2.72   3.30   3.19
195607   2.47   3.12   3.95   4.06   4.22   7.21
