This file was created by CMPT_VAR_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The total    return variance is measured over 60 days up to formation monthend requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
196502,   -0.76,    1.59,    2.54,    3.00,    5.06,   -0.88,   -0.56,    1.43,    1.92,    2.01,    3.15,    2.68,    3.70,    5.71,    4.36
196503,   -1.19,   -0.82,   -1.05,   -0.58,    0.58,   -1.47,   -0.61,   -0.69,   -1.05,   -1.28,   -0.75,   -0.07,   -1.25,    1.24,    0.02
196504,    3.21,    2.71,    4.33,    4.79,    4.62,    3.21,    3.19,    2.43,    3.29,    4.36,    4.31,    5.17,    4.39,    5.42,    3.56
196505,   -0.39,   -0.47,    0.12,   -0.91,   -1.39,    0.02,   -0.84,   -0.14,   -0.80,    0.29,   -0.07,   -1.47,   -0.09,   -0.50,   -2.23
196506,   -4.03,   -4.69,   -6.75,   -7.95,  -11.66,   -3.19,   -4.93,   -4.12,   -5.63,   -6.42,   -7.03,   -8.31,   -7.54,  -10.64,  -12.76
196507,    1.44,    0.86,    2.24,    3.51,    5.40,    0.44,    2.21,    0.56,    1.26,    2.44,    2.05,    3.88,    2.81,    6.71,    3.74
196508,    2.08,    2.47,    4.54,    6.03,    8.16,    1.04,    3.03,    1.07,    5.32,    3.88,    5.50,    6.02,    6.03,    8.82,    7.27
196509,    2.56,    3.01,    4.75,    4.15,    4.98,    2.60,    2.51,    2.80,    3.31,    5.05,    4.36,    4.48,    3.73,    5.69,    4.11
196510,    1.51,    2.76,    4.86,    5.81,    8.40,    1.45,    1.69,    2.18,    3.36,    4.36,    5.36,    5.71,    5.95,    9.05,    7.54
196511,   -1.47,   -0.10,    2.74,    4.10,    7.88,   -2.36,    0.29,    0.55,   -0.73,    1.10,    5.88,    2.63,    5.80,    6.13,   10.13
196512,   -0.11,    2.32,    2.36,    4.61,    3.39,   -0.94,    0.92,    3.08,    1.28,    1.78,    3.23,    4.08,    5.33,    3.13,    3.73
196601,   -0.74,    0.97,    3.88,    6.32,    5.35,   -1.06,   -0.21,    1.11,    0.75,    1.95,    5.64,    5.00,    7.78,    4.32,    6.88
196602,   -2.11,   -2.32,    1.22,    2.93,    5.77,   -2.81,   -0.71,   -2.75,   -1.58,    0.06,    2.18,    1.86,    3.95,    5.06,    6.57
196603,   -2.72,   -1.49,   -1.77,   -0.54,   -2.06,   -3.26,   -1.49,   -1.32,   -1.72,   -2.13,   -1.31,    0.18,   -1.44,   -2.62,   -1.55
196604,    1.79,    1.46,    2.63,    6.02,    4.85,    1.36,    2.74,    0.36,    3.17,    2.08,    3.55,    5.31,    7.03,    4.05,    5.70
196605,   -3.91,   -4.36,   -5.17,   -8.36,  -12.15,   -4.12,   -3.46,   -3.97,   -4.82,   -3.85,   -6.71,   -8.26,   -8.54,  -10.47,  -13.89
196606,   -2.18,   -0.94,   -0.75,   -0.17,    2.80,   -2.35,   -1.93,   -0.65,   -1.42,   -0.95,   -0.38,   -0.71,    0.41,    1.23,    4.21
196607,   -0.40,   -1.99,   -0.60,   -3.57,   -1.72,   -0.64,    0.02,   -0.66,   -2.87,   -0.16,   -0.97,   -3.33,   -3.81,   -1.56,   -1.82
196608,   -6.21,   -7.51,   -7.57,  -10.85,   -9.91,   -5.97,   -6.53,   -7.58,   -7.39,   -7.06,   -8.05,   -8.73,  -12.57,  -11.26,   -9.04
196609,    0.58,    0.15,   -1.79,   -1.67,   -5.59,    2.58,   -1.05,   -0.50,    1.07,   -2.46,   -1.00,   -1.92,   -1.35,   -4.48,   -6.37
196610,    5.75,    5.83,    5.36,    4.10,   -6.75,    7.37,    4.01,    6.70,    4.63,    5.66,    4.85,    4.50,    3.20,   -4.07,   -9.36
196611,   -1.46,    0.02,    1.60,    4.15,   16.89,   -0.74,   -1.97,   -3.37,    3.43,   -0.37,    4.25,    3.94,    4.43,   13.12,   19.72
196612,    0.74,   -0.27,    0.89,    1.76,    0.70,   -1.20,    2.43,   -0.89,    0.98,    2.03,   -0.46,    0.69,    3.46,    2.21,   -0.42
196701,    6.89,    6.83,    8.87,   12.39,   17.55,    7.70,    6.41,    7.47,    6.02,    9.19,    8.57,   12.26,   12.56,   15.21,   21.53
196702,    1.01,    0.03,    1.44,    1.61,    4.76,   -0.02,    2.21,   -0.66,    1.27,    1.46,    1.42,    2.98,   -0.30,    3.22,    6.30
196703,    3.36,    4.87,    5.66,    6.55,    5.07,    2.87,    4.08,    5.79,    3.30,    6.25,    5.03,    6.59,    6.49,    4.11,    6.00
196704,    3.95,    3.20,    5.62,    5.84,    4.95,    0.68,    7.50,    2.90,    3.60,    4.46,    7.15,    6.14,    5.42,    5.88,    4.02
196705,   -4.03,   -4.28,   -4.42,   -2.49,   -2.91,   -3.19,   -5.09,   -4.52,   -3.88,   -4.18,   -4.71,   -2.43,   -2.57,   -3.92,   -2.07
196706,    1.49,    1.14,    3.54,    6.24,   10.66,    1.69,    1.36,    0.99,    1.30,    4.78,    2.48,    5.90,    6.59,    8.33,   12.58
196707,    2.79,    6.36,    5.13,    7.69,    8.53,   -0.06,    4.73,    5.66,    7.11,    4.98,    5.34,    7.99,    7.33,    7.92,    9.10
196708,   -0.83,   -0.18,   -0.15,   -0.69,   -1.92,   -1.30,   -0.50,    0.11,   -0.85,   -0.50,    0.16,    0.15,   -1.87,   -2.33,   -1.52
196709,    3.20,    3.40,    2.98,    3.81,    5.28,    4.17,    2.02,    3.50,    3.21,    3.22,    2.77,    3.74,    3.92,    3.62,    6.95
196710,   -1.28,   -4.72,   -4.78,   -1.38,   -1.80,   -2.15,   -0.75,   -4.35,   -5.22,   -4.91,   -4.58,   -1.18,   -1.65,   -0.29,   -3.16
196711,    1.19,   -0.41,    0.39,    1.94,    0.55,    0.63,    1.65,   -0.62,   -0.09,    0.11,    0.66,    1.99,    1.86,    1.09,    0.08
196712,    2.64,    2.59,    2.31,    5.05,    9.02,    2.01,    3.13,    3.23,    1.92,    1.86,    2.70,    3.95,    6.40,    7.96,   10.25
196801,   -1.75,   -4.98,   -5.31,   -6.92,   -4.94,    0.13,   -3.63,   -3.68,   -6.20,   -6.28,   -4.35,   -4.70,   -8.98,   -7.09,   -3.19
196802,   -1.71,   -3.39,   -3.45,   -6.42,   -9.04,   -1.62,   -1.84,   -3.58,   -3.12,   -3.88,   -2.75,   -6.57,   -6.22,   -7.67,  -10.21
196803,    0.52,   -0.11,    1.37,    2.27,   -0.02,    0.26,    0.86,   -1.09,    0.95,   -0.50,    3.42,    3.22,    0.82,    1.56,   -1.50
196804,    6.45,   10.03,   10.78,   12.73,   17.12,    6.04,    7.34,   10.07,    9.95,   10.10,   11.83,   11.83,   13.96,   15.32,   18.50
196805,    1.30,    1.95,    3.24,    5.47,    7.43,    0.19,    2.13,    0.98,    3.46,    2.42,    4.23,    5.09,    5.96,    6.16,    8.76
196806,    2.00,    1.94,    0.24,   -0.16,   -2.24,    2.56,    1.55,    2.09,    1.70,   -0.22,    0.99,   -0.08,   -0.23,   -1.70,   -2.79
196807,   -0.20,   -3.08,   -2.71,   -6.57,   -4.68,    1.69,   -2.34,   -2.95,   -3.33,   -2.81,   -2.57,   -7.21,   -5.77,   -5.84,   -3.74
196808,    1.32,    1.56,    3.33,    2.05,    2.39,    1.15,    1.60,    0.95,    2.72,    3.33,    3.32,    1.73,    2.44,    1.03,    3.42
196809,    3.35,    3.21,    5.03,    7.23,    9.19,    3.18,    3.56,    2.69,    4.26,    4.64,    5.46,    7.30,    7.16,    6.80,   10.68
196810,    1.49,    1.08,    1.58,   -0.53,   -2.17,    2.84,    0.23,    0.07,    2.60,    1.42,    1.72,   -0.34,   -0.77,   -0.87,   -2.95
196811,    4.51,    5.96,    6.89,    7.79,    9.60,    5.74,    2.77,    5.05,    7.57,    7.39,    6.35,    7.62,    8.04,   10.01,    9.32
196812,   -4.57,   -2.80,   -3.41,   -2.10,   -1.19,   -4.71,   -4.25,   -2.33,   -3.38,   -3.28,   -3.59,   -2.51,   -1.68,   -3.07,    0.35
196901,   -0.87,    0.12,   -0.30,   -1.41,   -2.59,   -0.95,   -0.67,    0.27,   -0.06,   -0.23,   -0.37,   -0.91,   -1.86,   -3.63,   -1.71
196902,   -2.96,   -5.32,   -7.27,   -8.08,  -11.22,   -2.60,   -3.67,   -5.03,   -5.82,   -6.74,   -7.94,   -6.93,   -9.59,  -11.10,  -11.33
196903,    3.13,    3.92,    2.50,    2.81,    2.26,    2.36,    4.24,    4.64,    3.02,    2.85,    1.92,    2.82,    2.81,    2.18,    2.34
196904,    2.70,    1.13,    1.24,    1.50,    1.97,    2.49,    2.92,    1.32,    0.95,    1.61,    0.71,    2.18,    1.03,    2.51,    1.57
196905,    0.64,    0.54,   -0.36,    0.42,   -0.64,    0.32,    1.20,    0.48,    0.63,    0.60,   -1.36,    1.81,   -1.74,   -2.06,    0.69
196906,   -3.78,   -6.65,   -7.44,  -10.87,  -14.42,   -3.16,   -5.25,   -6.02,   -7.72,   -8.02,   -6.65,   -9.16,  -12.29,  -12.14,  -16.44
196907,   -5.25,   -5.70,   -7.17,   -8.99,  -11.37,   -5.02,   -5.94,   -4.85,   -6.67,   -7.77,   -6.45,   -8.33,   -9.82,  -10.83,  -11.80
196908,    3.52,    5.81,    5.65,    8.28,    8.18,    2.78,    4.62,    5.85,    5.77,    4.88,    6.31,    6.59,   10.00,    7.19,    9.14
196909,   -2.44,   -0.84,   -2.51,   -3.85,   -3.55,   -2.86,   -1.83,   -1.09,   -0.55,   -2.01,   -3.18,   -3.00,   -4.86,   -2.34,   -4.71
196910,    4.65,    6.42,    4.66,    7.42,    8.03,    4.54,    4.73,    6.87,    5.90,    4.70,    4.58,    6.19,    9.27,    7.09,    8.98
196911,   -2.72,   -2.84,   -3.65,   -4.27,   -6.50,   -2.32,   -3.76,   -3.81,   -1.91,   -3.09,   -4.35,   -4.56,   -4.01,   -5.76,   -7.21
196912,   -0.62,   -2.28,   -1.67,   -3.75,   -7.16,   -1.59,    0.94,   -2.54,   -1.96,   -2.24,   -0.86,   -2.94,   -4.53,   -6.20,   -8.02
197001,   -6.16,   -7.39,   -8.07,  -11.57,  -10.57,   -5.63,   -6.90,   -7.65,   -6.97,   -7.43,   -8.71,  -12.15,  -10.75,  -10.64,  -10.52
197002,    5.56,    6.05,    5.72,    7.80,    1.95,    6.39,    4.46,    5.20,    7.16,    5.25,    6.44,    7.90,    7.65,    3.11,    0.93
197003,    0.73,   -0.13,   -0.71,   -2.66,   -5.35,    1.58,   -0.14,   -0.65,    0.62,   -0.53,   -1.03,   -1.65,   -3.85,   -4.35,   -6.40
197004,   -8.46,   -8.07,  -12.64,  -13.88,  -20.47,   -7.71,   -9.37,   -7.73,   -8.50,  -11.23,  -14.72,  -12.41,  -15.91,  -18.48,  -22.46
197005,   -5.51,   -5.76,   -6.59,   -7.98,  -12.25,   -5.95,   -5.12,   -4.65,   -7.50,   -6.53,   -6.66,   -6.22,  -10.15,  -11.27,  -13.37
197006,   -3.57,   -3.72,   -6.25,   -9.76,  -12.14,   -4.62,   -2.13,   -3.87,   -3.40,   -6.03,   -6.63,   -8.12,  -12.53,  -12.18,  -12.09
197007,    9.09,    4.83,    9.33,    8.30,    4.61,    9.50,    8.74,    4.37,    5.71,   11.34,    6.79,    6.99,    9.97,    4.79,    4.42
197008,    4.47,    4.15,    4.98,    7.31,   10.09,    3.97,    4.92,    4.68,    3.36,    4.83,    5.20,    7.46,    7.09,   10.47,    9.54
197009,    0.95,    4.70,    6.80,    9.91,   17.76,    1.04,    0.76,    4.89,    4.39,    6.88,    6.71,    9.55,   10.30,   14.99,   20.93
197010,   -0.64,   -0.58,   -1.81,   -5.70,  -10.40,   -1.57,    0.73,   -0.43,   -0.80,   -0.87,   -3.20,   -4.36,   -7.11,   -8.97,  -12.11
197011,    6.23,    4.79,    4.17,    4.72,   -0.36,    6.13,    6.33,    4.76,    4.83,    3.94,    4.58,    4.92,    4.43,    1.53,   -2.43
197012,    5.70,    6.51,    6.21,    8.55,    5.59,    6.35,    5.08,    6.07,    7.16,    6.38,    5.96,    7.68,    9.77,    8.57,    2.93
197101,    3.31,    5.21,    8.09,   10.43,   13.73,    2.90,    4.50,    5.10,    5.33,    7.25,    9.17,    8.99,   12.55,   12.62,   14.97
197102,    1.02,    2.07,    2.88,    2.97,    3.76,    0.62,    1.97,    2.01,    2.12,    3.27,    2.43,    4.00,    1.59,    3.25,    4.33
197103,    4.12,    3.92,    4.88,    6.53,    6.27,    4.07,    4.27,    3.05,    5.08,    4.46,    5.42,    5.85,    7.38,    7.09,    5.28
197104,    2.65,    3.70,    5.35,    5.29,    3.43,    2.42,    3.37,    4.16,    2.95,    5.58,    5.08,    5.16,    5.50,    3.01,    3.86
197105,   -4.15,   -2.39,   -2.90,   -3.83,   -5.82,   -4.34,   -3.70,   -3.06,   -1.74,   -2.85,   -2.97,   -3.25,   -4.79,   -5.03,   -6.63
197106,    0.72,    0.86,    0.49,   -0.86,   -4.24,    0.05,    2.19,    1.32,    0.41,    1.79,   -1.10,   -0.48,   -1.26,   -4.51,   -3.94
197107,   -2.86,   -4.03,   -4.48,   -6.59,   -9.91,   -2.44,   -3.66,   -4.54,   -3.43,   -4.56,   -4.38,   -7.04,   -5.87,   -9.64,  -10.17
197108,    3.79,    3.35,    5.17,    6.95,    6.23,    3.54,    4.13,    2.21,    4.58,    4.53,    5.75,    6.55,    7.66,    6.77,    5.82
197109,    0.24,   -0.45,   -1.08,   -1.71,   -1.53,    0.29,    0.17,   -0.32,   -0.66,   -0.78,   -1.60,   -1.44,   -2.05,   -1.84,   -1.17
197110,   -1.98,   -3.96,   -5.59,   -7.18,   -7.65,   -1.36,   -2.94,   -3.36,   -4.98,   -5.08,   -6.71,   -7.33,   -6.99,   -6.05,   -9.63
197111,    0.41,    0.47,   -0.12,   -2.16,   -3.15,    0.24,    0.62,    0.93,   -0.19,   -0.07,   -0.20,   -3.02,   -0.96,   -1.46,   -4.95
197112,    8.25,    8.64,    9.57,   11.57,   13.09,    7.55,    8.93,    8.76,    8.37,    8.47,   11.04,   11.25,   12.11,   13.31,   12.85
197201,    0.98,    2.06,    4.64,    5.18,   10.48,    0.89,    1.08,    2.16,    1.80,    3.18,    6.91,    4.89,    5.64,    8.46,   13.08
197202,    2.30,    3.10,    4.10,    4.69,    3.90,    1.23,    3.62,    3.09,    3.11,    4.06,    4.15,    3.67,    5.84,    3.67,    4.19
197203,    1.34,    1.15,    0.23,   -0.59,   -0.83,    1.54,    1.12,    1.12,    1.20,   -0.73,    1.55,   -0.14,   -1.17,   -1.50,    0.04
197204,   -0.16,    1.79,    0.88,    1.75,   -0.99,   -0.16,   -0.15,    1.89,    1.68,    0.86,    0.92,    0.41,    3.16,   -0.49,   -1.51
197205,    2.15,    1.98,    1.07,    0.19,   -1.14,    1.96,    2.46,    2.38,    1.57,    1.58,    0.17,   -0.28,    0.69,   -0.76,   -1.50
197206,   -1.70,   -1.29,   -2.58,   -5.20,   -3.50,   -1.53,   -2.04,   -0.89,   -1.74,   -1.83,   -3.79,   -5.73,   -4.40,   -4.71,   -2.40
197207,    1.31,   -0.62,   -1.54,   -4.99,   -5.21,    1.18,    1.56,   -0.77,   -0.36,   -1.66,   -1.38,   -3.77,   -6.60,   -2.20,   -8.39
197208,    3.94,    3.70,    4.09,    3.41,   -0.13,    4.72,    3.12,    5.01,    2.51,    4.51,    3.47,    4.05,    2.59,    0.73,   -1.17
197209,    0.01,   -0.10,   -1.29,   -2.48,   -4.88,    0.43,   -0.35,    0.43,   -0.58,   -1.00,   -1.95,   -1.94,   -3.04,   -4.86,   -4.89
197210,    0.66,    2.34,    0.76,    0.01,   -2.38,    0.33,    0.96,    2.00,    2.82,    0.61,    0.90,   -0.70,    0.79,   -0.17,   -4.73
197211,    5.32,    3.67,    5.85,    5.86,    5.21,    6.26,    4.46,    3.99,    3.43,    5.93,    5.75,    6.26,    5.34,    5.72,    4.73
197212,    1.55,    2.05,   -0.01,   -1.34,   -2.59,    1.03,    2.09,    2.84,    1.01,   -0.85,    1.25,   -0.89,   -1.78,   -1.93,   -3.24
197301,   -0.63,   -2.30,   -4.86,   -6.54,  -10.34,    0.09,   -1.74,   -1.12,   -5.54,   -4.40,   -5.51,   -5.72,   -7.63,   -9.50,  -11.39
197302,   -3.02,   -4.37,   -5.02,   -7.21,  -10.20,   -2.93,   -3.18,   -4.05,   -4.73,   -4.29,   -6.12,   -8.32,   -5.97,   -9.55,  -10.92
197303,   -0.31,   -0.18,   -1.64,   -2.23,   -2.43,    0.26,   -1.09,   -0.01,   -0.46,   -1.71,   -1.53,   -1.05,   -4.25,   -1.43,   -3.58
197304,   -2.88,   -4.96,   -7.21,   -8.79,  -10.94,   -0.79,   -4.55,   -4.59,   -5.30,   -7.02,   -7.50,   -8.02,   -9.79,   -9.61,  -12.48
197305,   -1.71,   -0.93,   -3.73,   -3.14,  -10.22,   -1.41,   -1.98,   -1.29,   -0.55,   -3.32,   -4.29,   -1.63,   -5.87,   -7.97,  -12.74
197306,   -0.48,   -0.21,   -2.31,   -2.64,   -4.08,   -0.46,   -0.49,   -0.50,    0.11,   -1.19,   -4.07,   -1.32,   -4.48,   -3.43,   -4.73
197307,    1.51,    4.69,   10.19,   13.73,   17.35,    0.23,    2.31,    3.88,    6.09,    9.60,   10.79,   13.12,   14.62,   15.30,   20.13
197308,   -3.67,   -2.76,   -1.96,   -2.82,   -5.18,   -3.37,   -3.92,   -3.16,   -2.08,   -1.04,   -3.15,   -2.03,   -3.96,   -3.68,   -6.67
197309,    3.01,    5.34,    8.85,    8.53,   11.66,    5.58,    0.25,    4.47,    6.51,    8.65,    9.10,    7.88,    9.48,   12.49,   10.78
197310,   -0.54,    1.89,   -1.58,   -2.02,   -3.50,   -1.41,    0.86,    0.59,    3.22,   -0.23,   -3.44,   -1.22,   -3.17,   -2.70,   -4.30
197311,   -9.17,  -12.98,  -11.95,  -18.44,  -22.43,   -9.15,   -9.19,  -11.89,  -14.52,  -10.99,  -14.23,  -19.15,  -17.67,  -23.08,  -21.85
197312,    1.48,    1.67,    0.69,   -0.02,   -1.63,    1.16,    1.83,    0.76,    2.37,   -1.04,    2.96,   -0.15,    0.19,   -1.74,   -1.51
197401,   -0.63,   -0.29,    0.01,    4.40,   10.09,    0.75,   -2.02,    1.23,   -2.08,   -0.34,    0.68,    5.06,    3.66,    8.55,   11.78
197402,    0.20,   -0.13,    0.15,    0.46,   -0.23,    0.79,   -0.42,   -0.72,    1.05,   -0.11,    0.63,   -0.48,    1.99,    0.88,   -1.47
197403,   -2.58,   -1.42,   -2.51,   -2.72,   -3.57,   -2.80,   -2.42,   -0.86,   -2.61,   -3.62,   -0.92,   -1.82,   -3.77,   -4.53,   -2.00
197404,   -4.60,   -4.23,   -3.63,   -6.20,   -7.38,   -6.73,   -3.02,   -4.63,   -3.75,   -3.13,   -4.28,   -5.27,   -7.18,   -6.59,   -8.62
197405,   -3.30,   -3.01,   -4.03,   -4.98,  -10.38,   -3.25,   -3.38,   -3.50,   -2.45,   -4.32,   -3.72,   -4.48,   -5.63,  -10.79,   -9.86
197406,   -1.68,   -1.30,   -3.11,   -3.56,   -6.64,   -0.67,   -4.10,   -0.80,   -2.25,   -3.82,   -2.29,   -2.54,   -5.30,   -5.52,   -7.88
197407,   -7.78,   -7.73,   -6.27,   -5.77,   -7.31,   -8.97,   -6.25,   -6.65,   -9.05,   -5.45,   -7.42,   -6.91,   -4.20,   -6.88,   -7.98
197408,   -8.29,   -8.48,   -9.71,   -9.57,   -9.94,   -6.56,  -10.28,   -8.28,   -8.94,   -9.83,   -9.53,  -10.18,   -8.72,   -8.86,  -11.31
197409,   -7.85,  -12.54,  -11.77,  -12.42,  -13.08,   -6.65,   -9.54,  -12.20,  -13.14,  -12.65,  -10.33,  -11.35,  -13.55,  -11.94,  -14.41
197410,   13.09,   15.58,   19.77,   21.98,   21.99,   12.47,   14.06,   15.38,   15.81,   18.27,   22.17,   21.66,   22.44,   23.62,   19.42
197411,   -3.33,   -4.86,   -3.99,   -3.03,   -4.99,   -2.91,   -3.74,   -5.10,   -4.49,   -3.48,   -4.57,   -2.36,   -4.49,   -4.13,   -7.03
197412,    0.11,   -2.95,   -3.49,   -5.38,   -7.65,    0.39,   -0.16,   -3.77,   -1.53,   -2.03,   -4.80,   -5.92,   -4.81,   -5.60,  -12.43
197501,   12.90,   12.62,   13.76,   18.46,   25.15,   10.78,   15.27,   13.26,   11.77,   12.18,   15.41,   16.69,   20.95,   22.92,   30.12
197502,    3.51,    7.96,    7.40,    6.30,    6.22,    3.48,    3.56,    8.74,    6.50,    7.38,    7.41,    4.48,    8.83,    8.19,    3.10
197503,    1.17,    2.72,    4.92,    6.72,   11.44,    0.90,    1.52,    2.22,    3.64,    3.24,    6.89,    5.30,    8.40,   11.09,   12.00
197504,    3.71,    4.85,    6.05,    5.50,    5.09,    1.72,    5.88,    5.07,    4.71,    6.07,    6.02,    5.11,    6.09,    7.65,    1.42
197505,    5.75,    4.31,    6.23,    8.21,    8.63,    5.84,    5.67,    3.77,    5.15,    6.24,    6.21,    7.86,    8.70,    8.99,    8.04
197506,    4.38,    6.22,    5.08,    6.18,    6.84,    5.37,    3.28,    5.44,    7.33,    4.36,    6.10,    5.64,    6.98,    7.38,    6.08
197507,   -5.70,   -6.34,   -7.36,   -5.80,   -5.90,   -5.20,   -6.19,   -6.82,   -5.63,   -7.89,   -6.45,   -6.22,   -5.22,   -6.27,   -5.43
197508,   -2.27,   -0.98,   -3.57,   -3.61,   -6.65,   -2.29,   -2.24,   -0.37,   -1.93,   -3.12,   -4.23,   -2.72,   -4.67,   -6.59,   -6.72
197509,   -3.02,   -3.75,   -4.48,   -5.40,   -5.54,   -2.00,   -4.14,   -3.63,   -3.91,   -4.13,   -5.01,   -5.92,   -4.63,   -4.42,   -7.00
197510,    5.78,    6.55,    7.01,    3.78,    2.30,    5.44,    6.14,    6.75,    6.35,    7.46,    6.32,    5.52,    1.95,    3.38,    0.79
197511,    1.92,    4.36,    3.35,    3.85,    1.71,    2.17,    1.57,    5.06,    3.11,    3.65,    2.94,    4.62,    2.71,    1.98,    1.25
197512,   -0.56,   -1.83,   -1.77,   -1.09,   -0.11,    0.06,   -1.14,   -1.82,   -1.83,   -2.70,   -0.42,   -1.02,   -1.20,   -0.61,    0.56
197601,   10.77,   12.49,   15.71,   17.32,   19.36,    9.81,   12.13,   12.56,   12.41,   14.84,   16.57,   17.96,   16.58,   19.40,   19.31
197602,   -0.46,   -0.17,    1.62,    4.89,   11.44,   -0.62,   -0.23,   -1.35,    1.24,    0.95,    2.56,    3.73,    6.30,    9.72,   13.88
197603,    2.96,    2.25,    2.43,    2.07,    2.50,    2.58,    3.50,    3.17,    0.92,    2.32,    2.62,    2.03,    2.11,    3.33,    1.57
197604,   -0.44,   -0.95,   -2.37,   -2.79,   -3.00,    0.46,   -1.54,   -0.52,   -1.64,   -2.27,   -2.52,   -2.09,   -3.65,   -2.07,   -3.87
197605,   -1.02,   -0.94,   -0.24,   -0.74,   -2.74,   -0.95,   -1.13,   -1.05,   -0.76,   -0.93,    0.72,   -1.21,   -0.02,   -2.01,   -3.60
197606,    3.98,    4.38,    5.70,    6.66,    5.61,    4.10,    3.73,    4.03,    5.19,    4.80,    6.73,    5.82,    7.70,    6.21,    4.88
197607,    0.02,   -0.92,   -1.16,   -1.77,   -1.42,    0.27,   -0.36,   -1.35,   -0.21,   -1.02,   -1.35,   -2.09,   -1.26,   -0.65,   -2.41
197608,    1.03,   -1.15,    0.23,   -2.58,   -3.90,    1.29,    0.63,   -1.30,   -0.94,    0.34,    0.10,   -2.65,   -2.50,   -3.35,   -4.56
