This file was created by CMPT_ME_BEME_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 CF/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  CF/P is cashflow (earnings before extraordinary plus deferred tax income statement plus common equitys
 share of depreciation) at the last fiscal year end of the prior calendar year divided by ME at the end of December of the prior year.  Firms with negative or zero
CF/P are not included in any portfolio.
198908   2.22   2.78   2.67   0.65   1.36   3.01
198909   0.44   0.16   0.19   0.50  -1.33  -0.46
198910  -5.14  -5.58  -6.04  -1.47  -2.88  -3.74
198911   0.43   0.03   1.19   2.31   1.66   0.80
198912   0.01   0.17  -0.80   1.13   0.86   3.51
199001  -8.82  -8.64  -8.49  -7.15  -6.15  -7.96
199002   2.90   2.48   2.42   0.48   1.13   1.40
199003   4.68   3.13   3.49   2.87   2.26   1.08
199004  -3.41  -3.01  -4.18  -1.29  -2.47  -4.56
199005   7.66   6.09   6.11  11.41   9.15   6.26
199006   1.20   0.46  -0.97   1.76  -0.82  -2.86
199007  -4.12  -3.47  -4.49  -0.77  -1.13  -0.47
199008 -13.82 -12.74 -13.02  -9.01  -9.31  -9.97
199009  -9.58  -8.22  -9.25  -6.61  -3.82  -5.46
199010  -5.83  -5.20  -6.20  -0.70  -1.19   0.10
199011   8.65   6.33   5.76   8.19   5.39   4.89
199012   3.94   3.82   4.01   3.01   2.23   2.83
199101   9.95   6.96   8.43   4.95   4.35   4.36
199102  10.30  10.42  10.39   7.85   6.36   5.68
199103   7.02   5.86   4.66   3.79   2.16   0.45
199104  -0.54   0.91   2.00  -0.89   0.05   1.02
199105   3.44   4.71   3.71   4.38   2.83   4.52
199106  -4.61  -3.63  -4.13  -4.92  -4.31  -4.64
199107   4.16   2.87   3.24   6.32   3.21   4.74
199108   4.53   2.49   3.42   3.00   1.82   2.38
199109   0.62  -0.13  -0.11  -2.49  -0.60  -2.14
199110   2.52   1.57   0.84   1.51   0.80   3.01
199111  -4.43  -3.69  -4.96  -1.73  -4.67  -6.38
199112   9.93   7.08   7.00  14.17   9.89   8.10
199201   5.53   6.80  10.35  -2.48  -2.03   1.18
199202   1.28   2.93   4.65   0.16   0.64   2.33
199203  -5.27  -1.91  -1.71  -2.87  -2.45  -0.75
199204  -3.64  -3.01  -2.02  -0.62   3.84   4.01
199205   0.01   0.98  -0.08   0.77   0.21  -0.29
199206  -6.07  -3.63  -3.17  -3.06  -1.05  -2.48
199207   2.89   4.38   2.47   3.29   4.46   5.14
199208  -3.74  -1.55  -1.78  -1.52  -2.57  -1.27
199209   1.42   1.79   2.76   0.10   2.12   1.18
199210   5.35   2.19   2.27   1.92   0.74  -1.00
199211   9.48   6.55   6.43   4.33   3.28   1.28
199212   3.19   3.25   3.95  -0.31   1.39   3.65
199301   1.82   3.63   5.41  -0.73   0.30   1.68
199302  -6.16  -1.15   0.71  -1.42   0.54   4.07
199303   2.05   2.88   3.10   1.60   2.13   2.58
199304  -4.54  -2.46  -2.40  -4.12  -3.47  -1.58
199305   6.05   3.44   3.20   4.18   1.86   1.38
199306   0.78   0.95   0.05  -1.23  -0.20   2.62
199307   0.17   1.93   0.81  -2.01  -0.52   1.17
199308   3.89   4.04   3.96   3.55   3.09   3.53
199309   3.31   2.23   1.91   0.09  -0.70  -0.11
199310   2.31   1.85   2.33   2.62   0.75  -0.31
199311  -2.74  -3.24  -2.67  -0.03  -1.54  -4.51
199312   3.41   4.67   2.95   1.32   2.25   0.30
199401   2.81   1.73   3.07   1.84   3.75   2.40
199402   0.01   0.99  -1.07  -2.24  -2.02  -4.58
199403  -5.80  -4.68  -5.39  -4.90  -4.43  -4.02
199404  -0.04   1.11   0.33   0.83   1.32   0.77
199405  -3.09  -0.89  -1.06   1.52   1.34  -0.28
199406  -4.52  -1.68  -2.33  -3.22  -2.98  -1.59
199407   1.54   1.56   1.53   3.49   2.71   3.25
199408   7.99   3.98   3.53   4.90   3.83   1.82
199409   1.29  -0.57  -0.27  -1.31  -2.92  -3.80
199410   1.42  -0.40  -1.08   2.53   1.06   2.82
199411  -3.46  -3.58  -3.99  -2.69  -4.61  -4.00
199412   1.61   2.38   1.07   1.24   1.57  -0.07
199501  -1.08  -0.07   0.21   2.26   2.09   3.40
199502   3.89   3.54   3.78   3.34   4.00   3.84
199503   3.09   1.35   1.06   2.98   2.40   1.78
199504   1.37   2.94   2.44   0.82   2.81   3.74
199505   0.72   1.51   2.49   2.94   3.69   4.69
199506   7.50   4.06   2.86   3.62   2.07   1.67
199507   7.18   4.57   5.38   4.10   2.91   4.25
199508   1.58   2.62   2.91  -0.13   0.36   1.73
199509   2.57   1.04   1.57   4.07   4.32   3.28
199510  -5.11  -3.98  -4.60  -0.30  -0.24  -1.72
199511   3.17   3.52   3.39   4.99   3.22   4.73
199512   1.92   2.05   1.28  -0.32   2.48   1.86
199601  -0.57  -0.41   0.26   2.90   2.66   3.47
199602   4.48   2.32   2.62   1.79   0.62   1.74
199603   2.61   2.54   3.62   0.40   1.52   0.18
199604   7.81   5.04   4.05   2.19   1.50   0.66
199605   5.53   4.45   4.69   3.20   1.60   1.46
199606  -5.03  -3.04  -1.44  -0.72   0.61  -0.72
199607 -10.72  -5.62  -6.24  -6.04  -3.97  -4.26
199608   6.41   4.27   5.55   3.19   1.93   2.25
199609   4.78   2.95   3.04   6.20   5.27   3.26
199610  -3.43   0.18   1.01  -0.33   3.58   3.72
199611   2.45   5.31   3.45   6.57   7.72   7.38
199612   1.44   2.12   2.65  -2.32  -1.22  -1.70
199701   3.22   3.06   2.01   6.05   6.03   4.40
199702  -4.55   0.11  -0.51  -0.02   0.49   0.57
199703  -6.43  -2.81  -2.31  -5.85  -3.60  -3.97
199704  -1.64   1.56  -0.63   6.69   4.69   3.82
199705  13.46  10.05   8.46   7.50   5.58   4.98
199706   4.71   6.36   5.44   4.51   3.59   3.58
199707   5.31   5.31   5.52   8.91   7.50   5.00
199708   3.38   3.03   3.39  -6.21  -4.33  -2.12
199709   7.55   7.85   7.72   5.33   4.68   6.09
199710  -5.02  -2.55  -3.29  -3.19  -4.41  -1.58
199711  -1.49  -0.34  -0.78   3.78   4.01   5.31
199712  -0.53   2.38   1.23   1.01   2.28   3.48
199801  -1.29  -1.23  -1.19   2.97  -1.71   0.06
199802   8.49   6.79   7.18   8.01   7.77   4.30
199803   4.70   3.89   5.01   4.31   4.54   7.43
199804   1.36   0.97   2.12   1.81   1.55  -2.00
199805  -6.31  -3.77  -4.07  -2.91  -2.16  -0.19
199806   1.07  -1.32   0.32   7.11   1.24   0.52
199807  -7.48  -6.90  -8.04  -1.57  -0.99  -3.62
199808 -21.63 -17.46 -17.47 -15.73 -14.98 -11.68
199809   8.07   3.17   3.33   6.41   4.85   7.62
199810   3.46   3.80   3.73   8.09   8.54   4.58
199811   7.10   5.65   3.59   6.44   6.46   3.35
199812   5.15   3.77   3.06   8.13   3.77   2.55
199901   2.47  -1.14  -0.43   4.56   2.20  -1.38
199902  -8.94  -7.46  -8.32  -3.56  -4.28  -2.08
199903  -0.06  -2.68  -1.57   4.60   0.80   2.48
199904   8.58   9.13  10.35   0.59   8.20  10.00
199905   1.99   2.28   3.38  -2.63  -0.68  -0.96
199906   7.17   5.97   4.70   6.42   4.75   0.51
199907  -1.93  -0.22  -0.42  -3.14  -3.07  -3.37
199908  -3.24  -4.05  -3.13   0.57  -4.22  -3.61
199909  -0.29  -1.43  -2.15  -2.94  -2.65  -1.78
199910  -0.07  -1.44  -3.06   8.07   2.40   6.58
199911   9.26   4.10   3.73   3.26   0.20  -2.38
199912  12.53   5.12   4.85   8.27   1.43   2.02
200001  -1.01  -1.16  -5.12  -5.71  -2.70  -5.97
200002  19.41   6.22   4.35   1.89  -8.86  -6.76
200003  -7.63   1.92   2.68   9.14  12.28  10.28
200004 -10.27  -1.41  -1.00  -4.07  -1.50   1.87
200005  -6.40  -3.62  -2.42  -2.47  -1.51  -3.09
200006  11.66   8.61   2.08   4.99  -4.34  -5.90
200007  -4.61   2.85   1.27  -2.23   2.42   1.72
200008   7.73   5.33   5.85   6.95   6.82   6.42
200009  -3.40   0.17  -1.56  -6.34   2.97   1.67
200010  -3.73  -0.38  -1.44  -2.38   4.34   2.48
200011 -12.17  -1.68  -1.60  -9.30  -3.17  -2.68
200012   6.31   8.48   9.23  -0.17   6.17   9.06
200101  10.81   3.68   4.81   3.57   1.06   0.26
200102  -8.00  -0.09   1.00 -10.74  -2.23   2.86
200103  -4.47  -0.85  -1.61  -7.85  -1.65  -1.50
200104   8.34   4.29   5.85   8.97   3.98   6.18
200105   4.75   4.27   4.13   0.20   2.80   0.79
200106   5.82   5.17   2.70  -1.90  -2.23  -1.72
200107  -5.40  -2.55   0.09  -1.85  -1.01   2.06
200108  -5.28  -1.28  -0.28  -7.43  -3.71  -6.17
200109 -13.97 -11.26 -15.05  -8.46  -8.31  -7.78
200110   7.58   3.79   5.76   3.24   1.26  -3.48
200111   7.70   6.05   7.72   8.03   6.70   6.50
200112   7.05   6.06   6.75   0.54   2.03   2.82
200201  -1.63   0.84   2.53  -1.31  -0.27  -2.54
200202  -5.78   0.10   1.24  -2.21  -1.18  -2.55
200203   9.17   7.56   9.57   3.15   5.16   4.64
200204  -0.41   4.56   4.97  -6.27  -4.10  -6.59
200205  -4.81  -2.76  -3.13  -1.55  -0.29   0.24
200206  -6.19  -1.97  -2.40  -6.92  -8.20  -7.31
200207 -15.39 -11.37 -14.79  -6.29  -8.33  -9.42
200208   0.53   0.39   0.89   0.48   0.98  -0.85
200209  -8.09  -4.94  -5.84  -9.94 -11.55  -9.89
200210   6.18   1.86   0.52   8.83   7.84   6.21
200211   9.97   4.85   4.56   5.38   3.87   4.89
200212  -6.55  -2.57  -1.53  -7.28  -3.53  -0.86
200301  -1.37  -2.58  -3.08  -2.73  -2.62  -5.14
200302  -4.22  -2.49  -2.51  -1.17  -2.67  -4.17
200303   1.13   0.85   0.50   1.69   0.29   0.64
200304   9.59   8.32   8.02   8.55   7.04   7.03
200305  10.91   6.25   9.32   4.56   5.93   7.72
200306   2.45   1.97   3.06   1.27   1.20  -0.07
200307   7.20   5.48   4.05   2.17   2.61  -2.53
200308   5.26   3.80   3.95   1.28   2.49   2.32
200309  -2.44  -1.11  -1.58  -1.24  -1.49   0.43
200310   9.41   7.28   9.06   5.51   5.86   6.39
200311   3.65   3.73   3.43   0.58   1.22   2.31
200312   1.24   2.07   4.53   4.44   4.19   4.67
200401   4.10   2.42   2.19   1.56   1.42   0.54
200402  -0.31   2.26   2.49   1.29   1.83   1.38
200403   0.47   1.13   2.22  -1.40  -1.52  -0.93
200404  -4.56  -2.25  -2.50  -0.88  -2.30  -1.80
200405   1.88   0.84   0.07   1.17   1.68  -2.18
200406   4.14   5.54   5.10   1.07   1.49   3.74
200407  -8.18  -4.22  -4.01  -5.77  -2.84   0.66
200408  -1.85  -0.02  -0.51  -0.75   1.10   0.55
200409   5.18   4.29   4.99   1.17   0.02   3.38
200410   3.36   1.91   0.86   2.23   0.52   1.14
200411   7.91   7.96   9.74   2.34   4.10   5.94
200412   3.33   2.32   3.09   3.59   3.97   1.75
200501  -4.70  -2.74  -1.36  -3.51  -1.72  -1.03
200502   1.68   1.08   3.72   0.84   0.58   8.00
200503  -2.44  -1.67  -2.32  -1.55  -1.62  -2.04
200504  -6.44  -4.63  -6.05  -1.37  -2.57  -2.55
200505   6.74   5.68   6.26   4.34   2.70   2.40
200506   2.68   3.76   5.16  -1.29   0.42   2.87
200507   6.55   5.89   6.34   4.21   3.06   4.01
200508  -1.85  -1.90  -1.82  -1.47  -1.38   0.20
200509   0.28  -0.61   2.15  -0.17   0.17   3.95
200510  -2.88  -2.06  -3.98   0.01  -1.06  -5.80
200511   5.29   4.46   3.53   4.09   3.80   2.47
200512  -0.75  -0.35  -0.46  -0.59   0.40  -0.05
200601   7.44   8.27   9.26   2.11   1.05   6.73
200602  -0.82  -0.03  -2.31  -0.05   0.86  -1.99
200603   5.13   4.68   5.47   1.76   0.62   1.61
200604  -0.41   1.38   1.98  -0.43   2.07   2.26
200605  -5.75  -5.06  -4.29  -2.89  -2.69  -3.33
200606  -0.07  -0.31   1.12  -0.49  -0.49   1.93
200607  -4.39  -2.74  -2.41  -1.80   0.33   2.39
200608   3.14   2.31   1.29   4.02   1.87  -0.18
200609   1.00   1.83   0.92   2.59   2.99   0.41
200610   5.05   5.11   5.10   3.25   2.81   4.38
200611   2.68   2.07   3.88   1.44   1.02   3.76
200612   0.17   0.84   1.66   0.62   1.90   0.59
200701   1.83   1.05   2.56   2.15   1.63   0.81
200702  -0.10  -0.29  -0.71  -2.45  -1.90  -1.35
200703   1.24   1.17   1.42   0.93   0.36   2.78
200704   1.86   1.65   2.47   4.52   3.93   4.40
200705   4.31   4.02   3.79   3.25   2.65   4.92
200706  -0.62  -1.34  -1.44  -1.49  -2.29  -1.35
200707  -5.04  -5.98  -8.05  -1.84  -3.98  -3.07
200708   2.42   1.83  -2.01   1.78   2.20  -0.76
200709   2.33  -0.40   0.22   4.48   1.90   5.08
200710   2.34   1.62   1.53   4.58   0.29   1.52
200711  -6.95  -6.10  -8.15  -4.74  -3.45  -5.32
200712   0.00  -1.78  -0.27  -1.24  -2.36   2.44
200801  -7.30  -5.43  -4.41  -8.86  -3.34  -6.93
200802  -5.21  -3.15  -0.22  -3.86  -4.93   0.21
200803  -0.16   0.67   0.85  -0.02  -1.10  -1.36
200804   3.45   3.75   4.00   4.20   2.90   7.49
200805   4.42   3.83   7.41   3.14  -0.91   3.25
200806  -9.27  -9.37  -2.68  -8.99 -10.97  -4.91
200807   3.01   3.89   3.56   0.31  -0.29  -6.11
200808   4.02   4.97   4.78   1.14   1.17   1.09
200809  -8.89  -5.01  -8.14 -10.46  -8.31  -8.39
200810 -19.73 -17.24 -22.16 -15.63 -15.69 -19.43
200811 -10.86  -9.83 -15.19  -7.58  -7.30  -5.95
200812   4.14   3.43   8.40   1.35   1.29   1.19
200901 -10.02 -13.77 -12.48  -5.60  -9.37  -9.99
200902  -9.15 -12.56 -13.97  -7.87 -11.10 -13.20
200903   9.35   8.76  11.47   8.74   7.82   8.28
200904  15.47  16.11  20.61   7.42   9.64  12.13
200905   2.20   1.10   3.39   5.73   3.83   5.56
200906   4.68   0.38   0.17   1.28  -0.20  -2.19
200907   8.33   9.26  11.48   6.61   7.53   8.05
200908   0.30   3.44   4.88   2.64   3.01   1.36
200909   4.68   5.11   7.50   3.60   3.03   6.03
200910  -5.20  -5.50  -6.12  -1.98  -1.62  -1.32
200911   1.75   2.68   2.52   5.42   6.08   4.33
200912   7.81   7.13   7.67   1.53   1.80   4.60
201001  -3.75  -3.05  -2.85  -2.64  -4.00  -5.35
201002   3.78   4.70   5.48   2.66   3.15   3.24
201003   7.29   7.22   7.20   5.65   5.60   6.00
201004   4.77   5.35   7.65  -0.31   2.10   3.00
201005  -7.06  -6.47  -8.43  -7.42  -7.97  -9.78
201006  -5.85  -7.32  -9.74  -4.25  -5.67  -7.08
201007   5.85   6.56   7.55   7.24   6.13   8.19
201008  -6.87  -8.08  -7.41  -5.55  -4.36  -2.99
201009  13.14  11.47  10.46  11.57   7.82   7.73
201010   4.26   4.94   4.00   4.30   3.47   3.12
201011   3.39   3.82   3.28   0.39   0.10  -1.05
201012   8.11   6.13   6.33   7.44   5.07   6.67
201101  -0.44  -0.83   0.71   2.36   2.31   1.03
201102   4.56   4.73   4.66   3.11   3.04   3.60
201103   3.00   2.47   2.95   0.31  -0.35   2.11
201104   2.23   2.82   2.41   2.48   3.51   2.54
201105  -1.79  -2.19  -1.26  -1.21  -1.35  -1.08
201106  -1.81  -1.06  -0.55  -2.37  -1.45  -1.02
201107  -4.89  -2.73  -3.53  -1.43  -1.96  -3.11
201108  -9.92  -7.72  -8.00  -6.01  -4.96  -6.80
201109 -11.16  -9.87 -11.16  -7.31  -7.50  -6.30
201110  15.80  14.84  14.01  11.64  10.77  10.46
201111  -1.19  -0.06  -0.80  -1.86   0.25  -0.25
201112   0.17   0.43   0.99  -1.68   1.40   1.22
201201   7.01   5.93   5.69   8.66   4.03   1.76
201202   2.68   1.96   2.52   6.14   3.33   4.18
201203   2.65   2.33   1.61   4.40   3.01   0.88
201204  -1.01  -1.77  -2.33  -0.92  -0.81  -0.52
201205  -7.06  -5.81  -6.00  -7.13  -6.02  -6.17
201206   4.97   3.14   4.64   2.76   3.72   4.36
201207  -1.97  -1.72  -0.69   0.27   1.48   0.56
201208   4.14   2.51   3.05   2.49   1.91   2.43
201209   2.84   3.04   3.36   2.81   2.12   2.85
201210  -2.26  -1.68  -0.33  -2.68  -2.21   0.02
201211  -0.12   1.01   0.95   2.34   0.24  -2.22
201212   2.72   3.19   2.61   0.53  -0.12   2.63
201301   6.06   5.71   6.83   6.14   4.45   6.24
201302   1.57   0.72   0.46   1.26   1.25   0.60
201303   4.68   5.02   4.23   4.00   3.73   3.62
201304  -0.99  -0.93  -0.77   1.32   1.72   1.62
201305   4.60   4.72   5.33   2.12   1.79   3.64
201306   0.61  -0.77  -0.92  -1.11  -1.73  -1.53
201307   6.63   7.33   6.62   5.67   4.97   5.19
201308  -2.28  -3.17  -4.09  -2.34  -2.99  -3.68
201309   6.01   5.94   5.97   4.76   2.56   2.86
201310   2.33   4.14   3.92   3.81   4.64   4.19
201311   4.61   4.89   3.55   2.71   2.66   2.72
201312   1.73   1.82   2.15   2.64   2.28   2.94
201401  -3.17  -5.35  -4.15  -2.79  -3.64  -4.88
201402   3.35   4.17   4.63   4.51   4.10   4.75
201403  -0.79   1.23   1.87  -2.20   1.71   2.48
201404  -4.32  -3.35  -0.97  -1.19   0.76   1.65
201405  -0.42   0.42   0.44   2.55   1.85   1.27
201406   6.02   4.52   4.08   1.63   1.39   3.50
201407  -5.98  -5.63  -6.37  -1.53  -1.87  -1.48
201408   4.15   4.32   4.63   4.47   3.98   3.32
201409  -4.67  -4.90  -6.45  -1.45  -0.93  -3.19
201410   6.77   7.04   4.54   2.77   3.01   0.12
201411   0.42  -0.44  -0.01   2.38   3.64   0.72
201412   2.87   2.43   1.57  -0.78  -0.72   0.40
201501  -4.94  -4.42  -4.13  -0.98  -3.47  -4.50
201502   6.85   5.77   5.47   6.87   6.11   4.35
201503   1.87   1.88   1.46  -0.65  -2.01  -1.87
201504  -2.40  -2.09  -1.46  -0.23   0.75   1.87
201505   1.90   1.60   0.13   2.16   0.95  -0.08
201506   1.70   1.85  -0.91  -0.22  -2.32  -2.79
201507  -0.90  -1.99  -6.01   3.98   2.20  -2.20
201508  -6.76  -4.17  -4.27  -5.99  -6.54  -5.59
201509  -4.35  -2.96  -6.84  -2.95  -2.43  -3.30
201510   6.12   4.47   8.33   7.71   7.89   7.92
201511   4.10   2.98   1.51   0.92  -0.21  -0.30
201512  -4.86  -5.03  -7.68  -1.09  -1.85  -4.23
201601  -8.58  -6.07  -7.02  -6.66  -4.74  -4.49
201602   0.64   1.50   1.30  -1.36   0.29  -0.31
201603   7.72   7.54   8.48   5.85   6.59   8.18
201604   1.09   1.44   2.92   1.22  -0.47   2.02
201605   1.69   0.90  -0.12   2.12   1.55   0.75
201606   0.51  -0.49   0.28  -1.01  -0.41   1.52
201607   5.73   4.89   6.86   4.13   3.32   3.25
201608   2.01   2.46   1.03  -0.19   0.22   0.46
201609   1.61   0.17   0.11  -0.09  -0.82   0.74
201610  -4.45  -2.69  -4.98  -1.98  -1.60  -1.08
201611  10.57  13.69  13.21   0.33   7.20   5.23
201612   2.53   4.98   3.03   1.31   1.33   3.31
201701   0.57  -1.22  -0.93   3.49   0.62   1.28
201702   1.71   0.69  -0.09   3.67   3.81   4.06
201703   0.33  -0.11  -0.26   1.05  -0.76  -0.46
201704   1.70   1.40   1.96   2.25   0.88  -0.38
201705  -0.63  -2.78  -2.99   2.95  -0.25   0.67
201706   3.08   2.58   3.00  -0.86   2.38   0.29
201707   0.37   0.43   1.58   3.15   1.01   2.00
201708  -1.59  -2.66  -2.53   0.15  -0.14   1.05
201709   7.02   7.37   6.87   1.57   3.00   0.75
201710   0.87   0.66   1.00   3.38   1.71   2.47
201711   1.81   2.94   5.54   2.03   3.96   3.69
201712  -0.81  -0.54   1.04   0.50   1.42   0.83
201801   2.38   1.71   1.74   8.05   5.41   2.59
201802  -3.73  -4.33  -4.19  -3.09  -4.08  -3.79
201803   2.27   0.78   0.51  -1.96  -3.45  -2.38
201804   1.23   1.32  -0.25   1.68  -0.63  -1.27
201805   6.30   6.35   4.67   3.80   0.98   1.95
201806   0.82   1.04   2.76   1.29  -0.22  -0.26
201807   2.35   2.25   1.62   3.46   3.56   3.36
201808   4.53   2.11   1.62   4.19   3.15   1.05
201809  -2.06  -2.93  -1.93   0.65   0.14  -0.28
201810 -11.93  -9.22  -9.56  -9.42  -5.48  -4.72
201811   1.82   2.20   0.35   3.02   0.18   1.89
201812 -12.55 -11.78 -12.44  -8.29  -9.64 -11.44
201901  10.97   9.48  12.01   7.88   7.98   8.82
201902   6.08   4.29   3.29   3.56   3.25   1.78
201903  -3.03  -3.45  -3.85   3.09   0.53  -0.42
201904   4.15   4.22   4.20   4.67   4.32   3.24
201905  -7.92  -8.10 -10.65  -6.17  -7.81  -7.36
201906   7.53   7.65   7.09   6.28   7.53   7.57
201907   1.08   0.43  -1.07   1.53   1.11   1.85
201908  -4.81  -6.11  -8.19  -1.02  -2.06  -6.59
201909   1.20   5.45   5.23   0.48   2.31   4.71
201910   1.73   2.35   1.82   2.37   1.87   1.94
201911   2.33   2.58   3.45   3.98   3.14   2.93
201912   2.69   2.97   3.78   3.09   1.92   3.46
202001  -2.76  -4.96  -8.33   2.61  -2.32  -4.66
202002  -7.94  -9.89 -11.45  -7.17  -8.74 -11.81
202003 -18.14 -22.94 -31.72  -9.12 -14.18 -24.24
202004  13.10  11.82  21.06  14.14  11.05  14.77
202005   6.80   2.95   7.57   5.72   3.43   3.63
202006   3.96   2.13   3.21   3.90  -1.24   0.75


  Equal Weight Average Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
195107   3.10   6.00   5.39   7.38   7.00   9.24
195108   6.89   4.40   4.02   2.89   4.25   4.88
195109   0.24   0.83   1.56   0.95   1.29   2.22
195110  -1.98  -1.37  -2.67  -3.19  -2.75  -3.52
195111  -0.43   0.54  -0.11  -0.14   0.37   0.62
195112  -0.51   1.01   0.37   2.67   1.91   1.87
195201   1.23   1.11   0.58   1.54   0.88   2.93
195202  -3.83  -2.09  -2.40  -4.03  -3.38  -3.69
195203   0.55  -0.46   2.33   1.41   3.57   4.91
195204  -3.43  -5.81  -5.22  -4.76  -5.54  -6.75
195205   0.07   2.16   1.32   1.73   2.73   1.64
195206   2.73   1.81   2.95   2.50   3.29   4.63
195207   0.64   0.60   0.64   0.52   1.73   1.02
195208  -0.84   0.15  -0.43  -0.64  -0.06  -1.70
195209  -1.71  -1.41  -1.83  -2.10  -1.42  -3.20
195210  -2.97  -1.66  -1.91  -0.92  -1.43  -0.76
195211   5.75   3.61   5.58   5.32   5.40   5.52
195212   2.09   1.73   0.90   1.70   1.54   1.54
195301   4.42   2.71   4.52   0.14   0.53   0.84
195302   4.90   0.16   1.65  -0.32   0.03  -0.79
195303  -5.67  -1.79  -0.90  -0.68  -1.10  -1.81
195304  -1.29  -1.98  -0.57  -2.52  -3.27  -1.73
195305   1.19   0.60   0.08  -0.10  -0.51  -0.35
195306  -5.03  -3.69  -4.98  -3.02  -2.71  -3.19
195307   0.06   1.43   1.84   2.57   2.20   1.58
195308  -5.53  -3.86  -6.84  -3.47  -3.56  -7.33
195309  -2.07  -1.73  -0.99   0.63  -0.09  -1.06
195310   1.36   3.29   3.69   3.44   4.10   5.79
195311   3.99   0.28   0.48   2.48   2.27   1.89
195312  -0.12  -1.22  -3.60  -0.67  -0.36  -0.60
195401   6.02   5.97   7.26   4.27   5.11   8.16
195402   0.50   1.34   0.64   0.64   1.20   2.10
195403   1.75   1.01   1.62   3.09   2.06   5.12
195404   3.99   1.83  -0.23   1.98   2.39   1.98
195405   2.35   2.34   5.09   2.65   2.96   3.99
195406   0.08   2.68   1.02   1.53   1.12   1.29
195407   4.17   5.81   9.84   5.91   5.79   8.25
195408  -0.58  -2.29  -0.90  -3.07  -2.97  -2.58
195409   3.96   4.13   3.97   3.48   4.66   6.82
195410  -1.72  -1.78   0.33  -2.04  -1.38   1.40
195411   7.19   7.44  10.68   7.36   8.45  10.44
195412  11.91   9.17   9.82   3.46   3.96  10.39
195501   0.61   1.55   2.56  -0.51   1.16   2.60
195502   4.59   4.39   6.28   2.14   3.82   4.39
195503   0.95   0.42  -0.55  -0.19  -1.32   0.25
195504  -1.21   1.74   2.34   3.06   3.15   1.75
195505  -0.56  -1.01  -0.18   1.33   0.09   0.96
195506   3.18   2.79   3.40   2.78   3.38   6.15
195507   1.84   1.25   1.48   0.23   1.40   0.95
195508  -0.34   0.14  -0.15   0.86   0.12   0.41
195509  -1.19  -0.83   0.08  -2.30  -1.97  -0.79
195510  -1.98  -1.90  -1.10  -2.04  -2.05  -2.39
195511   5.62   3.39   3.98   5.53   4.30   7.22
195512   4.62   1.99   1.22   2.41   1.61   2.14
195601  -2.22  -0.24  -2.32  -4.02  -2.82  -2.49
195602   1.12   1.34   2.94   4.34   2.49   3.74
195603   2.23   3.90   4.55   6.81   4.76   7.13
195604   0.06   1.39   0.89  -0.30   0.00   1.49
195605  -5.94  -4.87  -3.97  -4.23  -3.47  -6.15
195606   0.97   1.47   1.17   3.52   2.72   3.25
195607   1.94   2.51   4.38   4.11   4.64   6.09
