This file was created by CMPT_ME_BEME_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 CF/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  CF/P is cashflow (earnings before extraordinary plus deferred tax income statement plus common equitys
 share of depreciation) at the last fiscal year end of the prior calendar year divided by ME at the end of December of the prior year.  Firms with negative or zero
CF/P are not included in any portfolio.
195903   3.84   0.68   2.96   0.65   0.17   2.10
195904   5.31   3.34   2.04   3.26   2.24   3.85
195905  -2.42   0.72   0.58   0.07   0.86   1.92
195906  -0.98   0.90   0.75   0.68  -0.39   0.51
195907   2.29   3.56   3.40   2.91   3.00   3.06
195908  -3.28  -1.80  -1.03  -2.69  -0.16  -2.97
195909  -7.51  -3.58  -4.61  -5.09  -4.51  -4.84
195910   3.31   1.39   1.63   3.05   1.98   2.23
195911   2.15   0.99   1.73   2.26   1.28   1.37
195912   4.94   2.56   1.46   2.00   1.22   1.14
196001  -5.86  -3.28  -4.72  -6.92  -4.87  -5.67
196002   6.70   0.15   1.40   1.91   0.96  -0.01
196003  -4.02  -2.31  -3.35  -1.21  -1.40  -3.23
196004  -1.09  -2.24  -2.36  -1.00  -1.10  -1.11
196005   4.28   1.93   1.91   5.25   2.38  -0.22
196006   2.20   1.41   2.86   1.45   2.95   2.02
196007  -4.61  -2.67  -1.47  -4.24  -1.33  -0.90
196008   2.86   1.78   3.43   1.94   2.96   4.26
196009  -7.96  -5.49  -6.31  -7.06  -5.54  -4.90
196010  -6.56  -2.50  -3.44  -2.79  -0.96  -1.38
196011   5.18   4.03   3.22   6.36   5.06   4.17
196012   6.39   2.77   2.99   4.25   4.79   4.79
196101   8.30   6.94  11.04   5.19   6.29   8.99
196102   8.01   5.86   7.08   4.92   4.68   4.14
196103   7.46   6.38   5.07   2.77   3.92   3.12
196104   3.24   0.22   1.57  -0.50  -0.13   1.97
196105   3.56   4.75   6.08   4.21   3.27   3.52
196106  -5.52  -4.02  -5.49  -3.70  -3.14  -3.49
196107   1.42   0.63   0.64   1.27   2.62   2.04
196108  -0.02   1.11   0.68   4.02   2.52   1.27
196109  -5.52  -3.71  -2.87  -2.17  -1.57  -4.36
196110   2.22   2.36   0.55   1.35   3.46   2.36
196111   8.70   6.40   3.49   3.66   3.97   2.93
196112  -0.99  -1.02   1.32  -1.97  -1.10   2.07
196201  -1.43  -0.65   1.52  -4.89  -2.86  -0.35
196202  -1.12   1.55   1.81   0.49   1.21   1.68
196203   0.53  -0.16  -0.56  -1.02   0.12  -1.84
196204  -9.12  -7.65  -6.72  -8.12  -5.15  -6.60
196205 -12.41  -9.84 -10.32 -11.16  -9.42  -7.95
196206 -10.55  -8.40  -7.14 -11.20  -7.16  -7.09
196207   8.44   6.03   5.80   6.97   4.71   4.92
196208   3.22   1.61   3.67   1.67   1.90   1.64
196209  -7.66  -6.65  -6.98  -6.31  -4.90  -5.26
196210  -6.50  -4.11  -2.48  -1.80  -0.37  -0.05
196211  15.61  12.21  13.09  13.67  10.89  11.40
196212  -3.26  -1.50  -1.22   0.32   0.53   0.21
196301   8.94   9.11   8.84   4.72   6.03   6.35
196302  -3.23  -1.88  -0.41  -3.33  -2.26  -1.83
196303   0.02   1.75   1.54   1.21   2.20   3.84
196304   2.31   2.83   3.57   3.93   3.67   5.46
196305   3.40   2.38   3.94   2.02   1.33   2.73
196306  -1.60  -2.29  -1.92  -1.31  -1.92  -1.93
196307  -0.34  -0.19  -1.24  -0.36  -1.41  -0.90
196308   3.12   4.11   3.40   5.81   4.45   5.74
196309  -1.63  -0.66  -1.10  -2.58  -1.95  -2.28
196310   0.36   1.07   1.62   1.91   0.91   3.64
196311  -4.02  -1.40  -1.62  -1.48  -1.12  -0.30
196312  -0.64  -0.38  -1.73   0.63   1.36   2.19
196401   4.34   3.02   5.30   1.29   0.58   3.10
196402   1.68   2.12   2.22   0.94   1.95   3.69
196403   1.97   2.39   4.60   0.63   2.89   5.44
196404  -1.22  -0.41  -0.69  -0.63   0.61  -0.87
196405   0.48  -0.05   0.15   1.04   0.35   2.07
196406   0.52   1.16   0.81   1.50   1.92   1.07
196407   1.32   2.61   4.04   2.34   2.37   2.12
196408   0.00  -0.51  -0.26  -1.70  -0.56  -0.69
196409   3.61   3.47   2.94   3.03   2.88   4.06
196410   1.01   1.72   3.32   1.17   0.97   1.59
196411  -1.35  -0.71  -0.77   0.55   0.20  -0.76
196412  -1.39  -0.78  -2.36   0.23  -0.70  -1.71
196501   8.51   7.33   7.61   5.54   4.43   5.62
196502   2.44   3.10   4.29   1.68   2.38   2.98
196503   0.99   1.34   2.22  -0.77  -1.02  -0.38
196504   3.44   5.56   4.27   2.55   3.12   3.55
196505   0.23  -0.65   0.06  -0.64  -1.21  -0.21
196506 -11.14  -9.06  -8.84  -6.12  -6.52  -7.98
196507   2.38   2.74   3.35   2.08   2.29   3.36
196508   6.07   4.23   3.22   3.76   3.44   3.40
196509   4.76   4.21   2.49   2.63   2.26   4.52
196510   7.80   5.74   6.84   2.30   3.25   5.86
196511   4.43   5.89   6.41   1.21   1.32   3.32
196512   6.16   4.96   5.02   1.13   2.44   2.81
196601   9.17   5.78   8.37   0.70   2.20   4.54
196602   6.93   3.06   4.29  -1.28  -1.36   0.49
196603   0.48  -1.64  -1.88  -1.21  -2.66  -1.47
196604   7.11   5.09   5.34   2.09   2.33   3.80
196605 -11.62  -9.66 -10.26  -4.62  -6.35  -8.18
196606  -0.13  -1.61   0.07  -1.45  -1.15   0.38
196607  -2.61  -1.85  -1.11  -1.14  -1.13  -2.05
196608 -11.33 -10.69 -10.84  -8.15  -8.76  -9.09
196609  -2.03  -1.87  -2.18  -1.16  -1.73  -1.99
196610  -5.25  -3.11  -2.32   2.74   3.79   2.21
196611   7.28   2.72   2.09   5.13   1.96   2.08
196612   2.69   1.66   0.53   1.30   2.39   1.23
196701  22.17  18.44  20.22   8.52  10.18  13.10
196702   8.40   3.78   4.29   1.25  -0.36  -0.65
196703   6.98   5.84   5.44   4.27   4.97   5.43
196704   4.96   3.65   4.60   5.23   2.84   2.91
196705  -0.34  -0.82  -0.57  -3.70  -3.33  -1.58
196706  14.32   9.87   8.73   2.14   2.63   3.61
196707   9.07   8.73  10.19   4.18   6.28   6.30
196708  -1.05   0.45   1.34  -1.08  -1.17   0.45
196709   8.37   7.31   7.00   3.38   1.95   3.08
196710   2.04  -2.36  -2.31  -3.61  -4.34  -4.53
196711  -1.06   0.25  -0.63   1.92  -0.78  -0.99
196712  12.58   8.14   8.85   2.27   4.33   5.13
196801   1.51   3.79   4.79  -5.15  -3.01  -1.10
196802  -8.65  -7.27  -4.91  -4.48  -3.92  -4.38
196803  -1.90  -2.13  -0.70   0.87  -0.78  -1.02
196804  17.44  14.68  16.14  10.72   8.56  11.53
196805  12.16   9.75  11.96   2.95   2.77   3.60
196806   0.10   0.92   2.28   0.48   3.00   0.57
196807  -5.03  -3.18  -1.49  -5.84  -3.38  -1.34
196808   3.75   3.64   4.18   0.92   1.34   2.20
196809   7.68   6.59   8.20   5.32   4.69   5.92
196810  -0.41   0.85   1.35  -0.07   1.41   1.84
196811   6.90   7.25   6.63   6.72   7.23   6.64
196812   3.16   0.55   0.05  -3.99  -3.01  -1.71
196901  -0.83  -1.05   0.26  -2.56   0.22  -0.74
196902 -11.39  -8.39  -8.37  -6.82  -6.60  -6.77
196903   2.43   1.05   2.23   2.65   0.79   1.77
196904  -0.37   0.03  -0.12   2.92   0.64  -0.08
196905   0.52   0.40   0.61  -0.50  -1.12   0.10
196906 -14.25 -11.99 -11.37  -7.77  -7.98  -8.89
196907 -12.45  -9.89  -8.45  -6.83  -6.99  -7.06
196908   5.69   4.14   3.42   8.61   4.16   2.30
196909  -2.82  -3.50  -2.08   0.50  -3.13  -3.50
196910  13.23   8.88   6.91   7.66   7.16   5.75
196911  -7.14  -5.64  -6.47  -3.16  -4.21  -5.34
196912  -9.59  -7.40  -7.25  -1.29  -2.31  -3.97
197001  -3.06  -2.48  -1.86  -9.12  -7.26  -6.81
197002   3.25   2.52   3.26   5.08   5.89   6.59
197003  -5.60  -1.36  -0.10  -3.58   0.27   0.60
197004 -22.00 -14.46 -12.12 -14.86 -12.11  -9.09
197005  -9.46 -10.13  -8.65 -11.22  -8.53  -5.94
197006 -11.19  -7.57  -6.14  -6.41  -5.54  -6.73
197007   5.65   5.49   5.13   6.06   7.99   8.59
197008   6.84   5.55   6.43   5.16   4.85   5.60
197009  20.01  12.88  12.43   9.25   4.45   3.83
197010  -9.63  -7.08  -5.59  -2.94  -3.16  -3.52
197011  -3.27  -0.06  -0.61   3.99   5.90   3.47
197012   7.32   9.74  10.06   6.45   8.34   8.72
197101  16.42  15.92  15.75   5.99   5.74   7.44
197102   7.11   4.21   4.48   2.91   0.41   1.25
197103   7.00   5.35   5.71   6.47   3.58   2.99
197104   2.52   2.56   2.22   3.76   2.53   3.71
197105  -6.32  -5.39  -6.17  -2.98  -4.33  -3.77
197106  -1.93  -2.40  -2.61   0.52   0.43  -2.30
197107  -7.32  -6.05  -5.41  -4.46  -4.33  -5.48
197108   3.69   4.09   4.08   5.74   3.82   4.51
197109  -0.14  -1.01  -0.23   0.72  -1.49  -2.73
197110  -7.38  -4.96  -5.99  -4.71  -4.31  -6.48
197111  -4.20  -4.46  -3.90  -1.10  -1.62  -2.17
197112  14.23  12.07  12.65  11.21   9.92  10.39
197201  14.56  10.71  11.88   2.96   1.95   3.82
197202   6.03   3.98   3.73   4.97   1.65   1.97
197203  -0.16   0.49  -0.51   0.50   0.85  -0.16
197204   0.10  -0.06   0.38   0.59  -0.28   0.19
197205  -2.76  -3.06  -2.69   1.83  -1.78  -0.44
197206  -3.79  -3.56  -3.42  -2.80  -2.60  -5.09
197207  -4.49  -3.32  -2.48  -2.09  -2.19  -1.80
197208  -1.18   1.28   0.75   0.34   4.53   5.34
197209  -4.41  -3.71  -3.74  -1.95  -2.55  -2.22
197210  -4.09  -1.37  -1.18  -0.79   0.65   1.48
197211   2.44   4.84   6.31   4.23   7.12   8.36
197212  -2.84  -2.56  -3.02   0.88  -1.71  -1.76
197301  -5.53  -4.21  -2.36  -6.73  -6.42  -3.67
197302  -9.98  -8.02  -6.88  -7.78  -5.44  -4.61
197303  -3.88  -3.62  -2.07  -3.64  -1.96  -0.95
197304  -9.91  -6.77  -5.97  -9.56  -5.56  -3.71
197305 -11.34  -9.17  -8.72  -6.00  -5.20  -4.00
197306  -4.62  -3.84  -3.49  -3.84  -3.55  -1.65
197307  17.94  12.43  10.43  12.53   5.84   4.67
197308  -4.79  -6.11  -5.53  -3.02  -2.57  -2.84
197309  10.54   7.54   6.98   8.22   9.84  10.97
197310  -1.01   0.54   0.41  -1.66  -0.24   0.15
197311 -22.34 -19.57 -17.27 -17.41 -14.93 -13.77
197312  -5.06  -4.62  -4.85  -0.96   2.02   3.83
197401  15.49  15.81  15.54   1.84   5.34   5.33
197402  -0.86   0.93   1.88  -1.93   0.99   1.66
197403   1.01   1.61   1.79  -1.73  -3.10  -2.55
197404  -6.86  -4.84  -3.94  -6.42  -7.21  -5.08
197405  -8.39  -7.06  -6.39  -6.44  -7.03  -7.41
197406  -3.52  -2.15  -2.24  -3.98  -4.13  -3.32
197407  -6.18  -4.78  -4.00  -8.19  -2.61  -3.69
197408  -8.91  -7.55  -7.70 -11.27  -9.51  -7.25
197409 -10.18  -8.06  -8.05 -11.45  -6.93  -8.77
197410  10.89   8.29   6.50  21.73  11.96   8.08
197411  -5.54  -6.16  -6.34  -3.25  -3.58  -4.77
197412  -9.64  -7.58  -9.60  -4.50  -3.51  -5.14
197501  33.54  30.46  33.54  17.15  21.59  25.00
197502   7.70   4.76   3.55   6.45   2.80   2.76
197503   9.47   8.82  10.86   4.80   4.28   7.07
197504   4.62   4.36   2.23   5.91   2.56   4.94
197505   9.33   7.54   7.74   5.80   5.81   3.64
197506   8.47   8.29   7.59   5.58   6.94   6.72
197507   0.26  -0.78   0.65  -6.99  -4.88  -5.15
197508  -5.10  -5.30  -5.98  -4.78  -2.73  -1.85
197509  -4.07  -3.45  -3.64  -5.37  -2.97  -4.83
197510   0.39   1.92   0.97   6.34   5.10   3.03
197511   1.06   2.12   2.32   2.80   2.99   3.99
197512  -1.22  -1.62  -0.55  -1.53  -0.45   0.18
197601  18.83  19.12  22.96  11.99  14.49  20.48
197602  11.40  11.37  14.26   0.16   2.25   6.12
197603   1.46   0.81   2.34   1.54   0.98   1.44
197604  -1.54  -0.77  -0.96  -1.78  -0.70  -1.63
197605  -2.12  -2.22  -2.98  -2.52  -1.31   0.14
197606   2.31   2.15   2.52   4.53   5.09   6.12
197607  -0.11   0.26   0.45  -0.91  -0.32  -0.90
197608  -3.73  -1.44  -1.28  -1.61  -0.29  -2.15
197609   1.49   1.81   1.60   1.36   2.41   3.98
197610  -3.61  -1.99  -2.32  -2.82  -2.16  -2.05
197611   2.50   2.22   2.42   1.24   2.28   3.14
197612  10.73   9.92  10.00   5.76   7.33   8.04
197701   3.56   4.26   4.79  -6.51  -1.69   0.65
197702  -0.95  -1.21   1.35  -2.89  -2.42  -2.09
197703   0.90   0.44   1.09  -1.06  -0.30   0.31
197704   1.00   1.01   1.86  -0.62   1.91   3.31
197705   0.12   0.25   0.53  -1.68  -1.00  -0.63
197706   5.56   5.43   5.59   5.59   4.07   5.00
197707   0.81   1.31   1.56  -1.01  -1.87  -2.74
197708   0.34  -0.81  -1.25  -0.55  -2.92  -3.25
197709   1.27   1.00   1.65  -0.68   0.00  -0.12
197710  -3.16  -1.79  -1.82  -4.28  -3.52  -3.60
197711   7.62   7.98   6.87   5.42   4.80   6.08
197712   2.17   1.72   2.53   0.09   0.02   0.39
197801  -1.17  -1.59  -0.33  -6.02  -5.03  -5.17
197802   1.98   3.13   3.28  -1.97  -1.08  -0.60
197803   7.11   6.70   6.91   5.21   3.43   4.44
197804   8.67   8.29   7.39   9.22   5.91   7.80
197805   8.18   7.51   7.60   2.93   2.02   3.69
197806   1.00  -0.07   1.03  -1.29  -0.73  -1.55
197807   5.61   4.98   5.07   5.56   4.44   7.36
197808  10.07   9.16  10.74   5.31   3.83   4.59
197809   0.63  -0.64   0.54  -2.33  -1.02  -1.52
197810 -22.75 -19.11 -19.47 -13.54 -12.43 -14.27
197811   6.64   4.77   3.93   3.02   2.79   2.81
197812   1.68   1.33   1.31   0.89   0.05   1.45
197901  10.44   9.58  10.09   5.69   5.94   6.10
197902  -2.55  -2.48  -1.62  -4.52  -3.43  -3.78
197903   9.72   7.59   7.70   6.64   6.19   8.99
197904   2.29   3.05   3.10   1.19  -0.61   1.63
197905  -1.92  -1.32  -1.04  -2.36  -1.22  -2.04
197906   6.27   4.95   3.99   3.80   6.20   5.10
197907   2.31   2.37   2.46   2.34   2.34   3.28
197908   7.87   7.42   7.24   6.96   4.99   6.42
197909   0.46  -1.25  -0.63  -1.35  -0.51  -0.69
197910 -10.38  -9.59 -10.48  -8.20  -8.53  -8.99
197911   7.97   6.15   5.15   7.04   5.88   5.91
197912   8.33   5.20   6.75   3.04   1.85   3.77
198001  12.57   8.22   9.80   4.01   4.45   7.23
198002  -0.71  -1.53  -1.85  -4.28  -3.81  -3.03
198003 -19.01 -15.73 -16.53 -10.36 -10.61 -13.55
198004   5.60   5.28   3.75   6.06   7.07   4.17
198005   7.35   6.46   7.22   6.91   6.70   7.54
198006   3.77   4.36   4.10   3.22   3.32   3.13
198007  12.10   9.09   8.46  11.89   5.25   6.87
198008  10.01   5.89   6.04   4.07   0.57   2.29
198009   5.33   3.37   4.42   4.65   1.39   2.05
198010   6.82   2.67   3.55   1.13   0.19   0.67
198011   9.90   3.72   3.27  11.04   4.52   7.17
198012  -4.67  -2.99  -2.90  -2.10  -0.44  -3.30
198101  -1.06   1.57   2.65  -4.35  -1.25  -1.71
198102  -0.73   1.31   1.07   1.83   1.47   1.50
198103   7.50   8.17   7.93   7.40   6.69   6.71
198104   3.70   4.15   4.28   0.49  -0.43   0.35
198105   3.89   2.54   2.59   2.05   1.18   0.35
198106  -3.07   1.89   1.50  -4.16   0.76  -0.11
198107  -3.57  -1.96  -1.82  -0.18  -2.04  -1.62
198108 -10.06  -6.24  -5.67  -7.74  -5.98  -5.33
198109 -11.39  -7.06  -6.43  -7.55  -5.61  -4.87
198110   9.61   6.62   5.40   9.41   6.13   3.89
198111  -0.33   3.46   3.30   2.63   3.58   4.02
198112  -2.94  -1.99  -0.72  -2.74  -2.62  -3.08
198201  -2.75  -1.32  -0.67  -4.83  -2.91  -2.29
198202  -6.13  -2.62  -1.95  -6.96  -4.27  -2.37
198203  -1.98  -0.39  -0.12  -2.91  -0.92  -0.01
198204   6.05   5.19   5.10   4.87   4.78   4.49
198205  -2.12  -1.70  -1.62  -4.70  -4.72  -4.27
198206  -4.86  -2.54  -1.25  -5.39  -1.39  -2.12
198207  -2.28  -1.13  -0.92  -1.78  -2.91  -4.02
198208   5.24   5.76   4.95  11.84  10.48  11.95
198209   2.11   3.70   4.95   2.25   3.07   0.64
198210  14.30  12.54  12.05  15.61  12.19  10.68
198211   9.50   9.26  10.58   7.89   4.19   3.47
198212   2.65   1.67   2.31  -0.08   1.08   1.24
198301  13.64   7.73   7.48   3.19   2.59   4.15
198302   4.37   5.13   7.11   3.51   2.97   2.74
198303   3.72   5.71   6.47   3.09   3.76   3.68
198304   8.01   7.85   8.05   5.28   6.44   6.14
198305  12.46   8.32   8.36   3.61   1.93   2.31
198306   5.95   3.77   3.49   4.37   2.09   1.86
198307  -4.13  -0.54   1.03  -5.08  -3.14  -1.46
198308  -5.61  -2.56  -1.42  -2.65  -1.12   1.68
198309  -0.40   1.85   0.92   2.50   3.01   2.14
198310  -8.32  -4.42  -3.55  -6.49  -1.68  -2.02
198311   3.87   3.98   2.67   6.22   3.41   0.75
198312  -3.15  -0.57  -1.07  -2.59  -0.87  -1.81
198401  -0.80   0.45   1.65  -6.45  -2.71   1.14
198402  -6.72  -5.77  -3.64  -6.12  -5.51  -4.13
198403  -0.74   0.94   2.13   0.72   2.18   0.36
198404  -2.48  -0.82  -0.60  -0.67  -0.25  -0.94
198405  -5.86  -3.57  -3.01  -6.45  -5.38  -3.57
198406   1.79   2.56   0.10   4.64   3.23   0.65
198407  -5.79  -2.88  -2.47  -4.04  -1.77  -2.11
198408  10.39   9.20   9.30  13.60  10.60  10.41
198409  -2.10   1.31   1.87  -3.29  -0.19   2.55
198410  -2.91  -0.57  -0.57  -2.03   0.53   1.01
198411  -5.08  -1.76  -1.07  -3.31  -0.67   0.31
198412   0.05   0.87   1.84   2.77   2.51   2.42
198501  14.46  12.85   8.99  12.33   9.21   6.20
198502   5.27   4.15   4.23   0.66   1.54   1.63
198503  -3.64  -0.86   0.13  -3.01  -0.11   2.02
198504  -2.50   0.26   0.03  -2.28  -0.48   0.32
198505   2.14   3.52   2.90   5.00   6.69   4.78
198506  -0.39   1.38   1.06   1.30   1.61   2.68
198507   2.59   1.95   1.56  -0.13  -0.36  -0.99
198508  -1.48  -0.72  -0.22  -1.68  -0.62   0.15
198509  -6.83  -4.54  -4.49  -4.79  -4.24  -4.98
198510   1.14   3.35   2.60   4.70   5.05   5.03
198511   5.67   5.63   5.92   7.94   6.89   4.84
198512   3.46   3.34   3.15   4.26   4.13   3.55
198601   3.63   2.45   3.52   1.38   1.22   1.81
198602   5.51   5.97   6.87   7.86   8.42   6.51
198603   3.37   5.01   6.72   5.60   5.88   4.47
198604   1.62   1.60   1.29   0.65  -0.89  -2.39
198605   3.42   3.52   2.71   5.94   5.39   3.86
198606  -0.78  -0.19   2.20   0.63   0.80   2.18
198607  -9.52  -7.57  -6.91  -8.33  -6.79  -2.43
198608   1.18   1.95   2.62   6.28   5.69   8.11
198609  -7.65  -5.76  -3.99  -8.72  -8.12  -6.95
198610   2.52   2.28   2.51   6.02   4.92   4.91
198611  -1.08  -0.12   0.26   0.79   0.77   0.05
198612  -3.79  -2.65  -3.38  -3.40  -3.21  -3.15
198701  11.19  10.81  10.97  14.30  11.69  10.89
198702   8.01   6.99   6.42   7.73   6.02   1.08
198703   2.60   2.13   3.50   0.88   1.04   0.53
198704  -3.11  -2.19  -2.87  -3.11  -2.85  -3.34
198705  -0.04   0.11   0.66   0.62   0.26  -0.91
198706   1.40   3.34   2.94   4.20   5.61   3.32
198707   2.56   3.26   3.37   5.09   4.02   2.75
198708   1.72   2.28   2.73   4.04   3.51   2.55
198709  -1.61  -1.22  -0.19  -3.11  -2.46  -1.60
198710 -30.85 -27.51 -27.27 -26.51 -24.71 -18.63
198711  -6.51  -4.91  -3.14  -7.15  -6.30  -5.83
198712   3.58   5.39   3.64  10.96   8.42   5.09
198801   7.08   6.31   6.57   2.14   6.01   6.92
198802   6.25   8.42   6.77   8.35   6.33   4.49
198803   5.03   4.62   4.61  -0.57  -0.58  -1.71
198804   2.21   1.55   1.76  -0.32  -0.44   0.72
198805  -2.39  -1.79  -1.61  -0.90  -0.56   1.37
198806   6.17   6.30   5.41   6.37   6.52   5.69
198807  -1.02  -0.14   1.10  -2.76  -1.73  -1.71
198808  -2.83  -1.78  -1.50  -3.34  -1.59  -2.19
198809   2.18   2.83   2.75   3.15   3.65   3.62
198810  -2.09  -0.86   0.45  -0.17   0.92   1.45
198811  -4.83  -3.07  -3.59  -2.33  -3.06  -2.46
198812   3.82   3.28   3.41   2.63   2.00   1.90
198901   5.14   4.68   5.94   6.18   5.45   6.26
198902   0.82   0.12   0.83  -1.26  -0.76  -1.08
198903   2.12   1.85   3.45   0.16   1.54   1.72
198904   3.63   3.25   3.56   5.57   4.59   4.07
198905   3.30   3.54   3.53   4.72   3.72   3.51
198906  -2.57  -0.76  -0.35  -1.89  -0.50   0.10
198907   3.08   3.11   3.30   7.92   6.83   6.11
198908   1.45   1.81   2.53   2.06   2.76   3.47
198909   0.08   0.40  -0.10  -0.02  -1.39  -1.35
198910  -4.22  -4.88  -5.63  -3.25  -3.98  -5.65
198911  -0.69  -0.48  -1.66   1.40   1.07   0.22
198912  -1.24  -0.15  -1.34   1.57   1.22   1.22
199001  -5.78  -6.62  -5.72  -6.92  -7.43  -8.76
199002   1.57   2.15   2.45   1.13   1.32   1.96
199003   3.10   2.85   2.97   3.50   1.54   1.29
199004  -2.21  -2.46  -2.62  -3.09  -4.53  -5.69
199005   6.12   4.99   3.06  10.27   8.90   6.57
199006   1.07   1.21  -0.60   0.24  -1.57  -2.27
199007  -3.25  -3.08  -3.73  -2.60  -1.89  -2.09
199008 -12.84 -12.29 -12.17 -10.35 -10.73 -10.44
199009  -8.46  -7.96  -8.53  -8.20  -6.40  -6.41
199010  -6.48  -5.73  -5.84  -3.04  -2.79  -2.28
199011   5.16   4.61   3.25   9.65   8.99   7.12
199012   0.24   1.22   1.72   4.50   3.72   4.25
199101   8.82   9.41   9.67   6.76   5.98   7.01
199102  13.49  12.41  12.65   9.14   7.59   6.63
199103   8.88   7.30   7.29   3.35   3.18   2.00
199104   2.18   1.98   2.31  -1.07   1.35   1.23
199105   3.06   2.73   3.05   4.44   4.14   4.23
199106  -3.83  -3.69  -3.33  -5.21  -4.48  -4.21
199107   2.99   1.82   4.60   5.27   4.02   4.60
199108   3.70   2.47   2.24   2.42   2.66   2.94
199109   1.87   0.08  -0.01  -1.61  -0.43  -1.84
199110   2.79   2.68   1.36   1.54   0.84   2.40
199111  -2.39  -2.22  -3.14  -3.00  -4.16  -6.29
199112   5.10   4.46   3.69  12.36   9.80   8.44
199201  12.01  10.84  15.24   0.80   0.27   4.27
199202   3.50   3.79   6.70   0.61   2.47   3.34
199203  -2.89  -1.75  -0.48  -3.35  -2.19  -1.95
199204  -5.39  -3.13  -3.63  -1.93   2.21   2.14
199205  -0.16   0.41  -0.09   0.58   0.64   0.56
199206  -6.08  -4.46  -3.93  -2.58  -1.80  -2.84
199207   1.70   2.23   2.57   4.16   4.10   4.95
199208  -3.05  -1.45  -1.71  -1.68  -2.54  -1.70
199209   0.74   1.57   2.23   1.74   1.81   1.39
199210   2.84   2.30   2.63   3.81   1.90   0.90
199211   9.17   7.72   6.91   5.77   4.35   2.95
199212   3.15   3.19   4.56   1.55   2.45   3.22
199301   5.95   4.94   7.09   0.09   1.45   2.34
199302  -4.71  -1.49  -0.03  -2.63   0.35   2.82
199303   1.70   2.68   3.09   2.88   3.39   2.70
199304  -3.58  -1.99  -1.34  -3.87  -3.01  -1.41
199305   4.93   3.57   3.75   4.84   2.07   1.91
199306   0.52   1.27   0.82  -0.93   0.29   1.53
199307   0.19   2.01   0.86  -1.04   0.39   0.86
199308   3.30   3.52   3.92   4.74   3.33   3.39
199309   3.50   2.81   2.10   1.36   0.03   0.42
199310   4.06   3.35   4.64   1.93  -0.10  -0.24
199311  -1.75  -2.39  -1.59  -1.56  -2.54  -3.79
199312   0.82   2.79   1.60   3.93   3.22   2.15
199401   4.47   4.09   4.45   3.41   2.43   1.70
199402   0.00   0.32   0.36  -1.41  -1.53  -2.81
199403  -4.40  -4.22  -4.21  -5.22  -4.17  -4.14
199404  -1.61  -0.44  -0.27  -0.51   1.39   1.24
199405  -1.98  -0.24   0.37   0.17   0.52  -1.53
199406  -3.95  -1.87  -2.13  -4.14  -1.75  -2.38
199407   1.04   1.28   0.98   3.62   2.65   2.94
199408   4.91   3.27   3.38   6.95   3.91   2.36
199409   1.75   1.33   0.92  -0.96  -3.10  -2.81
199410   1.25   0.09  -0.41   1.90   0.75   0.84
199411  -4.24  -3.32  -3.42  -4.50  -5.00  -4.14
199412  -1.22   0.08  -1.02   1.40   1.41   0.52
199501   2.70   2.53   2.88   0.37   1.69   3.86
199502   2.85   3.19   2.86   4.84   4.98   4.15
199503   2.48   1.02   1.26   3.46   2.10   0.88
199504   2.58   2.37   2.73   0.45   1.78   2.49
199505   1.10   2.05   1.86   2.44   2.78   3.96
199506   6.43   3.87   3.78   4.96   2.27   1.79
199507   6.55   5.15   4.83   6.51   3.34   3.81
199508   3.22   3.04   2.93   0.58   1.12   2.12
199509   2.48   2.21   2.16   2.95   2.28   2.28
199510  -5.01  -3.56  -3.82  -2.04  -1.53  -2.29
199511   1.36   2.44   1.02   5.25   4.06   5.29
199512   0.14   1.53   0.99  -0.77   1.64   1.08
199601   1.00   0.93   2.38   0.98   1.78   2.28
199602   3.77   2.34   2.68   3.56   1.57   1.68
199603   2.99   2.41   3.69   1.09   1.86   1.28
199604   7.19   5.30   6.13   4.64   2.23   1.12
199605   7.58   4.69   6.86   1.90   1.24   0.63
199606  -3.99  -2.53  -1.69  -4.20  -0.41  -0.40
199607  -9.73  -6.05  -5.70  -7.97  -4.41  -6.20
199608   4.84   3.95   4.52   5.62   4.35   3.72
199609   3.14   2.93   2.52   6.40   4.22   2.49
199610  -3.15   0.18   0.44  -2.41   1.79   1.67
199611   2.01   3.84   3.30   5.21   6.76   6.23
199612   0.08   1.22   1.66  -1.42  -0.83   0.33
199701   6.27   5.67   4.41   2.54   3.95   2.33
199702  -3.11   0.10   1.08  -1.91   1.14   0.60
199703  -6.02  -2.70  -1.78  -6.72  -3.51  -2.94
199704  -3.14  -0.45  -2.17   1.69   3.15   1.99
199705  11.02   8.90   7.82  12.30   6.73   6.80
199706   3.70   6.20   5.18   3.48   3.79   2.82
199707   4.76   5.65   5.37   7.99   6.60   6.03
199708   3.53   3.61   4.30  -1.57  -1.12  -0.71
199709   8.33   9.00   8.56   5.37   5.50   5.28
199710  -2.64  -1.00  -1.74  -4.87  -3.41  -3.44
199711  -1.32  -0.49  -1.45   0.77   2.65   2.62
199712  -2.73   0.81  -1.27   1.13   3.19   2.95
199801   0.71  -0.50   0.36  -0.56  -1.50  -1.23
199802   6.47   5.76   6.05   9.45   7.78   6.06
199803   4.24   4.08   5.41   4.01   4.23   6.09
