This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on NI.

The portfolios are constructed at the end of June. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t-2 to t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
200101,    0.75,   -2.45,   -1.47,    5.05,    2.91,    7.13,    6.86,    1.13,   -2.39,    5.37,    4.34,    3.11,    2.76,    8.37,    4.54,   10.79,    3.42
200102,   -4.26,   -7.22,   -3.26,   -4.66,   -7.02,  -18.90,  -15.49,   -4.36,   -2.86,   -5.63,   -2.56,   -4.26,   -8.95,  -18.04,  -20.77,  -16.66,  -14.39
200103,   -4.11,   -7.05,   -5.71,   -5.83,   -5.41,  -11.67,   -9.20,   -0.70,   -7.52,   -7.59,   -2.09,   -3.77,   -6.61,  -12.16,  -10.58,   -8.40,   -9.94
200104,    5.01,    7.31,    5.39,   10.01,    6.17,   14.06,   10.11,    6.03,    5.15,   12.20,    5.65,    6.54,    5.88,   14.10,   13.98,   10.08,   10.13
200105,    1.68,    4.97,    3.29,    0.76,    1.13,   -0.13,   -0.12,    2.94,    3.43,   -0.58,    3.61,    1.16,    1.11,    0.39,   -1.32,   -1.19,    0.89
200106,   -1.31,   -6.47,   -2.04,   -2.23,   -0.67,   -1.66,   -1.11,   -0.72,   -2.55,   -1.49,   -3.73,   -1.82,    0.21,   -1.57,   -1.87,    1.69,   -3.70
200107,    0.71,   -4.31,    4.30,   -3.08,   -1.13,   -5.30,   -4.49,    4.03,    4.43,   -1.88,   -3.81,    2.45,   -4.08,   -4.46,   -6.05,   -3.42,   -5.32
200108,   -4.02,    1.35,   -6.12,   -3.76,   -4.96,  -10.30,   -9.06,   -2.09,   -8.05,   -2.55,   -4.50,   -8.68,   -1.67,  -10.86,   -9.79,   -8.70,   -9.35
200109,   -5.48,   -6.10,   -3.50,   -8.18,  -11.76,  -16.02,  -11.71,   -0.93,   -4.80,   -4.17,  -10.74,  -11.41,  -12.05,  -14.48,  -17.39,  -16.76,   -7.68
200110,   -0.17,    2.81,    1.78,    0.70,    6.93,    9.05,    4.57,    2.30,    1.50,   -0.81,    1.74,    7.75,    6.25,    9.62,    8.52,    7.18,    2.69
200111,    5.27,    1.72,    5.58,    8.58,    9.31,   13.62,    8.11,    3.26,    6.82,    5.86,   10.40,   11.33,    7.60,   14.34,   12.96,   11.04,    5.89
200112,    1.82,    3.77,    4.33,    2.10,    0.64,    1.23,    0.10,    2.67,    5.18,    1.81,    2.28,    1.81,   -0.37,    3.46,   -0.88,    0.84,   -0.48
200201,    0.79,    1.23,    0.56,   -1.36,   -2.81,   -0.82,   -4.58,   -1.27,    1.48,   -1.93,   -1.00,   -2.27,   -3.28,   -1.76,    0.10,   -4.80,   -4.41
200202,    1.09,    3.01,    1.71,   -1.53,   -1.36,   -7.77,   -5.88,    4.44,    0.38,    0.63,   -2.89,   -3.67,    0.69,   -6.57,   -8.93,   -9.40,   -3.04
200203,    2.62,    5.18,    4.22,    3.63,    6.93,    6.82,    5.91,    6.96,    2.84,    4.60,    3.00,    8.32,    5.75,    4.74,    8.90,    8.20,    4.18
200204,   -2.58,    3.18,   -3.72,   -5.88,   -3.67,   -8.60,   -8.41,   -0.84,   -5.23,   -3.25,   -7.62,   -1.19,   -5.82,   -7.42,   -9.73,   -9.54,   -7.52
200205,    0.57,    0.08,   -1.86,   -2.44,   -2.88,   -2.45,   -2.10,   -2.46,   -1.53,   -1.68,   -2.97,   -0.51,   -5.03,   -3.67,   -1.25,   -3.43,   -1.07
200206,   -5.73,   -3.69,   -5.28,   -7.72,   -7.81,   -7.68,   -9.51,  -10.18,   -2.62,   -2.08,  -11.69,   -5.84,   -9.69,   -5.47,   -9.81,  -11.53,   -8.00
200207,   -4.50,  -12.25,   -7.28,   -9.32,  -10.98,  -11.11,  -11.39,   -6.58,   -7.85,   -7.87,  -10.90,   -8.59,  -12.53,  -12.09,   -9.40,  -10.40,  -12.65
200208,   -0.25,    0.12,    1.34,    0.34,    1.38,    1.76,    1.35,   -0.07,    2.50,   -2.12,    3.11,    1.17,    1.53,    2.82,   -0.04,    1.50,    1.16
200209,  -11.05,   -7.90,   -7.86,   -9.82,  -10.01,  -12.51,   -9.13,   -6.32,   -9.11,   -7.48,  -12.31,   -9.41,  -10.42,  -13.58,  -10.65,   -8.75,   -9.63
200210,    7.60,    4.22,    5.58,    9.90,   10.99,    8.78,    7.65,    1.18,    9.28,   12.55,    6.92,    8.72,   12.54,    9.56,    7.48,    8.51,    6.51
200211,    5.74,    7.52,    3.19,    4.37,    8.82,    9.24,    5.31,    4.15,    2.45,    5.15,    3.42,    4.61,   11.58,   10.56,    6.99,    6.19,    4.14
200212,   -5.17,   -0.82,   -4.86,   -4.24,   -8.17,   -7.11,   -6.59,   -4.71,   -4.98,   -4.69,   -3.68,   -5.30,   -9.95,   -7.18,   -6.98,   -7.98,   -4.69
200301,   -2.40,   -0.76,   -4.89,   -2.02,   -3.01,   -1.49,   -3.39,   -5.84,   -4.13,   -2.10,   -1.92,   -1.18,   -4.18,   -1.39,   -1.66,   -3.40,   -3.37
200302,   -1.79,   -1.19,   -1.95,   -2.71,   -0.03,   -1.36,   -3.31,   -3.05,   -1.09,   -4.20,   -0.86,    2.16,   -1.49,   -1.00,   -1.99,   -4.13,   -2.23
200303,    0.65,    1.89,    2.37,    1.60,    0.84,    1.77,    0.72,    0.81,    3.55,    1.23,    2.05,    0.87,    0.82,    1.75,    1.82,    1.56,   -0.38
200304,    7.80,    5.55,    7.82,    8.06,    6.93,   10.86,    9.48,    6.47,    8.92,    8.07,    8.04,    7.16,    6.77,   11.83,    9.14,    9.65,    9.26
200305,    5.05,    9.31,    3.69,    8.15,    5.37,    9.31,    7.54,    6.92,    1.10,    8.23,    8.05,    8.55,    3.18,    9.03,    9.80,    5.96,    9.62
200306,    1.66,    2.26,    0.95,    0.90,    2.43,    2.54,   -0.05,    0.48,    1.34,    0.68,    1.15,    1.92,    2.80,    2.62,    2.38,   -1.87,    2.28
200307,    2.60,    1.61,    2.22,    1.66,    2.27,    2.70,    2.06,    2.72,    1.84,    0.53,    3.36,    1.79,    3.08,    3.27,    1.99,    0.62,    3.12
200308,    1.35,    1.25,    1.32,    3.59,    5.69,    5.04,    2.62,    0.49,    1.94,    4.43,    2.35,    5.30,    6.34,    4.98,    5.11,    3.37,    2.09
200309,   -0.75,    1.40,    0.18,   -1.14,   -3.90,   -2.07,   -1.35,   -0.38,    0.59,   -0.44,   -2.17,   -4.73,   -2.51,   -2.62,   -1.39,   -1.04,   -1.57
200310,    5.20,    4.69,    5.69,    6.22,    8.29,    9.99,    5.90,    5.99,    5.48,    4.51,    8.82,    8.49,    7.96,   10.91,    8.86,    5.25,    6.37
200311,    1.21,    3.07,    0.69,    1.65,    2.61,    2.27,    1.38,    1.29,    0.25,    2.33,    0.66,    1.93,    3.70,    1.78,    2.88,    3.07,    0.16
200312,    4.71,    4.29,    5.34,    4.00,    3.63,    2.45,    4.64,    4.92,    5.66,    5.12,    2.33,    3.14,    4.41,    1.52,    3.60,    4.20,    4.97
200401,    1.69,    4.66,    0.31,    3.18,    2.49,    3.18,    3.84,    0.96,   -0.17,    3.78,    2.26,    1.86,    3.48,    3.06,    3.33,    5.68,    2.47
200402,    1.56,    3.93,    1.64,    1.57,    1.00,    1.31,    1.97,    2.43,    1.05,    0.70,    2.91,    0.95,    1.07,    2.06,    0.41,    2.91,    1.25
200403,   -1.80,    0.94,   -0.74,   -1.85,   -0.04,    0.11,   -0.72,   -0.87,   -0.65,   -3.34,    0.41,   -0.41,    0.53,   -0.60,    0.97,    0.37,   -1.58
200404,   -1.31,   -1.54,   -0.10,   -1.17,   -3.52,   -3.33,   -3.74,   -0.05,   -0.14,   -0.09,   -2.66,   -2.83,   -4.58,   -3.28,   -3.38,   -2.86,   -4.45
200405,    0.91,    1.85,    0.92,    1.44,    0.97,    3.10,    1.84,    1.13,    0.76,    1.20,    1.77,   -0.11,    2.66,    2.86,    3.38,    2.10,    1.62
200406,    1.04,    2.29,    4.00,    2.22,    3.13,    2.11,    2.13,    3.83,    4.12,    2.92,    1.24,    3.73,    2.23,    0.56,    3.96,    1.84,    2.36
200407,   -3.12,   -1.26,   -3.54,   -1.59,   -5.87,   -7.43,   -6.11,   -3.83,   -3.21,   -2.83,   -0.52,   -6.01,   -5.76,   -6.84,   -8.16,   -5.59,   -6.65
200408,    0.25,   -0.35,    1.58,   -0.75,   -0.73,    0.20,   -0.32,    0.98,    2.26,   -1.16,   -0.40,   -0.89,   -0.60,   -0.07,    0.53,   -1.17,    0.57
200409,    0.04,    0.18,    0.89,    2.86,    3.89,    4.28,    2.61,    1.71,   -0.03,    2.12,    3.48,    4.80,    3.14,    3.97,    4.67,    3.99,    1.20
200410,    1.51,    2.15,    0.70,    1.83,    2.61,    1.96,    1.19,    0.51,    0.93,    2.20,    1.52,    2.13,    3.01,    1.34,    2.75,    3.20,   -0.94
200411,    4.07,    7.76,    3.44,    4.76,    6.58,    6.98,    4.84,    3.27,    3.64,    5.10,    4.48,    7.00,    6.24,    5.85,    8.38,    5.90,    3.69
200412,    3.83,    2.58,    4.94,    2.35,    3.50,    3.71,    3.05,    3.92,    6.12,    1.98,    2.66,    2.00,    4.73,    3.84,    3.55,    3.91,    2.08
200501,   -1.66,    2.04,   -2.04,   -2.34,   -3.41,   -4.58,   -4.47,   -2.01,   -2.07,   -2.55,   -2.17,   -2.43,   -4.20,   -3.59,   -5.81,   -3.27,   -5.82
200502,    2.15,    0.51,    2.80,    1.28,    2.84,    2.24,    2.01,    3.76,    1.72,    0.61,    1.82,    2.84,    2.84,    2.31,    2.14,    2.03,    1.99
200503,   -2.14,    0.97,   -2.30,   -0.73,   -0.78,   -1.59,   -2.03,   -2.13,   -2.50,   -1.52,   -0.09,   -0.82,   -0.74,   -0.61,   -2.84,   -1.83,   -2.26
200504,   -2.40,   -2.12,   -2.21,   -1.50,   -4.01,   -3.07,   -1.89,   -2.99,   -1.31,   -1.13,   -1.79,   -4.05,   -3.97,   -1.51,   -5.11,   -1.69,   -2.12
200505,    3.61,    5.42,    2.40,    2.44,    4.30,    6.75,    5.13,    2.70,    2.04,    2.28,    2.57,    4.35,    4.27,    6.17,    7.55,    5.46,    4.76
200506,    0.33,    2.46,    0.47,   -0.16,    2.38,    0.40,    2.25,   -0.27,    1.33,   -0.44,    0.06,    3.88,    1.19,    0.47,    0.31,    2.31,    2.19
200507,    3.82,    4.27,    2.89,    3.73,    6.69,    5.25,    4.02,    2.06,    4.49,    3.48,    4.08,    7.05,    6.26,    9.19,    3.12,    6.51,    2.30
200508,   -1.55,   -0.93,   -1.70,    1.17,   -1.23,   -1.12,   -0.09,   -1.35,   -2.36,    1.60,    0.53,   -1.62,   -0.77,   -1.57,   -0.87,    0.86,   -0.78
200509,    0.39,    2.08,   -0.42,    0.39,    1.52,    2.70,    1.43,   -0.13,   -0.97,   -0.52,    1.77,    1.37,    1.69,    4.08,    1.91,    2.52,    0.63
200510,   -1.86,   -2.46,   -1.18,   -2.04,   -2.91,   -2.04,   -0.36,   -0.63,   -2.23,   -2.71,   -1.03,   -2.03,   -3.92,   -3.88,   -0.97,   -2.59,    1.32
200511,    3.51,    2.25,    2.34,    4.78,    4.30,    4.93,    4.66,    2.09,    2.81,    6.66,    2.06,    5.65,    2.71,    5.75,    4.47,    4.49,    4.79
200512,   -0.58,   -0.32,    0.50,    0.27,    0.76,   -0.25,    1.19,    0.12,    1.23,   -0.37,    1.25,    1.75,   -0.39,   -0.39,   -0.18,    1.93,    0.65
200601,    2.56,    3.46,    2.45,    3.92,    6.43,    3.63,    3.96,    2.31,    2.70,    4.45,    3.13,    6.34,    6.54,    6.90,    1.78,    6.08,    2.41
200602,    0.88,    3.04,    1.09,   -0.77,   -0.89,   -1.21,   -0.70,    1.49,    0.34,   -1.40,    0.18,   -0.57,   -1.28,   -2.24,   -0.61,   -1.39,   -0.18
200603,    1.11,   -0.77,    2.31,    1.42,    2.98,    3.57,    1.77,    2.58,    1.79,    1.71,    0.98,    2.99,    2.97,    2.73,    4.06,    1.01,    2.35
200604,    0.91,    2.05,    0.71,    0.02,    1.65,    0.88,    2.73,    0.28,    1.54,   -0.71,    1.12,    1.59,    1.72,    0.47,    1.12,    1.32,    3.78
200605,   -1.98,   -1.63,   -2.11,   -3.00,   -4.46,   -4.70,   -4.68,   -1.48,   -3.33,   -3.54,   -2.21,   -4.35,   -4.60,   -5.72,   -4.11,   -4.60,   -4.74
200606,   -0.08,    0.57,    0.61,    0.62,    0.32,   -0.85,    0.61,    0.73,    0.38,    0.69,    0.51,    0.51,    0.10,   -1.61,   -0.41,   -0.28,    1.26
200607,    0.48,   -1.19,   -0.36,    0.23,   -2.72,   -3.48,   -1.17,    0.87,   -1.98,   -0.33,    0.75,   -4.11,   -1.46,   -3.97,   -3.05,   -1.68,   -0.37
200608,    2.72,    2.01,    3.68,    3.05,    0.90,    3.13,    0.40,    4.35,    2.78,    1.70,    4.26,    1.08,    0.74,    2.64,    3.56,    1.27,   -0.95
200609,    3.18,    0.66,    1.58,    0.48,    1.65,    0.38,    1.52,    1.48,    1.72,    1.66,   -0.55,    0.60,    2.59,    0.87,   -0.05,    2.20,    0.45
200610,    3.14,    6.28,    3.97,    3.91,    3.85,    3.99,    4.64,    4.75,    2.87,    2.80,    4.89,    3.25,    4.38,    3.00,    4.83,    4.08,    5.55
200611,    1.50,    4.30,    1.86,    1.98,    2.75,    2.99,    3.96,    1.59,    2.26,    0.92,    2.88,    4.05,    1.64,    2.57,    3.35,    4.26,    3.47
200612,    1.82,    0.86,    2.38,    0.67,   -0.06,    0.21,   -0.67,    1.61,    3.51,    0.56,    0.77,    0.67,   -0.68,    0.85,   -0.33,   -1.00,   -0.12
200701,    1.51,    0.95,    1.30,    2.81,    2.84,    1.67,    2.46,    0.79,    2.03,    3.58,    2.15,    3.28,    2.47,    2.10,    1.30,    2.12,    3.00
200702,   -2.32,    1.38,   -1.86,   -0.77,   -0.45,    0.38,   -0.67,   -2.47,   -0.99,   -0.65,   -0.87,   -0.67,   -0.26,    0.72,    0.08,   -1.50,    0.68
200703,    0.60,    1.51,    0.70,    1.76,    1.79,    1.16,    2.94,   -0.22,    2.00,    0.07,    3.25,    2.12,    1.49,    0.49,    1.76,    3.17,    2.57
200704,    4.55,    2.51,    4.13,    3.38,    4.26,    3.17,    2.78,    3.57,    4.90,    3.14,    3.58,    5.92,    2.76,    2.88,    3.43,    2.81,    2.73
200705,    3.11,    6.67,    2.23,    3.03,    5.02,    3.75,    5.90,    2.10,    2.40,    2.81,    3.21,    5.56,    4.52,    4.63,    2.99,    5.84,    6.00
200706,   -1.88,   -0.77,   -1.56,   -2.14,   -0.20,   -2.51,   -0.76,   -1.14,   -2.13,   -2.46,   -1.86,    0.29,   -0.65,   -2.44,   -2.57,   -0.56,   -1.07
200707,   -3.31,   -5.89,   -4.64,   -3.64,   -3.70,   -0.73,   -3.86,   -4.31,   -5.29,   -4.23,   -2.61,   -2.82,   -4.76,    0.15,   -1.47,   -3.45,   -4.06
200708,    1.22,    1.74,    2.27,    2.13,    1.71,    0.29,    2.14,    3.14,    0.54,    3.27,    0.18,    1.61,    1.83,    1.38,   -0.66,    2.86,    1.79
200709,    3.21,   -1.05,    3.46,    2.09,    3.98,    6.10,    3.84,    3.43,    3.52,    1.22,    3.63,    3.89,    4.10,    5.28,    6.82,    2.56,    4.47
200710,    1.28,    1.08,    3.01,    3.31,    4.29,    7.19,   -0.06,    2.42,    4.24,    3.30,    3.33,    5.36,    3.05,    6.19,    8.06,   -0.08,   -0.05
200711,   -4.26,   -3.44,   -5.26,   -1.62,   -4.82,   -5.86,   -5.50,   -6.20,   -3.38,   -0.50,   -3.55,   -4.44,   -5.26,   -6.52,   -5.29,   -5.72,   -5.40
200712,   -1.16,   -4.56,   -0.97,    0.20,    1.39,    0.53,   -0.21,   -0.12,   -2.63,   -0.93,    2.26,    1.15,    1.69,    0.10,    0.89,   -2.70,    0.98
200801,   -5.52,   -3.34,   -5.74,   -4.06,   -4.19,  -12.33,   -5.51,   -6.52,   -4.19,   -3.03,   -5.89,   -2.55,   -6.07,  -14.14,  -10.83,   -2.63,   -6.84
200802,   -3.21,   -4.59,   -0.54,   -2.56,   -1.19,   -3.42,   -4.91,   -0.54,   -0.52,   -3.00,   -1.76,    1.25,   -4.11,   -3.13,   -3.65,   -5.85,   -4.45
200803,   -0.23,    2.10,   -2.54,   -1.25,   -1.13,   -2.16,    0.43,   -3.56,   -0.54,   -0.58,   -2.45,   -1.44,   -0.73,    0.29,   -4.15,   -0.80,    1.01
200804,    3.82,    5.59,    5.32,    2.80,    6.36,   10.15,    4.03,    5.01,    5.91,    2.14,    3.99,    6.36,    6.35,    7.96,   12.00,    4.31,    3.89
200805,    1.26,   -0.94,    0.32,    4.98,    4.67,    4.02,    1.85,   -1.83,    4.39,    4.56,    5.75,    5.22,    3.95,    3.95,    4.08,    1.07,    2.22
200806,   -8.63,  -10.50,   -7.79,   -6.91,   -5.53,   -8.22,  -10.47,   -8.92,   -5.78,   -5.70,   -9.05,   -4.04,   -7.47,  -10.83,   -6.10,  -12.06,   -9.73
200807,    1.22,   -0.57,   -5.94,   -1.61,   -4.87,   -2.60,   -4.20,   -8.57,   -3.75,   -3.94,    1.33,   -7.85,   -1.19,   -3.38,   -1.55,   -2.02,   -6.50
200808,    1.75,    0.25,    1.58,    3.46,    1.30,    2.34,   -2.02,    2.25,    1.05,    4.04,    2.77,    0.85,    1.84,    3.10,    1.33,   -2.07,   -1.96
200809,   -7.09,   -3.35,   -8.19,  -11.29,  -12.01,  -18.01,  -13.95,  -13.56,   -3.88,  -12.16,  -10.24,  -13.68,  -10.08,  -20.34,  -14.82,  -14.76,  -13.05
200810,  -16.11,  -16.51,  -16.47,  -17.14,  -19.95,  -18.76,  -21.92,  -18.74,  -14.84,  -18.17,  -15.93,  -15.17,  -25.22,  -18.97,  -18.49,  -22.28,  -21.53
200811,   -6.35,    3.95,  -10.71,   -8.23,  -12.57,  -10.14,  -13.01,  -11.07,  -10.46,   -6.34,  -10.35,   -9.76,  -16.19,  -10.56,   -9.61,  -12.10,  -13.99
200812,    1.81,   -0.74,    0.50,    3.06,    0.74,    1.98,    2.04,    5.71,   -3.04,    1.93,    4.37,    3.39,   -3.03,   -0.32,    4.84,    1.29,    2.87
200901,   -9.42,   -6.45,   -5.07,   -4.76,   -3.81,   -5.04,   -8.02,   -7.32,   -3.42,   -3.93,   -5.70,    1.15,  -11.36,   -2.83,   -7.81,   -8.07,   -7.97
200902,  -10.21,   -7.28,  -11.13,   -9.40,  -10.29,   -7.89,   -9.38,  -14.63,   -8.67,   -8.47,  -10.46,   -8.36,  -13.65,   -6.80,   -9.31,   -9.16,   -9.60
200903,    8.29,    7.60,   11.14,    9.56,    7.53,    9.57,   13.38,   11.80,   10.70,   10.82,    8.07,    6.02,   10.31,   11.22,    7.35,   12.40,   14.40
200904,    9.93,    1.72,    8.16,    8.07,   11.24,   14.44,   12.07,    6.64,    9.17,    8.92,    7.05,   10.45,   12.66,   14.84,   13.89,   13.87,   10.24
200905,    4.45,    9.19,    3.98,    4.33,    6.71,    5.78,    9.55,    8.62,    0.98,    4.59,    4.00,    5.79,    8.32,    7.47,    3.42,    9.07,   10.06
200906,    0.53,    0.31,   -0.43,    0.22,   -0.74,    1.76,    0.71,   -0.07,   -0.68,   -2.13,    3.15,    0.79,   -3.33,    2.26,    1.02,   -0.77,    2.24
200907,    7.50,    7.05,    8.18,    8.00,    7.85,    8.30,    8.35,    7.63,    9.12,    9.29,    7.30,    7.06,    8.81,    8.72,    7.87,   11.29,    3.53
200908,    2.61,    4.22,    4.46,    2.81,    2.49,    2.87,    8.35,    3.68,    5.78,    1.79,    3.38,    1.50,    3.69,    3.00,    2.74,    8.87,    7.44
200909,    3.60,    3.70,    3.24,    3.48,    4.29,    9.14,    3.95,    3.16,    3.38,    3.23,    3.62,    3.53,    5.19,    5.70,   12.58,    2.53,    6.47
200910,   -1.14,   -5.16,   -1.08,   -3.70,   -2.97,   -4.40,   -7.64,   -0.81,   -1.52,   -6.78,   -2.04,   -2.86,   -3.11,   -2.64,   -6.05,   -8.49,   -6.19
200911,    5.73,    9.43,    5.76,    5.97,    4.13,    5.81,    4.56,    5.26,    6.76,    8.44,    4.71,    5.05,    3.06,    4.33,    7.26,    4.31,    4.98
200912,    2.37,    3.24,    1.16,    5.28,    7.09,    3.55,    1.92,    0.41,    2.65,    4.54,    5.67,    8.48,    5.43,    4.77,    2.39,    1.43,    2.73
201001,   -3.47,   -3.56,    0.64,   -7.48,   -3.63,   -3.13,   -2.57,    2.50,   -2.95,   -5.10,   -8.73,   -5.01,   -1.94,   -3.96,   -2.33,   -3.43,   -1.16
201002,    3.23,    1.26,    4.07,    1.98,    4.18,    2.82,    4.86,    3.28,    5.70,    1.92,    2.02,    5.38,    2.77,    3.80,    1.88,    6.41,    2.33
201003,    5.48,    8.14,    5.54,    6.41,    5.74,    9.98,    7.76,    3.62,    9.36,    4.50,    7.44,    5.97,    5.47,   10.17,    9.79,    7.23,    8.65
201004,    1.92,   -0.35,    0.84,    0.20,    3.43,    5.70,    1.54,   -0.40,    3.19,    4.29,   -1.94,    2.46,    4.61,    7.88,    3.57,   -0.56,    5.03
201005,   -7.41,   -6.66,   -8.72,   -7.78,   -8.36,   -7.86,   -9.04,   -8.75,   -8.67,   -8.09,   -7.61,   -8.42,   -8.30,   -5.55,  -10.22,   -8.85,   -9.32
201006,   -5.57,   -0.14,   -1.04,   -6.71,   -6.07,   -6.26,   -8.01,    1.93,   -6.38,   -5.36,   -7.47,   -6.32,   -5.78,   -3.72,   -8.97,   -7.55,   -8.77
201007,    6.30,    6.57,    7.17,    8.38,    6.86,    8.38,    6.56,    9.10,    5.64,    8.75,    8.03,    7.80,    5.98,    7.83,    8.80,    6.87,    6.30
201008,   -4.26,   -4.37,   -2.86,   -5.41,   -5.17,   -4.93,   -6.81,   -1.23,   -4.19,   -6.66,   -4.23,   -4.53,   -5.77,   -4.79,   -5.04,   -4.14,   -8.97
201009,    8.57,    9.13,    9.52,   10.91,   12.34,    9.77,    8.40,    9.05,    9.92,   11.52,   10.35,   11.80,   12.85,    9.10,   10.28,    8.77,    8.09
201010,    4.50,    4.61,    2.67,    4.50,    4.50,    2.79,    3.06,    3.53,    1.96,    4.76,    4.25,    4.70,    4.31,    3.51,    2.26,    5.07,    1.35
201011,   -0.32,   -0.51,    0.94,    1.13,    1.57,    2.07,    0.49,   -0.77,    2.37,    1.31,    0.97,    1.26,    1.87,    2.41,    1.81,    0.49,    0.48
201012,    5.00,    5.97,    7.02,    7.40,    6.44,    6.86,   10.66,    7.66,    6.51,    8.12,    6.74,    6.17,    6.70,    4.47,    8.68,    8.41,   12.65
201101,    2.06,    4.00,    1.46,    2.02,    3.16,    2.09,    1.49,    0.07,    2.61,    1.95,    2.08,    1.97,    4.28,    0.99,    2.90,    1.83,    1.19
201102,    2.59,    5.27,    5.14,    4.66,    4.11,    4.69,    2.27,    6.00,    4.46,    5.81,    3.58,    3.97,    4.23,    5.35,    4.21,    3.42,    1.28
201103,   -0.06,    2.89,    1.68,    2.28,   -0.15,    1.04,   -0.03,    3.48,    0.22,    1.49,    3.04,    0.34,   -0.60,    1.06,    1.03,    1.91,   -1.74
201104,    4.28,    4.93,    2.64,    2.60,    2.24,    2.97,    0.98,    2.96,    2.38,    2.59,    2.62,    2.56,    1.94,    3.38,    2.67,    1.93,    0.13
201105,   -0.35,    0.62,   -2.20,   -1.31,   -1.28,   -1.55,   -2.39,   -1.11,   -3.12,   -2.75,    0.04,   -1.14,   -1.41,   -0.61,   -2.24,   -1.13,   -3.54
201106,   -1.15,   -0.67,   -1.32,   -1.38,   -2.09,   -1.96,   -3.10,   -1.28,   -1.36,   -1.26,   -1.49,   -1.35,   -2.78,   -2.03,   -1.90,   -3.03,   -3.17
201107,   -2.12,   -1.96,   -4.05,   -2.93,   -1.12,   -0.78,   -3.62,   -4.46,   -3.41,   -3.96,   -1.78,   -1.54,   -0.77,    1.66,   -4.80,   -3.65,   -3.49
201108,   -4.10,   -0.97,   -5.67,   -8.39,   -7.05,   -7.58,   -8.74,   -5.15,   -6.47,   -8.14,   -8.66,   -6.02,   -7.92,   -6.65,   -9.23,   -8.14,  -11.08
201109,   -5.38,   -9.12,   -8.72,   -9.06,   -9.96,   -7.88,  -10.46,   -8.70,   -8.76,   -6.44,  -11.87,  -10.77,   -9.25,   -7.33,   -8.89,   -9.30,  -15.20
201110,    9.58,   11.11,   12.21,   14.68,   12.86,   11.65,   13.41,   11.58,   13.18,   14.53,   14.85,   12.45,   13.21,   10.27,   14.23,   12.39,   17.83
201111,    0.60,    1.75,    1.59,   -1.13,    0.21,   -3.06,   -1.53,    2.43,    0.31,   -2.07,   -0.06,    0.50,   -0.02,   -3.74,   -1.83,   -0.72,   -4.88
201112,    1.76,    0.70,    0.31,   -3.61,    0.90,    0.59,    0.26,    0.83,   -0.50,   -5.15,   -1.87,   -0.28,    1.87,    1.44,   -0.90,    0.84,   -2.25
201201,    3.77,    5.11,    4.22,    6.60,    3.37,    8.62,    6.58,    3.89,    4.75,    5.81,    7.47,    4.23,    2.67,    9.60,    6.86,    6.48,    7.03
201202,    3.66,    2.93,    3.79,    4.42,    4.53,    8.14,    3.56,    3.87,    3.65,    4.57,    4.26,    4.90,    4.21,    8.92,    6.70,    3.43,    4.12
201203,    3.41,    2.49,    1.09,    1.66,    2.56,    5.90,    1.66,    1.09,    1.09,    2.63,    0.63,    2.58,    2.55,    7.14,    3.56,    2.02,    0.09
201204,   -0.48,    0.88,    0.30,   -0.52,   -0.80,   -1.49,   -2.35,    0.78,   -0.44,    0.65,   -1.79,    0.15,   -1.60,   -1.67,   -1.14,   -2.05,   -3.68
201205,   -5.28,   -5.13,   -5.24,   -8.33,   -6.90,   -6.13,   -8.11,   -4.35,   -6.63,   -7.86,   -8.83,   -6.48,   -7.25,   -4.65,   -9.01,   -8.48,   -6.47
201206,    4.16,    1.53,    4.66,    4.10,    3.13,    2.64,    4.76,    4.48,    4.95,    5.28,    2.83,    3.18,    3.10,    2.48,    2.97,    5.09,    3.30
201207,    0.77,   -0.03,    1.81,    0.41,    2.01,    0.64,   -2.64,    0.92,    2.66,   -0.38,    1.22,    0.83,    3.07,    2.43,   -1.86,   -2.93,   -2.29
201208,    1.90,    1.68,    0.41,    3.24,    3.53,    5.71,    4.26,    1.47,   -0.60,    1.83,    4.66,    4.05,    3.08,    6.17,    5.04,    5.14,    3.20
201209,    2.49,    3.81,    3.41,    4.25,    2.36,    2.57,    2.66,    2.95,    3.85,    4.35,    4.15,    1.13,    3.45,    1.59,    4.01,    2.73,    2.56
201210,   -1.13,    4.06,   -2.42,    0.91,   -3.28,   -5.23,   -1.10,   -1.63,   -3.17,    0.89,    0.94,   -2.38,   -4.06,   -7.51,   -1.98,   -1.77,   -0.27
201211,    0.68,    0.86,    0.22,   -0.80,    2.31,    1.44,   -0.26,    0.74,   -0.27,   -0.17,   -1.41,    1.80,    2.76,   -0.03,    3.44,    0.71,   -1.41
201212,    0.70,    0.32,    1.47,    3.56,    1.98,   -0.23,    3.45,    2.94,    0.03,    2.49,    4.61,    2.32,    1.67,   -3.83,    4.46,    3.19,    3.77
