This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on NI.

The portfolios are constructed at the end of June. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t-2 to t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
198508,     753,     729,     516,     517,     487,     450,     983,     268,     248,     285,     232,     255,     232,     229,     221,     308,     675
198509,     747,     724,     512,     516,     485,     445,     974,     267,     245,     285,     231,     254,     231,     226,     219,     307,     667
198510,     742,     712,     509,     512,     482,     444,     966,     267,     242,     282,     230,     253,     229,     225,     219,     306,     660
198511,     735,     708,     504,     506,     479,     438,     956,     262,     242,     278,     228,     250,     229,     221,     217,     304,     652
198512,     733,     698,     498,     495,     476,     437,     949,     259,     239,     272,     223,     248,     228,     220,     217,     302,     647
198601,     730,     688,     493,     492,     472,     436,     935,     257,     236,     270,     222,     246,     226,     220,     216,     300,     635
198602,     726,     685,     492,     489,     471,     433,     926,     257,     235,     267,     222,     245,     226,     217,     216,     299,     627
198603,     722,     676,     490,     487,     467,     429,     913,     256,     234,     266,     221,     242,     225,     214,     215,     295,     618
198604,     718,     666,     488,     483,     463,     426,     905,     255,     233,     265,     218,     241,     222,     214,     212,     294,     611
198605,     716,     657,     481,     480,     460,     418,     900,     253,     228,     265,     215,     239,     221,     210,     208,     292,     608
198606,     712,     652,     477,     476,     456,     414,     892,     251,     226,     262,     214,     238,     218,     208,     206,     288,     604
198607,     798,     812,     543,     488,     504,     459,     886,     299,     244,     246,     242,     266,     238,     220,     239,     280,     606
198608,     793,     806,     540,     486,     499,     457,     878,     298,     242,     245,     241,     264,     235,     220,     237,     278,     600
198609,     787,     798,     537,     481,     494,     454,     869,     296,     241,     242,     239,     262,     232,     220,     234,     275,     594
198610,     780,     786,     533,     472,     491,     452,     861,     293,     240,     237,     235,     260,     231,     219,     233,     272,     589
198611,     774,     770,     531,     468,     487,     447,     843,     292,     239,     235,     233,     257,     230,     219,     228,     267,     576
198612,     760,     753,     521,     461,     480,     441,     830,     286,     235,     231,     230,     252,     228,     217,     224,     264,     566
198701,     757,     742,     516,     460,     477,     438,     823,     284,     232,     231,     229,     251,     226,     217,     221,     260,     563
198702,     753,     740,     516,     458,     476,     436,     817,     284,     232,     231,     227,     251,     225,     215,     221,     257,     560
198703,     750,     732,     511,     454,     472,     435,     812,     282,     229,     230,     224,     250,     222,     214,     221,     257,     555
198704,     744,     729,     507,     451,     470,     432,     809,     278,     229,     228,     223,     248,     222,     213,     219,     256,     553
198705,     740,     727,     505,     451,     466,     429,     805,     276,     229,     228,     223,     247,     219,     211,     218,     256,     549
198706,     734,     721,     501,     449,     464,     425,     800,     272,     229,     227,     222,     246,     218,     210,     215,     256,     544
198707,     742,     784,     509,     519,     516,     552,    1121,     286,     223,     261,     258,     280,     236,     235,     317,     372,     749
198708,     732,     780,     507,     519,     513,     547,    1106,     285,     222,     261,     258,     278,     235,     233,     314,     368,     738
198709,     722,     774,     507,     514,     509,     545,    1101,     285,     222,     260,     254,     275,     234,     231,     314,     366,     735
198710,     719,     766,     504,     509,     503,     543,    1090,     283,     221,     257,     252,     273,     230,     229,     314,     364,     726
198711,     715,     756,     502,     506,     497,     536,    1079,     281,     221,     255,     251,     270,     227,     225,     311,     360,     719
