date,Real_earnings_growth,YoY_change_in_expectations_of_EPS,zeros
01-Oct-1978,2.8,,0
01-Nov-1978,0.84,,0
01-Dec-1978,2.76,,0
01-Jan-1979,-6.59,,0
01-Feb-1979,-6.54,,0
01-Mar-1979,-8.37,,0
01-Apr-1979,1.87,,0
01-May-1979,-0.01,,0
01-Jun-1979,-1.86,,0
01-Jul-1979,2.88,,0
01-Aug-1979,6.49,,0
01-Sep-1979,2.76,,0
01-Oct-1979,15.31,,0
01-Nov-1979,20.26,,0
01-Dec-1979,19.74,,0
01-Jan-1980,20.65,,0
01-Feb-1980,16.42,,0
01-Mar-1980,17.56,,0
01-Apr-1980,6.62,,0
01-May-1980,4.74,,0
01-Jun-1980,6.28,,0
01-Jul-1980,5.26,,0
01-Aug-1980,6.75,,0
01-Sep-1980,4.98,,0
01-Oct-1980,-3.33,,0
01-Nov-1980,-4.87,,0
01-Dec-1980,-6.36,,0
01-Jan-1981,-5.56,,0
01-Feb-1981,-5.42,,0
01-Mar-1981,-6.79,,0
01-Apr-1981,-22.39,,0
01-May-1981,-20.87,,0
01-Jun-1981,-22.26,,0
01-Jul-1981,-8.03,,0
01-Aug-1981,-16.67,,0
01-Sep-1981,-18.07,,0
01-Oct-1981,-6.45,,0
01-Nov-1981,-4.97,,0
01-Dec-1981,-6.29,,0
01-Jan-1982,-16.08,,0
01-Feb-1982,-18.73,,0
01-Mar-1982,-14.64,,0
01-Apr-1982,3.63,,0
01-May-1982,2.24,,0
01-Jun-1982,0.87,,0
01-Jul-1982,-6.24,,0
01-Aug-1982,-2.27,,0
01-Sep-1982,-4.8,,0
01-Oct-1982,-0.22,,0
01-Nov-1982,-1.5,,0
01-Dec-1982,-1.49,,0
01-Jan-1983,-18.09,,0
01-Feb-1983,-18.26,,0
01-Mar-1983,-13.42,,0
01-Apr-1983,-22.27,,0
01-May-1983,-28.65,,0
01-Jun-1983,-32.42,,0
01-Jul-1983,-23.28,,0
01-Aug-1983,-19.9,,0
01-Sep-1983,-20.14,,0
01-Oct-1983,-30.72,,0
01-Nov-1983,-25.37,,0
01-Dec-1983,-23.63,,0
01-Jan-1984,-9.4,,0
01-Feb-1984,-8.23,,0
01-Mar-1984,-7.04,,0
01-Apr-1984,-3.08,,0
01-May-1984,-1.85,,0
01-Jun-1984,1.79,,0
01-Jul-1984,17.67,,0
01-Aug-1984,18.48,,0
01-Sep-1984,15.68,,0
01-Oct-1984,18.32,,0
01-Nov-1984,19.15,,0
01-Dec-1984,19.97,,0
01-Jan-1985,27.8,,0
01-Feb-1985,28.05,,0
01-Mar-1985,30.73,,0
01-Apr-1985,18.7,,0
01-May-1985,20.6,,0
01-Jun-1985,20.13,,0
01-Jul-1985,4.24,,0
01-Aug-1985,4.2,,0
01-Sep-1985,3,,0
01-Oct-1985,-1.49,,0
01-Nov-1985,1.92,,0
01-Dec-1985,1.93,,0
01-Jan-1986,-8.27,,0
01-Feb-1986,-11.68,,0
01-Mar-1986,-10.56,,0
01-Apr-1986,-24.56,,0
01-May-1986,-23.74,,0
01-Jun-1986,-22.95,,0
01-Jul-1986,-11.95,,0
01-Aug-1986,-12.02,,0
01-Sep-1986,-13.2,,0
01-Oct-1986,-20.64,,0
01-Nov-1986,-19.76,,0
01-Dec-1986,-19.99,,0
01-Jan-1987,-5.74,,0
01-Feb-1987,0.82,,0
01-Mar-1987,3.03,,0
01-Apr-1987,7.45,,0
01-May-1987,1.9,,0
01-Jun-1987,-1.42,,0
01-Jul-1987,3.81,,0
01-Aug-1987,1.59,,0
01-Sep-1987,-1.68,,0
01-Oct-1987,-11.04,,0
01-Nov-1987,-11.13,,0
01-Dec-1987,-11.21,,0
01-Jan-1988,9.47,,0
01-Feb-1988,12.52,,0
01-Mar-1988,11.23,,0
01-Apr-1988,-24.31,,0
01-May-1988,-22.46,,0
01-Jun-1988,-22.74,,0
01-Jul-1988,36.68,,0
01-Aug-1988,32.16,,0
01-Sep-1988,30.99,,0
01-Oct-1988,38.13,,0
01-Nov-1988,38.9,,0
01-Dec-1988,38.7,,0
01-Jan-1989,21.74,,0
01-Feb-1989,21.25,,0
01-Mar-1989,18.67,,0
01-Apr-1989,59.79,,0
01-May-1989,58.5,,0
01-Jun-1989,54.34,,0
01-Jul-1989,14.42,,0
01-Aug-1989,14.13,,0
01-Sep-1989,10.81,,0
01-Oct-1989,14.07,,0
01-Nov-1989,16.85,,0
01-Dec-1989,15.06,,0
01-Jan-1990,14.67,,0
01-Feb-1990,14.85,,0
01-Mar-1990,12.56,,0
01-Apr-1990,-3.66,,0
01-May-1990,-2.66,,0
01-Jun-1990,1.23,,0
01-Jul-1990,-27.1,,0
01-Aug-1990,-26.65,,0
01-Sep-1990,-29.05,,0
01-Oct-1990,-19.01,,0
01-Nov-1990,-16.32,,0
01-Dec-1990,-17.07,,0
01-Jan-1991,-31.98,,0
01-Feb-1991,-27.4,,0
01-Mar-1991,-28.69,,0
01-Apr-1991,-9.42,,0
01-May-1991,-10.38,,0
01-Jun-1991,-14.09,,0
01-Jul-1991,4.4,,0
01-Aug-1991,-2.06,,0
01-Sep-1991,-1.12,,0
01-Oct-1991,-14.5,,0
01-Nov-1991,-10.08,,0
01-Dec-1991,-7.45,,0
01-Jan-1992,-15.89,,0
01-Feb-1992,-10.64,,0
01-Mar-1992,-6.72,,0
01-Apr-1992,-34.77,,0
01-May-1992,-33.31,,0
01-Jun-1992,-30.45,,0
01-Jul-1992,-36.95,,0
01-Aug-1992,-35.9,,0
01-Sep-1992,-38.49,,0
01-Oct-1992,-43.21,,0
01-Nov-1992,-46.37,,0
01-Dec-1992,-45.45,,0
01-Jan-1993,4.02,,0
01-Feb-1993,1.38,,0
01-Mar-1993,-1.09,,0
01-Apr-1993,19.99,,0
01-May-1993,18.88,,0
01-Jun-1993,15.92,2.55,0
01-Jul-1993,20.61,1.85,0
01-Aug-1993,19.31,1.85,0
01-Sep-1993,18.9,1.74,0
01-Oct-1993,18.97,1.91,0
01-Nov-1993,21.12,1.89,0
01-Dec-1993,23.27,-2.78,0
01-Jan-1994,9.75,-0.52,0
01-Feb-1994,11.26,-0.58,0
01-Mar-1994,11.08,-0.56,0
01-Apr-1994,-13.59,-20.08,0
01-May-1994,-12.02,-19.97,0
01-Jun-1994,-12.11,-19.97,0
01-Jul-1994,22.35,-19.88,0
01-Aug-1994,18.56,-0.54,0
01-Sep-1994,19.02,-19.12,0
01-Oct-1994,23.75,-19.15,0
01-Nov-1994,27.29,-19.07,0
01-Dec-1994,28.05,-14.18,0
01-Jan-1995,11.3,-14.1,0
01-Feb-1995,10.84,4.38,0
01-Mar-1995,10.67,-13.38,0
01-Apr-1995,42.17,20.28,0
01-May-1995,41.47,24.45,0
01-Jun-1995,36.68,26.51,0
01-Jul-1995,30.48,28.56,0
01-Aug-1995,27.92,9.49,0
01-Sep-1995,28.71,6.54,0
01-Oct-1995,47.02,0.96,0
01-Nov-1995,44.36,0.78,0
01-Dec-1995,44.32,0.61,0
01-Jan-1996,20.6,-5.75,0
01-Feb-1996,20.09,-24.19,0
01-Mar-1996,20.41,-6.36,0
01-Apr-1996,19.08,-24.29,0
01-May-1996,20.25,-28.46,0
01-Jun-1996,19.84,-30.44,0
01-Jul-1996,8.71,-32.52,0
01-Aug-1996,5.49,-30.97,0
01-Sep-1996,6.22,-9.43,0
01-Oct-1996,-17.73,-3.98,0
01-Nov-1996,-13.26,-3.94,0
01-Dec-1996,-13.43,-3.9,0
01-Jan-1997,-6.06,2.33,0
01-Feb-1997,-2.94,2.29,0
01-Mar-1997,-5.23,38.81,0
01-Apr-1997,5.58,41.16,0
01-May-1997,7.82,41.18,0
01-Jun-1997,9.28,41.12,0
01-Jul-1997,10.17,41.35,0
01-Aug-1997,10.05,38.92,0
01-Sep-1997,8.39,38.75,0
01-Oct-1997,26.45,38.54,0
01-Nov-1997,27.26,37.79,0
01-Dec-1997,28.87,37.93,0
01-Jan-1998,11.77,36.2,0
01-Feb-1998,11.59,36.18,0
01-Mar-1998,12.16,-0.47,0
01-Apr-1998,1.58,-2.97,0
01-May-1998,3.83,-3.71,0
01-Jun-1998,1.56,-3.59,0
01-Jul-1998,-0.61,-3.44,0
01-Aug-1998,-1.35,-2.73,0
01-Sep-1998,-2.09,-4.06,0
01-Oct-1998,-12,-5.99,0
01-Nov-1998,-8.38,-4.82,0
01-Dec-1998,-7.72,-5.04,0
01-Jan-1999,-4.04,-6.51,0
01-Feb-1999,-4.04,-6.34,0
01-Mar-1999,-4.03,-6.16,0
01-Apr-1999,-7.97,-1.28,0
01-May-1999,-7.99,-0.65,0
01-Jun-1999,-7.29,-0.64,0
01-Jul-1999,-10.49,-0.88,0
01-Aug-1999,-10.56,-1.1,0
01-Sep-1999,-10.63,0.44,0
01-Oct-1999,-6.91,2.82,0
01-Nov-1999,-4,2.44,0
01-Dec-1999,-3.29,2.79,0
01-Jan-2000,4.17,4.25,0
01-Feb-2000,5.6,4.29,0
01-Mar-2000,3.37,4.3,0
01-Apr-2000,18.65,3.99,0
01-May-2000,26.9,4.31,0
01-Jun-2000,26.31,4.62,0
01-Jul-2000,24.98,4.65,0
01-Aug-2000,25.06,4.02,0
01-Sep-2000,21.51,4.25,0
01-Oct-2000,36.1,4.68,0
01-Nov-2000,36.39,4.27,0
01-Dec-2000,36.01,4.63,0
01-Jan-2001,19.46,4.28,0
01-Feb-2001,15.45,3.49,0
01-Mar-2001,12.23,3.34,0
01-Apr-2001,6.91,3.13,0
01-May-2001,6.16,2.92,0
01-Jun-2001,1.22,2.3,0
01-Jul-2001,10.9,1.19,0
01-Aug-2001,13.56,1.95,0
01-Sep-2001,7.12,0.36,0
01-Oct-2001,-29.58,-2.32,0
01-Nov-2001,-28.88,-1.83,0
01-Dec-2001,-28.21,-2.33,0
01-Jan-2002,-43.79,-3.38,0
01-Feb-2002,-42.25,-2.98,0
01-Mar-2002,-41.48,-2.18,0
01-Apr-2002,-80.59,-10.14,0
01-May-2002,-86.34,-10.26,0
01-Jun-2002,-89.09,-10.01,0
01-Jul-2002,-89.08,-8.87,0
01-Aug-2002,-99.87,-8.97,0
01-Sep-2002,-113.83,-7.49,0
01-Oct-2002,-47.27,-5.89,0
01-Nov-2002,-51.49,-4.76,0
01-Dec-2002,-51.38,-4.86,0
01-Jan-2003,-2.55,-1.98,0
01-Feb-2003,-4.56,-1.85,0
01-Mar-2003,-6.55,-2.74,0
01-Apr-2003,26.18,1.63,0
01-May-2003,32.15,4.14,0
01-Jun-2003,30.63,3.97,0
01-Jul-2003,47.98,3.74,0
01-Aug-2003,43.27,3.67,0
01-Sep-2003,43.55,3.51,0
01-Oct-2003,-34.55,7.13,0
01-Nov-2003,-33.53,6.34,0
01-Dec-2003,-31.92,6.51,0
01-Jan-2004,34.12,4.22,0
01-Feb-2004,28.85,4.59,0
01-Mar-2004,29.74,4.93,0
01-Apr-2004,58.54,4.28,0
01-May-2004,55.37,5.72,0
01-Jun-2004,49.69,5.34,0
01-Jul-2004,45.3,4.83,0
01-Aug-2004,40.19,4.98,0
01-Sep-2004,39.26,5.69,0
01-Oct-2004,106.75,4.29,0
01-Nov-2004,100.35,4.26,0
01-Dec-2004,91.01,4.04,0
01-Jan-2005,20.79,4.5,0
01-Feb-2005,19.59,4.52,0
01-Mar-2005,17.76,4.54,0
01-Apr-2005,27.99,5.29,0
01-May-2005,23.93,5.39,0
01-Jun-2005,26.42,6.34,0
01-Jul-2005,13.46,6.79,0
01-Aug-2005,10.79,6.94,0
01-Sep-2005,8.77,6.03,0
01-Oct-2005,-0.91,4.83,0
01-Nov-2005,4.75,5.57,0
01-Dec-2005,9.79,6.17,0
01-Jan-2006,8.87,6.8,0
01-Feb-2006,4.35,7.37,0
01-Mar-2006,1.8,7.49,0
01-Apr-2006,12.04,13.59,0
01-May-2006,21.11,10.54,0
01-Jun-2006,18.91,10.24,0
01-Jul-2006,14.68,10.31,0
01-Aug-2006,13.75,10.79,0
01-Sep-2006,4.91,12.23,0
01-Oct-2006,17.77,11.58,0
01-Nov-2006,29.76,10.46,0
01-Dec-2006,24.52,10.61,0
01-Jan-2007,7.07,8.51,0
01-Feb-2007,13.6,8,0
01-Mar-2007,9.14,7.84,0
01-Apr-2007,-0.19,1.5,0
01-May-2007,3.96,6.51,0
01-Jun-2007,7.47,6.56,0
01-Jul-2007,18.31,6.8,0
01-Aug-2007,19.12,6.61,0
01-Sep-2007,27.16,5.47,0
01-Oct-2007,21.59,7.1,0
01-Nov-2007,16.59,7.63,0
01-Dec-2007,12.8,7.26,0
01-Jan-2008,4.37,6.8,0
01-Feb-2008,1.57,6.69,0
01-Mar-2008,-2.96,6.88,0
01-Apr-2008,0.71,14.4,0
01-May-2008,1.12,9.83,0
01-Jun-2008,6.06,11.68,0
01-Jul-2008,-29.47,11.94,0
01-Aug-2008,-28.38,12.68,0
01-Sep-2008,-34.54,12.47,0
01-Oct-2008,-65.63,13.56,0
01-Nov-2008,-73.41,13.12,0
01-Dec-2008,-69.89,12,0
01-Jan-2009,-40.76,14.47,0
01-Feb-2009,-39.42,14.46,0
01-Mar-2009,-47.16,15.11,0
01-Apr-2009,-66.62,8.97,0
01-May-2009,-72.37,5.34,0
01-Jun-2009,-77.66,2.02,0
01-Jul-2009,-48.25,-0.28,0
01-Aug-2009,-39.11,-2.04,0
01-Sep-2009,-43.8,-0.89,0
01-Oct-2009,-260.98,-2.14,0
01-Nov-2009,-332.55,-1.18,0
01-Dec-2009,-485.06,1.06,0
01-Jan-2010,-219.86,-1.81,0
01-Feb-2010,-267.44,1.37,0
01-Mar-2010,-338.6,3.08,0
01-Apr-2010,34.82,13.63,0
01-May-2010,33.18,17.86,0
01-Jun-2010,25.13,22.38,0
01-Jul-2010,270.24,26.78,0
01-Aug-2010,215.84,32.43,0
01-Sep-2010,184.34,31.96,0
01-Oct-2010,1223.5,36.01,0
01-Nov-2010,605.11,35.77,0
01-Dec-2010,405.66,38.07,0
01-Jan-2011,73.81,34.72,0
01-Feb-2011,73.07,32.46,0
01-Mar-2011,63.96,30.46,0
01-Apr-2011,38.35,32.11,0
01-May-2011,38.22,32.46,0
01-Jun-2011,39.15,31.58,0
01-Jul-2011,28.12,29.98,0
01-Aug-2011,26.03,25.67,0
01-Sep-2011,26.38,26.32,0
01-Oct-2011,29.03,20.09,0
01-Nov-2011,29.28,19.4,0
01-Dec-2011,26.97,14.53,0
01-Jan-2012,14.69,16.02,0
01-Feb-2012,14.15,15.32,0
01-Mar-2012,8.02,15,0
01-Apr-2012,4.84,11.35,0
01-May-2012,6.79,11.27,0
01-Jun-2012,13.63,6.96,0
01-Jul-2012,13.76,6.48,0
01-Aug-2012,11.31,5.36,0
01-Sep-2012,12.63,4.84,0
01-Oct-2012,2.34,1.59,0
01-Nov-2012,0.88,1.71,0
01-Dec-2012,2.83,2.11,0
01-Jan-2013,2.03,2.76,0
01-Feb-2013,1.98,2.81,0
01-Mar-2013,-1.87,2.84,0
01-Apr-2013,-6.41,6.13,0
01-May-2013,-1.4,5.6,0
01-Jun-2013,-1.06,6.7,0
01-Jul-2013,-4.51,6.88,0
01-Aug-2013,-13.1,7.92,0
01-Sep-2013,-11.83,7.42,0
01-Oct-2013,0.51,11.33,0
01-Nov-2013,5.76,11.24,0
01-Dec-2013,3.29,12.01,0
01-Jan-2014,1.95,10.1,0
01-Feb-2014,-4.32,10.37,0
01-Mar-2014,2.31,10.45,0
01-Apr-2014,16.09,5.31,0
01-May-2014,12.48,3.24,0
01-Jun-2014,11.56,4.71,0
01-Jul-2014,14.56,3.46,0
01-Aug-2014,13.4,2.9,0
01-Sep-2014,13.26,-0.55,0
01-Oct-2014,27.87,-0.64,0
01-Nov-2014,26.72,-0.63,0
01-Dec-2014,23.84,-0.02,0
01-Jan-2015,-1.86,0.74,0
01-Feb-2015,-1.84,0.68,0
01-Mar-2015,-5.11,0.89,0
01-Apr-2015,5.03,2.22,0
01-May-2015,4.73,3.53,0
01-Jun-2015,6.62,3.03,0
01-Jul-2015,11.49,3.95,0
01-Aug-2015,12.94,2.44,0
01-Sep-2015,9.91,-2.05,0
01-Oct-2015,-10.79,-2.76,0
01-Nov-2015,-7.5,-4.17,0
01-Dec-2015,-7.34,-6.75,0
01-Jan-2016,-6.35,-5.42,0
01-Feb-2016,-17.22,-5.77,0
01-Mar-2016,-19.23,-6.27,0
01-Apr-2016,-19.89,-5.49,0
01-May-2016,-23.75,-4.8,0
01-Jun-2016,-22.14,-4.08,0
01-Jul-2016,-17.99,-4.02,0
01-Aug-2016,-16.51,2.72,0
01-Sep-2016,-16.62,19.63,0
01-Oct-2016,-17.69,23.68,0
01-Nov-2016,-16,29.92,0
01-Dec-2016,-14.74,35.07,0
01-Jan-2017,-2.4,29.02,0
01-Feb-2017,-1.4,30.42,0
01-Mar-2017,-5.56,32.49,0
01-Apr-2017,-3.45,47.9,0
01-May-2017,-2.63,53.55,0
01-Jun-2017,-1.72,54.68,0
01-Jul-2017,11.95,65.76,0
01-Aug-2017,8.79,64.13,0
01-Sep-2017,6.92,59.74,0
01-Oct-2017,22.99,58.76,0
01-Nov-2017,25.93,56.66,0
01-Dec-2017,23.15,56.91,0
01-Jan-2018,17.19,45.66,0
01-Feb-2018,19.96,45.54,0
01-Mar-2018,22.35,45.2,0
01-Apr-2018,11.28,44.64,0
01-May-2018,13.66,41.84,0
01-Jun-2018,13.42,42.54,0
01-Jul-2018,12.6,32.15,0
01-Aug-2018,8.04,30.98,0
01-Sep-2018,5.16,31,0
01-Oct-2018,11.23,31.14,0
01-Nov-2018,10.34,30.83,0
01-Dec-2018,10.99,28.61,0
01-Jan-2019,13.63,36.16,0
01-Feb-2019,14.4,35.9,0
01-Mar-2019,16.83,35.28,0
01-Apr-2019,19.55,25.68,0
01-May-2019,18.84,22.46,0
01-Jun-2019,21.49,21.59,0
01-Jul-2019,25.75,21.37,0
01-Aug-2019,24.61,20.79,0
01-Sep-2019,23.34,17.49,0
01-Oct-2019,4.01,16.65,0
01-Nov-2019,10.16,13.42,0
01-Dec-2019,9.94,11.68,0
01-Jan-2020,3.75,10.61,0
01-Feb-2020,0.94,10.55,0
01-Mar-2020,-0.78,9.09,0
01-Apr-2020,-3.72,5.4,0
01-May-2020,0.06,-12.17,0
01-Jun-2020,2.37,-19.46,0
01-Jul-2020,-9,-19.75,0
01-Aug-2020,-6.99,-18.9,0
01-Sep-2020,-8.02,-16.35,0
01-Oct-2020,16.99,,0
