This file was created using the 201509 Bloomberg database.

Missing data are indicated by -99.99.
199509    3.23   -1.50   -1.27    2.05    0.43
199510   -1.52   -3.98   -0.27    2.91    0.47
199511    3.85   -0.87   -0.52   -0.50    0.42
199512    1.05    0.95    0.30    0.98    0.49
199601    2.35   -2.39   -0.23    0.91    0.43
199602    1.30    2.07   -1.82    1.68    0.39
199603    0.83    1.60    0.44   -1.54    0.39
199604    1.96    5.28   -3.11    0.16    0.46
199605    2.15    3.23   -1.74    2.04    0.42
199606   -0.99   -4.13    1.69   -0.90    0.40
199607   -5.70   -4.30    5.08   -1.39    0.45
199608    2.86    2.58   -0.38    0.81    0.41
199609    4.88   -1.37   -2.80    2.36    0.44
199610    1.39   -3.84    5.56    2.45    0.42
199611    6.34   -4.21    2.18   -2.03    0.41
199612   -1.65    3.05    0.68    0.01    0.46
199701    5.05   -1.60   -1.32    2.54    0.45
199702   -0.37   -3.38    5.11   -3.07    0.39
199703   -4.91   -1.05    3.44    0.74    0.43
199704    4.00   -6.34   -0.34    4.60    0.43
199705    6.59    5.34   -3.68   -3.82    0.49
199706    3.90    0.63    1.13    2.62    0.37
199707    7.30   -2.53   -0.09    3.78    0.43
199708   -4.12    7.70    0.27   -1.65    0.41
199709    5.42    2.69    0.03    2.43    0.44
199710   -3.75   -1.13    2.37    0.04    0.42
199711    2.57   -6.26    0.84    0.56    0.39
199712    1.36   -2.32    3.43    2.61    0.48
199801    0.04   -1.51   -2.13   -0.12    0.43
199802    7.02    0.01   -0.54   -0.25    0.39
199803    4.80   -1.06    1.24    1.47    0.39
199804    0.84   -0.02    0.58    0.72    0.43
199805   -2.81   -3.39    2.89    1.79    0.40
199806    2.89   -3.60   -2.73    7.42    0.41
199807   -2.70   -5.19   -1.42    3.31    0.40
199808  -16.22   -4.73    1.16    0.52    0.43
199809    6.02    0.54   -3.35   -0.25    0.46
199810    7.07   -3.25   -0.91   -3.62    0.32
199811    5.77    0.92   -4.21    1.62    0.31
199812    5.92   -0.14   -4.83    9.91    0.38
199901    3.28   -0.64   -4.13    5.17    0.35
199902   -4.12   -4.85    1.58   -1.37    0.35
199903    3.42   -3.08   -2.09    1.80    0.43
199904    4.26    3.39    3.80   -8.07    0.37
199905   -2.15    3.33    1.08   -1.96    0.34
199906    4.68    1.95   -3.20    6.63    0.40
199907   -3.36    1.59    1.03    1.77    0.38
199908   -1.31   -0.82   -2.30    2.61    0.39
199909   -2.70    3.85   -4.01    6.36    0.39
199910    5.65   -5.88   -3.69    3.29    0.39
199911    2.85    5.95   -8.13    9.44    0.36
199912    6.85    5.41   -8.04   18.71    0.44
200001   -4.35    3.68   -0.47    3.17    0.41
200002    1.53   20.98  -13.10   29.48    0.43
200003    7.04  -16.12    8.88  -11.84    0.47
200004   -4.77   -4.85    6.78  -12.20    0.46
200005   -3.47   -3.52    4.76  -11.89    0.50
200006    3.68   10.39  -10.53   16.98    0.40
200007   -2.13   -3.46    8.84   -4.37    0.48
200008    7.02    0.95   -2.30    8.33    0.50
200009   -5.36   -0.68    8.95   -4.42    0.51
200010   -2.84   -4.76    6.84   -7.48    0.56
200011  -10.22   -4.34   15.38  -11.45    0.51
200012    1.55    3.06   10.61    4.42    0.50
200101    3.18    5.20   -8.31  -21.92    0.54
200102   -9.82   -1.36   16.89   10.76    0.38
200103   -7.27   -0.98   10.39    7.97    0.42
200104    7.68    2.22   -8.35   -8.81    0.39
200105    0.85    3.04    1.73    2.23    0.32
200106   -1.95    4.81   -0.22    0.29    0.28
200107   -2.03   -4.25    3.13    5.68    0.30
200108   -6.21    1.24    3.77    5.85    0.31
200109   -9.24   -5.80    1.64   11.24    0.28
200110    2.21    6.83   -7.37   -7.48    0.22
200111    7.94    0.26   -0.87   -8.79    0.17
200112    1.63    4.83    1.63    0.01    0.15
200201   -1.84   -0.01    3.12    3.91    0.14
200202   -2.14   -2.08    4.85    6.04    0.13
200203    4.36    3.49    1.10   -1.21    0.13
200204   -5.36    3.79    7.47    7.49    0.15
200205   -1.10   -3.10    3.00    3.48    0.14
200206   -7.23    1.69    2.38    6.09    0.13
200207   -8.19   -5.01   -3.78    3.05    0.15
200208    0.10   -0.80    1.94    2.26    0.14
200209  -10.13    2.90    0.62    9.28    0.14
200210    7.52   -2.19   -6.19   -5.59    0.14
200211    5.85    2.60   -1.04  -15.37    0.12
200212   -5.44   -0.21    4.10    9.53    0.11
200301   -2.43    1.03   -0.40    1.71    0.10
200302   -1.68   -0.90   -0.13    1.98    0.09
200303    0.81    0.50   -2.08    0.81    0.10
200304    8.11    1.21   -0.10   -8.72    0.10
200305    6.28    4.44    0.81   -6.65    0.09
200306    1.45    1.32    0.16   -0.72    0.10
200307    2.10    4.32   -0.90   -0.59    0.07
200308    2.46    2.68    1.38    0.38    0.07
200309   -1.07    0.33    0.12   -0.13    0.08
200310    6.01    2.18    3.25    4.58    0.07
200311    1.45    2.14    0.89    1.70    0.07
200312    4.53   -2.68    1.63   -4.78    0.08
200401    2.04    1.70    1.42    2.33    0.07
200402    1.48   -0.51    0.72   -0.64    0.06
200403   -1.15    2.30    0.28    0.13    0.09
200404   -1.99   -1.87   -2.74   -5.17    0.08
200405    1.14   -0.22    0.68    1.98    0.06
200406    2.10    1.55    1.40    2.10    0.08
200407   -3.77   -3.67    4.12   -2.08    0.10
200408    0.08   -1.33    1.40   -1.39    0.11
200409    2.06    3.82    0.12    5.18    0.11
200410    1.68    0.33    0.23   -0.81    0.11
200411    4.61    3.99    1.29    3.40    0.15
200412    3.25   -0.22   -0.15   -2.40    0.16
200501   -2.61   -1.27    1.58    3.27    0.16
200502    2.20   -0.16    1.69    4.00    0.16
200503   -1.68   -1.44    1.36    1.04    0.21
200504   -2.86   -3.89   -0.24   -0.94    0.21
200505    3.37    2.47   -0.78    0.20    0.24
200506    0.95    2.82    2.37    2.81    0.23
200507    4.03    2.59   -0.87    0.80    0.24
200508   -0.74   -0.54    1.53    3.60    0.30
200509    0.90    0.07    1.44    3.84    0.29
200510   -2.50   -1.90   -0.70   -2.76    0.27
200511    3.85    1.19   -0.73    0.74    0.31
200512    0.15    0.24    0.18    1.72    0.32
200601    3.50    5.64    0.46    4.86    0.35
200602   -0.52   -0.44    0.57   -2.79    0.34
200603    1.41    2.76    0.29    1.87    0.37
200604    1.16   -0.11    2.56    1.34    0.36
200605   -3.38   -2.71    2.28   -2.85    0.43
200606   -0.53   -0.81    0.37    0.29    0.40
200607   -0.73   -2.96    2.68   -1.34    0.40
200608    2.13    0.68   -0.91   -3.21    0.42
200609    1.32   -2.41    0.74   -1.82    0.41
200610    3.30    2.11   -0.74   -0.06    0.41
200611    1.74   -0.07    0.33   -0.57    0.42
200612    0.66   -0.77    2.50    0.52    0.40
200701    1.26   -0.16   -0.59    0.68    0.44
200702   -1.84    1.78    0.17   -0.90    0.38
200703    0.92    0.04    0.36    2.11    0.43
200704    3.86   -1.38   -1.15    0.38    0.44
200705    3.66   -0.11    0.28   -0.21    0.41
200706   -1.72    0.62   -0.48    0.64    0.40
200707   -3.42   -2.15   -2.93    2.65    0.40
200708    0.63   -1.40   -0.99   -0.15    0.42
200709    3.77   -1.31   -2.28    5.16    0.32
200710    2.37    1.29   -3.67    5.38    0.32
200711   -5.42   -3.68   -1.04   -0.60    0.34
200712   -0.57    0.65   -0.77    5.22    0.27
200801   -6.37   -1.55    4.73   -8.36    0.21
200802   -2.27    0.61   -0.61    6.94    0.13
200803   -1.28   -0.43    0.38    0.74    0.17
200804    4.72   -2.04   -0.13    1.44    0.18
200805    2.39    3.07   -2.39    3.24    0.18
200806   -7.90    1.16   -3.11   11.30    0.17
200807   -1.59    2.12    1.73   -7.47    0.15
200808    1.00    1.74    1.22   -5.11    0.13
200809   -9.99   -1.50    3.85   -2.82    0.15
200810  -18.23   -3.77   -0.62    5.78    0.08
200811   -7.75   -4.33   -2.94    5.66    0.03
200812    1.40    4.58   -1.61   -3.48    0.00
200901   -7.37    0.22   -7.47   -2.14    0.00
200902   -9.85   -0.16   -5.16    2.72    0.01
200903    8.73   -0.11    0.99   -8.18    0.02
200904   10.46    5.33    4.02  -24.83    0.01
200905    6.63   -1.17   -0.22  -11.06    0.00
200906   -0.21    2.07   -3.03    4.59    0.01
200907    8.10    1.28    5.11   -4.46    0.01
200908    3.15   -0.67    5.25   -6.63    0.01
200909    4.49    2.81    1.71   -4.06    0.01
200910   -2.75   -3.09   -2.52    0.72    0.00
200911    5.76   -2.33    0.00    1.73    0.00
200912    3.02    5.40    0.52    2.46    0.01
201001   -3.58    0.79    0.68   -4.21    0.00
201002    3.68    0.93    2.23    3.29    0.00
201003    6.32    1.36    1.50    4.02    0.01
201004    1.98    3.69    1.86    1.97    0.01
201005   -7.84    0.85   -2.33   -0.72    0.01
201006   -5.42   -0.81   -3.65   -2.50    0.01
201007    6.93    0.17    1.02    1.53    0.01
201008   -4.46   -1.48   -2.49    1.04    0.01
201009    9.43    3.55   -1.63    1.22    0.01
201010    3.90    0.78   -1.37    1.39    0.01
201011    0.83    3.86    0.13    2.37    0.01
201012    6.79    1.16    3.22   -2.62    0.01
201101    1.98   -2.17    1.32   -0.42    0.01
201102    4.03    2.12    0.28    2.07    0.01
201103    0.40    2.13   -1.75    2.14    0.01
201104    2.78    0.09   -2.11    0.06    0.00
201105   -1.50   -1.03   -1.50   -0.59    0.00
201106   -1.82   -0.78   -0.12    1.32    0.00
201107   -2.25   -0.82   -1.64    1.32    0.00
201108   -5.87   -2.94   -1.82   -1.09    0.01
201109   -8.48   -4.17   -0.20   -3.16    0.00
201110   11.49    3.33   -0.08   -0.49    0.00
201111   -0.51   -0.95   -0.12    2.88    0.00
201112    0.42   -0.85    3.29    1.15    0.00
201201    5.19    2.46   -3.22   -6.08    0.00
201202    4.31   -1.54    0.45    1.25    0.00
201203    2.33   -1.33    0.81    0.85    0.00
201204   -0.60   -0.88   -0.49    2.87    0.00
201205   -6.70   -0.62    0.48    6.10    0.01
201206    3.73    0.44    0.46   -0.65    0.00
201207    1.05   -2.21    0.47    1.84    0.00
201208    2.69    0.93    0.44   -2.20    0.01
201209    2.81    1.03    0.72   -1.80    0.01
201210   -1.61   -0.70    3.29    0.45    0.01
201211    0.65    0.13   -0.84    0.96    0.01
201212    1.27    1.79    3.09   -2.15    0.01
201301    5.31    0.10    1.71   -0.72    0.00
201302    0.97   -0.90    0.09    2.18    0.00
201303    3.70    0.67   -0.37    2.15    0.00
201304    1.29   -2.89    0.28    1.53    0.00
201305    2.49    1.44    1.26    0.14    0.00
201306   -1.54    0.76    0.77    0.96    0.00
201307    5.68    1.76    0.31    1.10    0.00
201308   -2.56    0.50   -2.04   -0.92    0.00
201309    3.78    2.18   -1.26    3.39    0.00
201310    4.15   -1.73    0.51    0.28    0.00
201311    2.78    0.78   -0.43    1.90    0.00
201312    2.63   -0.52   -0.05    0.26    0.00
201401   -3.44    1.12   -1.48    1.30    0.00
201402    4.69    0.40   -0.56    1.12    0.00
201403    0.63   -1.58    4.70   -3.06    0.00
201404    0.30   -3.50    1.64   -3.80    0.00
201405    1.99   -1.91   -0.53    1.10    0.00
201406    2.80    3.17    0.38    0.74    0.00
201407   -2.04   -3.97   -0.07   -0.19    0.00
201408    4.06    0.34   -1.06    0.96    0.00
201409   -2.44   -3.55   -2.75    0.18    0.00
201410    2.03    2.47   -3.47   -0.96    0.00
201411    2.23   -2.13   -3.04    1.19    0.00
201412   -0.20    1.78    0.76    0.34    0.00
201501   -3.46   -1.05   -4.05    4.73    0.00
201502    6.15    0.91   -1.39   -1.29    0.00
201503   -1.21    2.45   -1.01    2.56    0.00
201504    1.13   -2.42    3.43   -6.92    0.00
201505    0.99    0.90   -2.13    5.80    0.00
201506   -1.72    2.52   -1.27    2.83    0.00
201507    1.07   -4.24   -4.96    7.38    0.00
201508   -5.91    0.11    2.91   -2.16    0.00
201509   -3.34   -3.10    0.63    3.34    0.00



 Annual Factors: January-December
      Mkt-RF     SMB     HML     WML      RF
1991   27.07   13.73  -16.59   23.17    5.60
1992    5.11    7.93   12.37    7.40    3.51
1993    8.84    8.68   18.75   24.51    2.90
1994   -3.93   -2.10   -0.10    0.56    3.90
1995   30.13   -4.22   -2.15   16.24    5.60
1996   17.06   -3.72    7.80    4.97    5.21
1997   25.59  -10.61   15.16   13.55    5.26
1998   18.10  -25.38  -15.80   25.09    4.86
1999   18.58   11.77  -33.01   56.14    4.68
2000  -13.69   -0.35   46.79   -8.31    5.89
2001  -14.57   13.12   18.52    4.00    3.83
2002  -22.97    0.91   14.55   26.74    1.65
2003   31.44   22.29    5.84  -13.75    1.02
2004   11.94    5.93   10.17    2.25    1.20
2005    4.94   -0.54    7.56   19.78    2.98
2006   10.76    0.35   13.07   -4.84    4.80
2007    3.17   -6.48  -13.65   20.96    4.66
2008  -39.54   -1.24    0.35    5.81    1.60
2009   31.77   11.59   -4.43  -63.35    0.10
2010   18.18   17.46   -2.17    7.44    0.12
2011   -0.70   -7.10   -4.44    4.28    0.04
2012   15.58   -0.88    6.84    3.00    0.06
2013   32.31    2.62    0.90   15.96    0.02
2014   10.74   -8.47   -5.70   -1.14    0.02
