This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 201509 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on AC/B.

The portfolios are constructed at the end of June. Ac/B (accruals) is the change in 
operating working capital per split-adjusted share from t-2 to t-1
divided by book equity per split-adjusted share in t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197203,   -1.42,    0.78,    0.97,    1.46,    0.54,   -3.03,   -0.39,    1.02,    0.42,    1.09,    0.83,    1.65,    1.10,    1.17,   -0.17
197204,    0.46,    0.11,    0.37,    1.67,    1.77,    1.24,   -0.03,    0.67,   -0.73,   -0.11,    0.90,    2.29,    0.49,    1.73,    1.82
197205,    0.50,    0.99,    3.51,    1.47,    2.28,   -1.07,    1.49,    1.75,   -0.16,    4.63,    2.25,    0.86,    2.66,    3.25,    1.16
197206,   -3.68,   -2.46,   -1.75,   -1.39,   -1.67,   -4.45,   -3.21,   -2.22,   -2.83,   -0.39,   -3.32,   -1.70,   -0.78,    0.26,   -3.92
197207,   -3.18,   -0.16,    0.40,    0.40,   -2.26,   -1.89,   -4.68,    1.23,   -2.03,    0.30,    0.51,    0.67,    0.11,    0.37,   -5.77
197208,    3.30,    3.41,    4.62,    2.18,    0.85,    5.16,    1.08,    2.45,    4.77,    4.00,    5.25,    3.49,    0.70,    0.62,    1.17
197209,   -2.12,   -1.42,    0.35,   -0.89,   -1.80,   -1.50,   -2.88,   -1.16,   -1.77,    0.75,   -0.04,   -0.72,   -1.08,   -1.14,   -2.73
197210,   -1.34,   -0.71,    1.59,    2.11,   -0.71,   -3.60,    1.50,   -1.77,    0.75,    1.12,    2.05,    2.46,    1.71,    0.13,   -1.92
197211,    7.75,    4.62,    4.73,    3.64,    5.85,    8.91,    6.37,    3.00,    6.80,    3.77,    5.68,    3.73,    3.54,    5.02,    7.07
197212,   -0.87,    1.98,    1.47,    2.27,    0.21,   -1.03,   -0.69,    2.77,    0.94,    1.59,    1.35,    2.42,    2.09,    0.17,    0.27
197301,   -6.30,   -0.55,   -0.52,   -3.32,   -5.47,   -6.21,   -6.42,    1.35,   -3.06,    0.40,   -1.40,   -2.32,   -4.49,   -2.86,   -9.22
197302,   -5.84,   -3.26,   -4.56,   -2.61,   -6.02,   -5.02,   -6.83,   -2.71,   -4.03,   -4.75,   -4.36,   -3.56,   -1.47,   -4.04,   -9.08
197303,   -2.50,    0.15,    0.99,   -1.72,   -2.88,   -2.18,   -2.89,    0.00,    0.38,    1.20,    0.79,   -0.89,   -2.70,   -1.23,   -5.57
197304,   -5.24,   -5.33,   -2.93,   -4.60,   -9.22,   -4.27,   -6.45,   -5.55,   -5.01,   -3.27,   -2.59,   -4.73,   -4.45,   -7.58,  -12.00
197305,   -5.13,   -1.90,   -1.65,   -0.77,   -4.41,   -4.92,   -5.40,   -2.41,   -1.20,   -2.05,   -1.26,   -1.76,    0.42,   -2.88,   -7.19
197306,   -2.18,   -1.26,   -0.06,   -1.33,   -2.42,   -2.22,   -2.13,   -1.00,   -1.62,    1.17,   -1.27,   -0.02,   -2.87,   -0.76,   -5.56
197307,    9.88,    3.16,    4.31,   10.32,    9.60,   12.13,    8.40,    2.72,    3.71,    2.58,    5.57,    9.46,   11.53,    6.66,   16.57
197308,   -1.98,   -3.94,   -3.35,   -3.64,   -2.70,   -3.36,   -1.04,   -3.52,   -4.46,   -3.41,   -3.31,   -4.10,   -3.01,   -2.90,   -2.25
197309,    9.68,    3.14,    3.54,    7.92,    8.47,   10.68,    9.01,    0.54,    6.42,    3.27,    3.74,    7.12,    9.03,    8.01,    9.46
197310,    1.82,    1.40,   -0.29,   -0.38,   -3.95,   -0.85,    3.63,    4.18,   -1.92,    0.10,   -0.56,   -0.07,   -0.80,   -4.09,   -3.65
197311,  -15.78,   -8.96,  -12.41,  -12.91,  -19.12,  -19.73,  -13.22,   -8.18,   -9.95,  -12.19,  -12.57,  -12.15,  -13.94,  -17.32,  -22.94
197312,    3.04,    2.24,    0.54,   -1.06,   -1.25,    0.41,    4.61,    1.11,    3.71,    1.34,   -0.02,   -2.40,    0.79,   -1.28,   -1.18
197401,    0.73,   -1.51,   -1.05,    1.13,    6.81,    4.51,   -1.44,   -3.49,    0.98,   -2.38,   -0.08,    1.01,    1.30,    7.25,    5.82
197402,    1.52,    0.49,   -0.98,   -0.39,    0.35,    0.50,    2.13,    0.07,    1.00,   -1.73,   -0.45,   -1.02,    0.44,    0.09,    0.93
197403,   -2.70,   -2.02,   -0.95,   -2.51,   -3.34,   -4.29,   -1.74,   -2.11,   -1.91,   -1.26,   -0.73,   -2.93,   -1.97,   -3.04,   -4.02
197404,   -4.37,   -3.74,   -3.33,   -3.93,   -3.42,   -4.90,   -4.06,   -4.85,   -2.43,   -4.24,   -2.70,   -3.14,   -4.97,   -3.16,   -4.01
197405,   -5.43,   -4.09,   -0.88,   -2.93,   -0.89,   -5.54,   -5.37,   -5.44,   -2.51,   -1.23,   -0.64,   -3.03,   -2.79,    2.05,   -7.65
197406,   -1.29,   -0.70,   -0.82,   -1.04,   -3.59,   -4.35,    0.48,   -1.35,    0.03,   -0.81,   -0.83,   -0.55,   -1.69,   -3.14,   -4.72
197407,   -1.95,   -7.01,   -9.77,  -12.38,   -9.89,   -1.39,   -2.14,   -6.08,   -8.40,   -8.64,  -10.98,  -13.23,  -11.24,   -9.49,  -10.39
197408,   -8.17,   -7.15,   -8.52,  -10.46,   -9.04,   -6.77,   -8.65,   -6.34,   -8.40,   -8.87,   -8.14,  -10.44,  -10.48,  -10.20,   -7.60
197409,  -10.63,  -11.47,  -11.23,  -13.52,  -15.71,   -8.25,  -11.46,  -10.52,  -12.94,   -9.70,  -12.87,  -13.81,  -13.15,  -14.38,  -17.31
197410,   18.78,   16.52,   17.85,   14.08,   17.25,   16.28,   19.69,   16.32,   16.82,   14.33,   21.81,   14.34,   13.74,   15.66,   19.25
197411,   -4.25,   -4.16,   -4.06,   -5.52,   -5.30,   -2.39,   -4.91,   -4.35,   -3.85,   -5.31,   -2.73,   -7.57,   -2.83,   -5.40,   -5.19
197412,   -2.28,   -2.01,   -2.09,   -3.90,   -5.53,   -2.08,   -2.36,   -1.70,   -2.51,   -0.27,   -3.95,   -4.84,   -2.71,   -6.44,   -4.44
197501,   14.88,   10.19,   11.17,   16.75,   22.17,   18.01,   13.74,    8.85,   12.33,   12.91,    9.31,   16.82,   16.65,   24.63,   19.25
197502,    6.55,    7.68,    7.85,    6.27,    6.59,    4.15,    7.44,    7.61,    7.79,    4.79,   11.21,    7.45,    4.82,    5.74,    7.64
197503,    5.13,    0.89,    3.64,    4.83,    9.64,    5.40,    5.04,   -0.09,    2.39,    5.55,    1.67,    3.74,    6.21,    9.65,    9.62
197504,    8.25,    4.63,    4.79,    3.86,    5.79,    6.33,    8.96,    4.84,    4.32,    6.17,    3.32,    3.89,    3.82,    6.33,    5.14
197505,    4.88,    4.36,    6.41,    6.03,    6.89,    6.33,    4.36,    3.81,    5.19,    5.30,    7.62,    5.76,    6.37,    7.35,    6.32
197506,    5.40,    3.62,    5.27,    5.69,    5.33,    6.36,    5.05,    3.20,    4.23,    5.76,    4.74,    5.40,    6.07,    4.88,    5.89
197507,   -4.88,   -5.14,   -6.82,   -6.86,   -6.63,   -4.00,   -5.33,   -4.81,   -6.13,   -6.27,   -7.43,   -5.41,   -8.75,   -7.08,   -5.65
197508,   -1.57,   -1.79,   -1.23,   -2.24,   -3.99,   -0.78,   -1.98,   -1.57,   -2.48,   -0.88,   -1.63,   -2.00,   -2.58,   -3.65,   -4.72
197509,   -2.75,   -1.55,   -2.97,   -4.78,   -4.89,   -2.69,   -2.79,   -0.96,   -3.36,   -2.60,   -3.39,   -3.94,   -5.92,   -4.34,   -6.09
197510,    1.21,    5.68,    7.03,    8.35,    6.71,   -1.13,    2.43,    5.71,    5.59,    6.56,    7.58,    7.66,    9.31,    7.56,    4.84
197511,    0.08,    3.74,    3.06,    3.10,    3.95,   -1.65,    0.95,    3.29,    5.17,    2.77,    3.40,    4.28,    1.49,    4.48,    2.77
197512,    0.34,   -0.14,   -2.10,   -1.71,   -2.27,    0.55,    0.24,   -0.15,   -0.13,   -0.61,   -3.80,   -1.35,   -2.22,   -3.28,    0.05
197601,   14.08,   11.69,   10.92,   13.63,   15.08,   17.15,   12.57,   11.27,   12.97,    9.61,   12.47,   13.17,   14.29,   14.26,   16.89
197602,    1.56,    0.78,   -0.90,    0.07,    1.53,    2.49,    1.10,    0.63,    1.25,   -1.74,    0.06,    0.85,   -1.02,   -0.18,    5.23
197603,    2.35,    2.17,    4.12,    1.87,    2.58,    1.92,    2.57,    2.38,    1.54,    5.20,    2.90,    2.52,    0.93,    2.71,    2.32
197604,   -0.28,    0.06,   -1.48,   -1.84,   -1.45,    0.17,   -0.51,    0.49,   -1.25,   -2.26,   -0.58,   -1.30,   -2.62,   -1.11,   -2.16
197605,   -0.42,   -0.04,   -1.63,   -0.99,   -1.65,    1.11,   -1.20,    0.66,   -2.21,    0.10,   -3.59,   -1.28,   -0.57,   -1.97,   -0.98
197606,    6.04,    4.56,    3.60,    4.74,    3.64,    7.86,    5.09,    4.49,    4.82,    3.08,    4.20,    4.55,    5.01,    2.80,    5.38
197607,   -0.16,    0.10,   -0.87,   -0.79,   -2.31,   -0.74,    0.17,   -0.43,    0.51,   -1.43,   -0.60,   -0.50,   -1.19,   -2.01,   -2.91
