This file was created by CMPT_ME_BEME_NI_ACCR_RETS using the 201509 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME, BEME, NI, and AC/B.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t−2 to t−1. 
Ac/B (accruals) is the change in operating working capital per split-adjusted share from t−2 to t−1
divided by book equity per split-adjusted share in t−1.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL NegNI,SMALL ZeroNI,SMALL LoNI,ME1 NI2,ME1 NI3,ME1 NI4,SMALL HiNI,ME2 NegNI,ME2 ZeroNI,ME2 LoNI,ME2 NI2,ME2 NI3,ME2 NI4,ME2 HiNI,ME3 NegNI,ME3 ZeroNI,ME3 LoNI,ME3 NI2,ME3 NI3,ME3 NI4,ME3 HiNI,ME4 NegNI,ME4 ZeroNI,ME4 LoNI,ME4 NI2,ME4 NI3,ME4 NI4,ME4 HiNI,BIG NegNI,BIG ZeroNI,BIG LoNI,ME5 NI2,ME5 NI3,ME5 NI4,BIG HiNI
199406,       45.6253,       32.0339,       54.6339,       53.9668,       55.4181,       46.0477,       43.8661,      255.2744,      251.9875,      276.6260,      266.8066,      275.8275,      260.9412,      248.7292,      680.8800,      666.4258,      701.5796,      700.2778,      687.1413,      649.8491,      679.4196,     1974.2931,     1430.4250,     1678.6055,     1838.3832,     1670.8358,     1567.6527,     1782.5917,    12420.4990,     4003.4912,     8403.8008,     9830.1123,    10181.2793,     7265.0356,     8295.6025
199407,       40.9679,       29.7538,       50.9451,       50.0626,       49.4319,       50.4843,       46.2804,      249.8096,      255.2655,      246.3384,      248.8383,      244.1597,      242.1891,      238.8787,      616.4930,      611.8510,      636.4319,      637.5086,      605.3179,      595.4047,      588.4669,     1651.3688,     1481.7644,     1479.8354,     1520.8916,     1555.9131,     1505.6105,     1522.6473,    10503.7832,    11593.0967,     8797.8838,     7761.5190,    10230.0225,     7380.5947,     6091.3228
199408,       41.7323,       30.3500,       51.3079,       50.1809,       49.7433,       49.8837,       46.3078,      256.5389,      254.1153,      254.2928,      251.6765,      246.3215,      249.6422,      243.8506,      626.8859,      637.0021,      655.6205,      652.6757,      624.9817,      607.3613,      607.0892,     1691.7823,     1569.8081,     1544.1018,     1593.1671,     1599.0547,     1545.6769,     1560.2175,    10973.6445,    12141.8818,     9066.1582,     7931.7300,    10559.3213,     7681.7754,     6263.4839
199409,       43.1864,       31.4034,       52.9769,       51.8221,       51.6652,       52.6856,       47.9040,      271.7452,      264.5187,      266.7511,      263.3412,      260.9576,      263.9340,      260.8895,      659.9020,      670.5347,      684.8671,      689.1675,      656.4850,      659.4365,      640.8203,     1763.6317,     1657.9194,     1598.7704,     1635.2316,     1668.4865,     1652.8396,     1657.6296,    11598.8076,    12258.7773,     9181.7148,     8182.6792,    10786.3447,     8096.4067,     6492.5508
199410,       43.9841,       32.2129,       53.7043,       52.9355,       52.6158,       53.3172,       48.2683,      268.8372,      261.5918,      266.1293,      262.8163,      260.6243,      264.0039,      260.7102,      652.9693,      673.2679,      688.3607,      676.6155,      641.2503,      655.4995,      636.1476,     1738.1929,     1595.1147,     1547.5636,     1608.9231,     1637.0190,     1614.4155,     1637.9886,    11411.3428,    11980.5195,     8947.1299,     7902.4448,    10471.4707,     7871.6113,     6140.5957
199411,       44.3955,       31.9891,       54.3068,       53.9767,       54.0905,       53.7106,       47.1808,      267.4405,      259.4707,      263.9433,      260.9945,      264.0751,      262.9629,      258.4723,      653.6317,      689.1100,      683.7121,      670.1893,      645.6343,      664.5566,      649.9338,     1739.9417,     1606.6718,     1546.7633,     1606.6049,     1648.5873,     1610.1705,     1644.0421,    11715.1533,    12826.4883,     9179.2002,     7979.6855,    10652.3242,     8207.0645,     6146.4424
199412,       43.5150,       30.6234,       52.2962,       52.1893,       52.7917,       52.4009,       44.8922,      256.5454,      253.0416,      254.8443,      250.1412,      255.1345,      254.6823,      246.7439,      625.9880,      646.7893,      650.6624,      635.2360,      623.1746,      633.5867,      614.8554,     1667.4672,     1544.7764,     1494.2615,     1522.0519,     1575.3573,     1538.9390,     1574.3586,    11422.4414,    12409.7783,     8967.3164,     7532.8760,    10209.8828,     7994.8462,     5752.3428
199501,       43.3381,       30.2976,       51.1314,       52.5835,       52.7819,       52.7854,       43.4845,      262.6846,      252.7329,      259.8051,      253.2308,      262.6438,      261.3350,      249.5155,      640.8832,      673.6025,      654.4109,      651.9594,      656.1858,      643.0123,      623.6372,     1686.5034,     1570.3115,     1502.4290,     1543.6631,     1602.6466,     1548.8181,     1584.1083,    11684.4277,    12447.6758,     8926.7490,     7609.5225,    10401.4326,     7989.5986,     5683.6738
199502,       44.1862,       31.5953,       52.5002,       53.5973,       53.3391,       53.6341,       44.5377,      258.9487,      248.6608,      252.8923,      253.4801,      261.1814,      256.2179,      247.2253,      638.4879,      679.7305,      659.8320,      639.8339,      649.3895,      635.8203,      609.0059,     1704.3695,     1588.1649,     1538.5333,     1543.7372,     1622.3704,     1608.6226,     1563.0939,    12105.0654,    12932.0420,     9303.9883,     7760.0605,    10593.5273,     8185.7983,     5875.3057
199503,       44.8487,       32.4200,       53.7082,       55.2847,       54.2238,       54.6853,       46.6490,      267.2829,      259.3284,      260.7925,      261.0997,      274.4493,      266.5477,      256.6989,      673.1883,      697.4338,      689.3292,      682.5759,      664.5154,      666.1508,      636.3031,     1767.1771,     1663.4879,     1608.4999,     1600.0281,     1700.2603,     1677.9452,     1653.9397,    12525.2705,    13147.7666,     9508.3662,     8119.8486,    11152.9990,     8481.1289,     6077.8721
199504,       45.4074,       32.7419,       54.1345,       56.2997,       55.4043,       55.6648,       47.0742,      270.6708,      263.4690,      260.0373,      265.5453,      283.1987,      267.6947,      272.0952,      676.1003,      705.2450,      700.0367,      699.5983,      666.5372,      691.8257,      655.1517,     1792.6425,     1686.7560,     1655.0740,     1629.3463,     1748.4260,     1709.4314,     1687.9091,    12825.6152,    13552.3027,     9849.8281,     8358.8242,    11346.8369,     8694.7236,     6147.8237
199505,       46.3891,       34.3520,       55.3546,       59.1750,       57.7416,       56.9837,       48.3548,      275.6635,      262.3328,      270.7380,      272.3541,      290.8532,      272.3914,      275.6273,      699.9548,      724.2589,      707.5958,      695.5330,      680.8595,      697.5182,      656.6545,     1811.9600,     1716.7520,     1683.9083,     1654.6639,     1780.6229,     1748.5355,     1698.6285,    13330.1748,    14011.7461,     9877.4287,     8572.0869,    11633.2764,     8963.5977,     6334.5679
199506,       47.0599,       34.7348,       57.0842,       61.0526,       58.1936,       58.5440,       50.0301,      281.1246,      266.2423,      269.5834,      274.5707,      297.2984,      280.2028,      279.0326,      721.0334,      754.0062,      706.4642,      698.3974,      687.7591,      713.8897,      674.0663,     1834.6036,     1759.4586,     1691.7373,     1703.6329,     1836.6243,     1781.9502,     1768.7769,    13938.0938,    14535.1016,    10228.6182,     8837.6904,    11921.2285,     9421.0986,     6599.0303
199507,       51.3002,       33.5252,       53.7016,       56.8368,       55.5024,       51.4694,       46.1648,      276.2547,      261.6355,      283.6801,      267.0510,      273.9091,      259.9083,      254.8161,      684.5807,      654.8747,      677.3070,      689.9170,      659.0978,      624.1624,      662.8033,     1837.9194,     1604.7472,     1716.2936,     1827.4031,     1724.7120,     1661.2036,     1555.0729,    11827.9170,    15935.7949,     9372.4297,     7917.1177,    11390.2344,    10295.6719,     9420.4863
199508,       53.7776,       35.3966,       56.7473,       59.2454,       59.0079,       54.6883,       50.0757,      290.2891,      273.6364,      304.3725,      283.9216,      288.4021,      282.2228,      269.7287,      707.0466,      658.9460,      696.8945,      729.5614,      700.2081,      673.4005,      719.6080,     1878.1617,     1590.6310,     1807.8844,     1916.8606,     1787.3711,     1791.4669,     1707.2400,    12106.7129,    16422.5273,     9736.2500,     8104.2202,    12100.9326,    10719.3457,     9688.8096
199509,       56.3003,       36.4141,       59.7248,       62.1135,       61.3898,       56.8056,       52.9423,      300.5432,      273.5171,      309.3431,      291.9723,      293.6874,      284.0692,      274.4435,      721.3000,      674.9465,      707.4200,      741.4955,      717.7153,      676.4053,      724.9659,     1898.1685,     1622.0494,     1861.6001,     1928.9952,     1789.5746,     1837.1116,     1724.3859,    12086.3428,    16020.2793,     9710.7002,     8053.3745,    12455.8828,    10938.2422,     9904.0020
199510,       57.1389,       37.3302,       60.6663,       63.8915,       62.6685,       57.9628,       54.6039,      307.2343,      283.0757,      312.1053,      294.8341,      295.2425,      291.7344,      273.1859,      725.7842,      682.7382,      715.5261,      760.5243,      724.7156,      697.8465,      744.6231,     1937.6826,     1651.3807,     1887.0024,     1976.1215,     1829.5785,     1892.2018,     1769.2687,    12722.0605,    17286.8398,    10164.2275,     8277.9316,    12715.4414,    11327.8701,    10632.2637
199511,       55.2544,       36.0214,       58.8899,       61.5466,       59.5567,       54.9247,       51.0054,      290.1221,      264.9941,      292.7247,      278.4238,      271.0753,      279.3433,      251.7548,      701.2604,      660.4886,      695.4083,      724.2441,      708.6064,      670.8141,      721.1372,     1895.5138,     1663.5670,     1846.7933,     1913.4337,     1759.8226,     1865.0371,     1751.2177,    12919.6523,    17814.3867,    10082.2715,     8079.9077,    12612.3379,    11207.9561,    10381.0898
199512,       55.8223,       36.4008,       60.7504,       62.8286,       60.7077,       55.3156,       51.6452,      298.7081,      279.9583,      306.3755,      288.9570,      285.6194,      294.0433,      261.9381,      737.1424,      664.8223,      727.4960,      766.7866,      742.7573,      699.5859,      749.3926,     2007.2618,     1699.1576,     1910.2238,     2024.9078,     1820.5208,     1945.2769,     1792.4751,    13560.6123,    18206.3027,    10583.4551,     8465.3203,    12839.7939,    11658.6221,    11108.1631
199601,       57.2085,       37.3681,       62.5598,       64.8380,       61.9597,       55.4150,       52.7220,      306.5146,      290.3881,      314.4983,      299.2879,      292.5804,      295.1699,      269.8179,      745.4091,      694.5206,      748.6655,      774.7714,      743.1320,      693.2285,      770.9167,     2026.8092,     1694.6677,     1946.2482,     2013.4886,     1811.8136,     1928.0809,     1711.1388,    13912.6279,    18965.0273,    10917.3447,     8533.2109,    13024.7607,    11638.0303,    11097.4150
199602,       57.4205,       38.1730,       63.8632,       65.7300,       62.0675,       55.5773,       53.5744,      304.1757,      292.2129,      310.7297,      298.4461,      287.2202,      301.1635,      264.6520,      747.0576,      698.8853,      748.4757,      767.4764,      745.3770,      670.9663,      763.3613,     2076.9600,     1726.4813,     1952.6045,     2059.7319,     1831.3918,     1982.5112,     1689.1581,    14456.3389,    19157.8242,    11142.0967,     8845.6865,    13579.9844,    11962.7080,    11091.0146
199603,       58.6381,       39.2745,       65.6041,       67.3221,       63.9462,       57.7242,       55.5865,      314.8378,      300.5722,      313.9048,      306.0331,      293.1881,      307.9774,      276.5617,      774.0522,      733.9180,      775.9852,      778.1674,      742.6740,      711.6701,      785.2231,     2100.1829,     1720.0210,     2003.3304,     2071.0557,     1852.3309,     2056.5596,     1762.5350,    14612.1973,    19449.4453,    11100.5137,     8936.5400,    13948.5371,    12172.1680,    11073.9531
199604,       59.7533,       40.1955,       68.1213,       70.0635,       65.0048,       59.6010,       57.5246,      316.1122,      317.4234,      328.1753,      308.7975,      299.5660,      307.9143,      280.7020,      785.9779,      767.7903,      809.5150,      814.6468,      750.1218,      720.3964,      799.5328,     2099.1267,     1711.9281,     2037.6614,     2106.5344,     1895.1584,     2055.4897,     1795.1162,    14690.4258,    19504.4570,    11171.4580,     9224.1914,    14134.0029,    12240.5781,    10997.4648
199605,       63.7149,       42.3037,       72.0703,       75.5761,       70.4415,       65.0279,       62.7533,      325.4989,      339.8289,      352.5157,      321.8525,      321.7270,      329.6429,      304.5782,      784.4361,      771.0928,      837.5467,      851.3749,      770.1284,      771.5093,      845.1163,     2143.0437,     1707.6763,     2060.7561,     2156.0427,     1945.4464,     2154.9824,     1939.8007,    14699.1367,    19601.2617,    11440.0459,     9300.9102,    14505.7236,    12647.6689,    11074.9180
199606,       66.5882,       44.9193,       77.1126,       81.7095,       74.8877,       70.3307,       67.8185,      345.7895,      353.9080,      383.5141,      335.1075,      327.7094,      342.4999,      320.6407,      805.6927,      782.1853,      872.4409,      872.0100,      789.8859,      794.1880,      852.2609,     2167.7063,     1682.8328,     2088.7021,     2178.8345,     1955.5450,     2228.0046,     1946.5874,    15306.7080,    19330.8633,    11600.9717,     9475.1211,    14435.2617,    12921.6484,    11190.1924
199607,       61.4384,       41.8422,       65.2011,       64.5641,       63.9592,       65.1017,       63.6926,      333.6155,      328.8385,      343.7039,      334.0847,      335.9584,      327.5421,      324.9894,      827.4086,      838.6556,      818.9998,      803.1991,      817.4837,      790.9822,      759.4178,     2115.5623,     1720.9995,     2032.7966,     2155.7642,     2084.9585,     1997.9266,     1888.3033,    15340.9619,    16277.0576,    14780.2852,    10755.2773,    14574.7666,     9259.0742,     9227.4189
199608,       58.9156,       39.8542,       60.4017,       61.1265,       58.8346,       59.0535,       54.9518,      311.9214,      310.6340,      321.5302,      310.1858,      304.6623,      286.8951,      280.2738,      792.5362,      800.5824,      772.9951,      730.5565,      760.2893,      724.3300,      663.8507,     2028.1019,     1619.9901,     1913.2188,     2061.2617,     1971.4482,     1874.7195,     1707.3420,    14892.2148,    15443.6035,    13978.6035,    10177.4844,    13673.5156,     8754.5049,     8602.2578
