This file was created by CMPT_ME_BEME_NI_ACCR_RETS using the 201509 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME, BEME, NI, and AC/B.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t−2 to t−1. 
Ac/B (accruals) is the change in operating working capital per split-adjusted share from t−2 to t−1
divided by book equity per split-adjusted share in t−1.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
                             Small                                                2                                                 3                                                 4                                               Big                        
                             AllBM                                             AllBM                                             AllBM                                             AllBM                                             AllBM                       
                             AllNI                                             AllNI                                             AllNI                                             AllNI                                             AllNI                       
         LoAcB        2         3         4      HiAcB     LoAcB        2         3         4      HiAcB     LoAcB        2         3         4      HiAcB     LoAcB        2         3         4      HiAcB     LoAcB        2         3         4      HiAcB   
200711      193.8156      244.7912      260.3137      264.6094      218.8962     1154.5752     1165.0319     1214.5151     1147.9082     1123.1202     2530.6436     2710.4800     2649.7124     2655.4106     2492.3235     6107.2729     6322.8345     6149.4287     5640.3857     5704.5283    39530.8516    43571.2070    57722.3711    30530.5020    21564.7656
200712      173.5128      218.7038      238.0365      242.7862      197.4496     1045.5359     1079.9681     1138.7091     1069.2305     1039.3693     2373.5166     2548.8748     2455.1970     2544.1980     2287.4448     5557.6670     6018.5942     5772.5591     5417.7417     5560.1157    37342.9922    42094.9961    56563.3672    29366.3184    20844.9062
200801      171.5539      219.3042      239.2462      240.6049      198.3485     1045.2845     1085.3707     1137.3298     1066.6334     1054.9352     2320.6958     2550.1580     2451.7065     2507.2571     2248.2200     5468.2764     5883.0688     5785.4517     5374.2173     5647.0503    38546.5234    42131.0664    56562.8672    29859.1348    20537.4492
200802      156.3214      199.6800      216.7653      219.6722      175.4285      963.8898      990.4033     1053.9424      954.6600      961.6710     2205.7214     2327.1040     2244.4666     2316.7310     2123.7256     5079.4551     5517.4062     5251.8291     5125.8535     5186.0107    34140.7617    39665.1562    52666.8281    27846.9512    19029.0098
200803      151.9763      189.0806      210.8891      216.9716      169.2997      940.3228      963.0489     1068.1132      936.7217      905.6512     2147.3147     2260.0469     2227.2117     2264.8235     2083.3999     4890.3013     5336.4341     5215.0996     5118.3291     5251.8569    31892.0781    40051.0117    51125.7422    28218.4141    19157.5566
200804      149.9981      185.7816      210.5882      218.4910      165.1792      912.6094      973.6058     1081.1741      965.8275      895.8548     2116.0403     2211.2163     2163.5674     2304.6152     2055.9084     4713.4497     5217.6021     5137.7568     5117.0864     5113.1919    31930.1914    39216.6367    51605.6484    28065.6895    19204.4180
200805      153.8547      190.4365      216.2196      224.3811      172.7416      940.1204      982.3109     1126.8826     1002.1787      921.6461     2287.6768     2436.2498     2308.1013     2498.3064     2201.4463     5019.4473     5540.4985     5619.3936     5379.0752     5433.0044    33778.6289    41386.2656    53548.4531    29127.4922    19928.5254
200806      162.6835      200.9814      220.7524      238.5283      182.3474      990.3793     1015.0784     1244.2164     1054.9283      996.7114     2431.4041     2630.0242     2428.7610     2634.6675     2307.5247     5199.5835     5831.8530     6002.8599     5613.3003     5673.1060    35240.3359    42880.3672    54125.4766    29945.6543    21253.6387
200807      134.8732      152.3900      164.2602      159.1616      149.7690      803.0394      803.1238      808.8580      815.9343      786.1210     2018.6315     2053.5671     1848.2642     1950.6945     1979.9572     5320.9331     4751.0972     4475.3979     4825.8501     4741.1157    18146.0039    37955.8398    45766.2344    26671.4102    31761.8809
200808      139.2185      162.3370      169.6127      164.8152      154.2940      819.7498      834.7932      835.1795      843.0083      807.3514     1966.1718     2062.2593     1853.2758     1947.0511     1998.9037     5226.3276     4378.0659     4387.3599     4692.9570     4632.7295    17155.6621    36825.4375    44250.7305    26311.2656    32433.2656
200809      143.5930      169.8110      175.5636      172.3860      158.0969      849.0935      858.3600      874.8802      911.2438      856.7962     2011.5439     2117.2356     1905.0813     2030.8527     2069.3320     5220.0220     4508.5728     4474.4614     4784.5127     4708.6636    17292.5293    37326.8867    45094.7188    26986.1523    32229.7656
200810      126.7461      154.2599      159.7363      154.0481      140.9589      744.6602      777.0281      792.2707      837.3145      793.3729     1759.3917     1896.8163     1686.6562     1766.1661     1764.7533     4393.4561     3790.2471     3997.2471     4188.3936     4052.9443    14875.5859    33101.0508    41567.7969    24503.4395    29524.0918
200811       96.9601      122.6843      127.0561      119.8033      108.3308      556.2910      613.8968      628.8860      644.6447      623.8926     1400.9081     1501.1631     1361.0745     1395.9432     1314.4041     3550.5732     2873.5591     3093.5564     3293.0122     2980.6897    12158.0254    27886.2500    35900.1484    20671.3145    25596.9570
200812       83.8057      105.4781      109.3681      101.3468       92.8879      479.8461      554.9869      546.5752      575.4500      535.6622     1202.6813     1425.4875     1252.8562     1200.3420     1109.1553     3243.3054     2584.4897     2821.7766     3045.5708     2593.8835    10865.2891    26368.9863    34646.5195    19571.2637    23563.1191
200901       86.8555      111.1582      115.5068      103.4198       99.7569      509.7249      577.2120      591.3077      609.0334      565.0450     1214.5084     1503.1904     1308.4159     1261.7185     1183.6169     3495.8074     2653.4709     2894.0510     3161.6797     2780.5659    11000.0000    26604.4238    34695.4375    20149.0547    24544.1133
200902       81.5577      100.3195      107.1782       93.2943       92.1556      469.8779      530.2137      530.4597      558.5713      511.7440     1150.7632     1416.7744     1216.1384     1164.1919     1131.4719     3520.2451     2522.3582     2720.8181     2943.7766     2565.8596    10677.7314    24933.6738    32248.4258    19752.2090    23534.7129
200903       74.5348       87.9536       97.3014       82.9808       80.6854      410.4041      464.8489      467.2055      489.5266      449.3239     1046.9238     1265.1854     1088.9403     1056.2794     1055.8577     3150.6331     2245.5020     2488.2385     2718.5015     2315.2732     9750.4297    22111.0605    29088.9785    17810.7070    20992.8535
200904       84.2240       97.1612      105.4144       89.1329       91.6005      446.1234      502.4733      521.8092      546.8098      484.5949     1152.5117     1402.4816     1191.7474     1119.6558     1170.5426     3324.0654     2461.8328     2687.8362     2921.6765     2583.8535    10424.4395    23967.7773    30871.2852    19051.5762    23065.8203
200905      106.3539      115.2661      121.6535      106.1471      109.2464      538.3484      576.6399      608.0345      633.4906      575.6467     1337.6622     1597.5978     1360.5823     1352.0719     1388.6097     3655.6450     2747.0081     3071.5000     3311.2576     3134.5793    11792.2227    25880.1992    32663.7930    20533.6211    23478.5781
200906      113.3604      122.2746      127.4369      111.3643      117.0838      562.7645      595.5452      632.5195      659.9988      592.7060     1387.0731     1661.7751     1380.8235     1394.4843     1408.9849     3776.1467     2918.7100     3167.6553     3420.4807     3250.0730    12328.0176    26819.3945    34094.1680    21276.6328    24938.7070
200907       94.2977      107.0916      116.8446      120.8181       99.2899      552.6604      561.5273      594.8641      566.7043      574.9542     1342.2776     1409.8998     1328.2123     1346.4155     1405.9846     3024.6509     3094.0090     3239.9229     3281.8145     3285.5400    26161.7617    29903.1289    28184.4141    17330.9688    16495.8008
200908      106.7181      115.8987      131.2663      131.5274      112.3893      610.8796      612.1946      658.9995      614.8398      629.8539     1473.8398     1535.7245     1480.6372     1503.4149     1514.3627     3269.5217     3335.4023     3494.6521     3541.4338     3702.8438    27768.8105    31343.8125    30493.1582    18479.0957    17821.1230
200909      115.4081      119.8330      135.2988      140.8966      120.6167      618.4337      614.6766      676.9428      632.8141      653.3565     1500.2810     1551.1810     1538.3978     1547.9181     1591.4176     3382.4651     3379.8557     3650.7571     3649.6528     3834.0691    28431.0293    31819.2266    30654.9609    18580.5059    18887.4492
200910      126.0663      127.1235      143.0548      154.8551      134.1601      677.7640      654.1018      722.2482      677.5132      714.1039     1619.5276     1667.0137     1624.5215     1651.2119     1680.3833     3690.1519     3569.7695     3896.8135     3866.6848     4123.1035    29821.9043    32562.2520    31332.8457    18821.6309    19561.8398
200911      114.6546      119.3746      130.2370      140.4540      126.3052      636.9589      612.4949      659.8652      634.4521      646.6033     1533.9103     1558.5634     1552.3901     1555.6647     1558.1836     3444.0872     3434.6416     3763.8018     3726.5886     3896.6689    30120.7363    32436.9453    30664.6133    18727.6523    19002.4707
200912      115.5248      120.7982      131.3845      143.8039      132.4708      653.1843      613.6797      683.9107      656.9905      668.4456     1595.8291     1620.3324     1613.8313     1614.3219     1622.8568     3643.5747     3541.5032     3910.7856     3876.6030     4107.9072    32403.6328    34116.7969    32182.8652    20083.4316    20329.0879
201001      126.5180      130.9229      144.6777      155.8612      144.6792      724.7603      661.1956      741.7606      722.6428      731.0886     1728.2676     1731.8446     1739.1876     1744.0566     1749.9652     3901.2600     3780.2258     4153.4248     4103.3867     4428.5137    33315.2656    34154.3789    33733.3438    20538.5684    20643.4453
201002      122.5305      125.1850      139.7573      151.2468      139.7120      697.6726      632.6958      697.3970      697.9624      729.9865     1636.6959     1644.2205     1663.4263     1680.3040     1687.7015     3671.5862     3616.7170     3943.1406     3921.8184     4250.7700    31708.7363    32734.2227    32053.5645    19691.2461    19970.9805
201003      131.7644      131.6217      147.0610      158.4391      149.9796      721.5026      651.0849      727.2984      713.9149      767.5817     1715.6660     1724.9852     1740.2786     1763.4330     1783.8130     3861.4695     3815.7827     4192.0771     4097.8735     4523.2334    32290.6562    33831.2227    33098.1602    20312.9492    20367.0020
201004      146.3783      139.4048      156.5237      170.9056      160.6393      777.9167      705.0810      776.0830      778.2844      840.5792     1865.4493     1849.8217     1875.0724     1880.2432     1948.1270     4262.3457     4109.9141     4456.1865     4402.3530     4804.1895    33927.2617    35374.8555    34612.2070    21131.0859    22080.8691
201005      160.1150      155.0761      165.5900      185.0318      177.1254      809.5892      736.6890      824.1345      819.6891      885.9519     1930.3275     1952.1188     1957.4701     1970.4067     2032.7164     4548.7144     4284.0327     4647.6392     4611.8936     4887.1768    34880.9180    35947.0703    35022.2070    20884.6777    21968.4375
201006      145.7454      144.7807      152.0662      169.4215      161.2480      761.3225      682.3016      754.5280      767.9839      811.6242     1814.7931     1831.2701     1785.7510     1805.9895     1859.2631     4240.4033     4059.8950     4300.5415     4221.2314     4542.8711    32189.6309    33024.2383    32186.6621    19365.8887    20394.2930
201007      126.8296      156.6945      155.4542      145.9695      131.3935      700.6779      741.4646      694.6242      711.7069      717.2167     1677.8099     1635.4712     1747.7969     1666.9933     1677.0706     3745.2393     4017.4426     3987.1370     3929.8250     3955.1519    19161.9941    17310.7500    30191.6426    35104.2656    24122.7090
201008      137.1873      167.6291      164.5092      152.7307      140.6568      766.0589      794.2770      742.3779      757.1717      758.8290     1803.2627     1763.3876     1901.3572     1775.1765     1765.7987     4134.6240     4338.5098     4265.4014     4121.0386     4228.6885    21081.7109    18459.3809    32241.3301    37119.5352    26225.8730
201009      123.8253      154.4743      150.0413      141.0826      126.9260      690.4453      751.1401      677.3740      691.1770      719.3151     1667.1384     1667.5883     1775.2374     1671.2556     1689.7756     3906.7493     4185.0850     4041.5303     3980.9849     4025.7717    20658.2734    17808.2031    30756.6309    36203.4453    24811.7949
201010      141.9253      174.6492      167.9711      158.1973      139.8911      799.4324      852.6921      764.6766      788.6359      812.3369     1933.1956     1875.5674     2037.7991     1866.9349     1857.8610     4372.0308     4619.1924     4497.0454     4385.3257     4551.9453    23612.1211    19693.0566    33477.6016    39243.1875    26887.6250
201011      148.9986      184.5705      176.6876      170.7186      148.3240      833.2939      885.2289      793.3920      817.6706      844.1303     1971.2463     1983.6090     2120.2664     1967.1647     1942.6923     4466.9751     4803.9868     4700.3130     4563.9268     4691.1636    24168.1426    20472.8008    34982.5625    40915.7812    28150.8945
201012      154.9625      190.8458      188.6894      179.0125      150.4385      869.6846      900.5203      821.7930      850.2870      881.3459     2065.4924     2100.4890     2232.2002     2021.1450     2026.7096     4516.2480     4956.8574     4848.2788     4706.4355     4911.4604    24924.1426    20619.8770    34235.1211    41073.9883    27676.6660
201101      171.5948      211.5842      202.8339      191.6554      164.7346      938.1811      954.1498      872.7953      899.9965      968.5856     2239.9614     2226.3428     2371.3252     2176.5117     2108.6467     4937.2339     5223.0176     5065.4189     5005.3042     5224.4390    26201.2129    21574.6855    35753.2852    43499.7383    29503.8340
201102      169.2312      210.4436      197.7739      182.7636      161.5820      949.2508      966.3853      870.9384      905.3148      988.7893     2254.1829     2287.8499     2438.7485     2200.6895     2108.9822     5026.3784     5415.3921     5117.8325     5175.4688     5318.2754    26728.0840    22419.5137    36334.0703    44425.0742    29571.5352
201103      178.7050      223.8062      213.8347      189.8987      167.0913     1012.0344     1028.6307      930.3929      956.0206     1036.4298     2411.8345     2453.4407     2584.5100     2274.2942     2185.9585     5155.6841     5665.4854     5347.7788     5382.7212     5578.5547    28186.3555    23128.8105    36569.1680    46520.4180    30474.3477
201104      185.7507      231.4540      221.7729      197.9853      166.7324     1043.0985     1060.3907      963.4734      998.1104     1047.4573     2515.5273     2523.1296     2679.0830     2329.1624     2305.5188     5270.7661     5791.1777     5507.7095     5456.6099     5722.6997    28017.5918    23447.0566    37097.9492    46788.8203    30367.0586
201105      187.1988      234.8432      219.8397      200.2245      170.4061     1081.2906     1104.2797      966.4200     1026.3015     1064.2426     2603.7454     2651.9050     2806.2478     2371.1013     2394.4080     5398.8975     5935.2271     5663.4810     5619.4653     5907.6880    29306.3711    24333.3477    38564.4141    48360.9141    31292.3828
201106      184.6680      228.6325      217.9327      197.3272      164.2159     1034.8568     1079.8048      954.3280     1013.4614     1045.2020     2517.4509     2601.1853     2798.1306     2345.1545     2388.1677     5449.9824     5881.2798     5613.3423     5589.4346     5922.0469    29329.5566    24271.5195    38144.0430    47898.0664    30672.9277
201107      170.4410      209.5991      191.9676      207.3698      171.6034      995.9084     1004.4216      977.2230     1003.2700      952.8251     2245.6838     2384.5781     2281.8984     2255.9514     2315.0706     5092.5513     5342.9585     5639.2812     5350.3789     5364.9155    32610.0898    38541.1562    40834.4609    28877.7051    20433.6875
201108      166.5455      202.2034      187.2467      203.7478      164.3995      950.1352      960.4711      941.7415      959.4620      904.5192     2110.5039     2329.6865     2236.0154     2131.6738     2197.5381     4897.6475     5196.1812     5380.6406     5113.7656     5159.1929    32585.5586    38585.9414    39795.1562    28169.3418    20167.3223
201109      145.8385      179.3636      167.8245      182.7124      142.6627      838.7134      866.4233      851.5761      891.9359      812.7929     1942.6154     2147.7036     2091.0200     1944.4375     1983.9547     4480.0659     4806.6699     5036.0991     4770.9365     4575.3711    31437.2637    36487.6523    38232.5586    27185.0410    18390.1270
201110      126.9120      160.1856      151.9928      163.5938      123.4991      722.6649      763.6503      773.3050      795.7424      710.9880     1678.2212     1906.0470     1842.8629     1739.7448     1748.4521     4014.2720     4367.2295     4536.0674     4281.4536     4021.7026    29855.6562    34638.2734    36331.2070    25069.3828    16226.9717
201111      149.6710      178.0336      170.6058      186.3961      138.4778      849.4344      890.3104      883.2689      909.9879      818.2581     1961.9904     2169.2256     2125.5229     1994.3201     2044.6459     4721.3320     4974.2681     5165.5293     4851.9214     4648.2197    32349.1387    38035.3984    39723.9336    27771.0801    17954.1250
201112      148.8746      171.9257      169.1081      183.3977      134.5629      829.1528      883.2839      893.8542      913.7042      813.7019     1919.1278     2134.5115     2146.6294     2007.3076     2013.4972     4653.8130     4964.4312     5199.7817     4860.9912     4606.1567    32735.8965    37920.1680    39998.5938    27789.0879    17967.1855
201201      149.5284      173.0968      172.5009      185.5022      138.0012      833.0435      884.9419      883.0834      899.3906      817.5224     1903.7294     2138.4917     2115.6687     2004.0721     1973.3657     4501.7412     4938.3687     5129.9897     4839.5503     4533.3696    32830.1641    38077.3945    40458.1523    28108.7422    17631.1836
201202      160.1425      187.9014      183.9237      199.2411      152.2340      892.4526      949.8849      953.0688      948.3057      878.4210     2039.2952     2268.1338     2191.3433     2126.3503     2109.2920     4887.5854     5117.4683     5273.3101     5254.9780     4915.3218    33909.4023    39531.0742    41404.0820    29514.8105    19158.9336
201203      163.5072      190.8840      185.6893      200.1496      153.4918      936.9650      970.5742      975.9188      976.6416      906.1029     2155.4922     2349.0005     2255.5388     2181.1023     2199.2761     5190.8496     5295.2603     5454.4111     5592.0171     5060.4834    35008.4297    42111.4258    42554.6211    30688.2539    19412.3711
201204      171.7238      199.2158      193.2813      204.4701      156.5806      961.0218      965.4803      979.6400      996.5493      925.3289     2166.1909     2371.6467     2267.4443     2178.8767     2253.1641     5292.8140     5296.5776     5570.2720     5687.6401     5133.3784    37094.4648    43353.6641    43421.6328    31219.3672    19125.5156
201205      167.2767      194.3781      189.3595      201.1162      153.5198      950.2911      933.6693      966.2928      984.3798      910.7139     2114.3809     2321.2959     2244.8921     2159.1582     2227.4893     5256.3618     5364.6826     5510.6895     5636.2373     5090.9707    37308.8359    42717.0977    43665.2969    31203.8301    18959.0059
201206      151.5560      180.7704      174.1113      183.2188      143.2852      898.2606      860.0817      895.9193      923.3694      845.1667     1913.3480     2163.7910     2100.7649     1989.8850     2075.7222     4812.1909     4862.3022     5122.5405     5264.1260     4637.1289    35954.3281    40262.0742    41703.8359    28848.9102    17279.5371
201207      140.9872      180.7679      179.8832      176.9759      152.8984      862.8998      860.4002      911.5149      898.5500      845.0853     2014.7744     2030.2650     2036.1088     1975.0559     1998.5488     4694.3784     4858.0439     5020.3755     4491.7417     4446.3799    34106.2461    42824.6328    42510.1406    20569.8438    29141.4434
201208      138.0965      175.7798      173.5236      172.2426      150.5156      826.5630      866.3914      895.9863      865.6942      831.7195     1966.7828     2033.6754     1979.7751     1939.5269     2017.2904     4584.6851     4874.4238     4989.3730     4434.8525     4447.7593    34591.3398    43105.0469    43864.0000    20722.1797    29277.6699
201209      141.8615      180.8225      177.7912      178.9945      156.3427      851.6163      880.6808      911.6442      916.3947      845.7617     2022.7723     2085.2031     2095.3198     2012.1217     2097.0684     4723.3140     5026.3389     5177.4106     4614.2310     4683.9624    35864.4688    43532.9414    44227.1875    21490.0801    29417.4375
201210      148.1698      191.6772      186.3431      188.0712      161.2293      883.2294      896.8600      934.3072      952.2379      892.2740     2090.5154     2120.7014     2152.1624     2042.7688     2139.7461     4812.4648     5181.9922     5292.6831     4689.7725     4717.7544    36426.7383    44374.2383    45375.8867    21847.5957    30208.6758
201211      142.5278      184.2709      176.5456      181.0680      154.9619      848.7438      873.9042      910.0759      917.5674      867.1858     2065.9963     2064.4075     2136.7974     2072.7698     2060.4863     4752.3247     5044.0640     5243.2358     4677.1328     4848.5190    34964.8164    43358.2031    44377.0195    21299.1836    29466.0508
201212      141.1544      182.9557      180.2179      181.5449      158.0543      834.8099      865.9077      891.3329      933.5837      880.8948     2085.7883     2119.8887     2169.7207     2115.2148     2195.7173     4832.3423     5132.5513     5370.3589     4784.2349     4897.0044    35075.9688    42967.2539    44759.2812    22013.8691    29503.7383
201301      144.0500      183.2351      186.0462      188.8262      163.2910      862.6608      880.7284      914.5891      961.5443      923.8154     2163.8574     2155.8503     2207.5034     2166.2273     2257.8848     4936.0894     5348.5801     5465.2012     4900.3003     4993.4395    34258.1797    42995.9258    44480.1406    22225.9395    29984.3574
201302      153.5255      191.0255      196.1483      201.0878      172.7954      918.4974      929.5916      973.9171     1014.7128      995.2326     2314.8789     2275.8853     2318.5889     2284.2522     2416.8296     5378.0864     5714.8682     5851.8623     5220.0200     5367.4570    34406.4102    45067.1172    47241.5586    23869.2773    31682.1191
201303      153.5473      188.1041      201.0926      202.3770      172.9218      931.6871      951.5063      986.4178     1033.9688      988.2332     2325.5105     2301.7126     2331.0825     2306.0076     2463.8745     5456.7676     5714.7251     5993.1162     5222.7104     5464.4429    34391.0273    45550.3906    48004.1953    24170.4414    32065.2559
201304      162.0744      198.0580      211.0998      216.2908      185.4714      982.9320     1001.4460     1029.0698     1074.0881     1025.1407     2459.5752     2415.9070     2404.8687     2403.5764     2597.5256     5810.2417     5917.6099     6276.5371     5392.5898     5668.6050    35449.8789    47516.2930    49582.1016    24839.2969    33501.6055
201305      163.7577      196.9256      214.3173      218.3800      185.2632      976.1085      996.1912     1013.5751     1057.6665     1019.5928     2451.5947     2403.5386     2381.8027     2373.4993     2560.3035     5902.8252     5912.1118     6290.9229     5450.0039     5727.1426    36098.1914    48633.4180    50764.3594    25271.6992    33200.1250
201306      172.2668      213.9219      223.3038      230.8033      196.0509     1036.1367     1052.5322     1070.5449     1116.1392     1082.9220     2530.8503     2502.8293     2462.2195     2478.8982     2658.5112     6169.9209     5983.9263     6460.5176     5550.3301     5948.6270    36449.8984    49551.8008    50691.0781    25815.7168    33812.3555
201307      177.2960      213.1878      220.9050      232.3701      191.6062     1038.7860     1113.5048     1084.8278     1053.9130     1045.6746     2425.2449     2417.3982     2485.8479     2464.5088     2448.5100     5926.9189     5970.2920     5925.9692     5716.1055     5669.3169    41507.8672    47453.6133    45553.5664    30970.5566    24663.7891
201308      192.8288      228.4763      237.4888      252.6683      206.6291     1101.5848     1189.7880     1158.5444     1122.5115     1128.7859     2618.0554     2593.4998     2664.0425     2631.9233     2660.1362     6307.0469     6390.5903     6292.7446     6063.5059     6133.8389    42817.6602    50634.0352    47564.3750    31878.9141    26929.4844
201309      184.6434      221.0344      228.8989      250.3664      201.7159     1071.1765     1153.3485     1129.1812     1088.4537     1129.5029     2515.6270     2538.2522     2573.9109     2549.6833     2587.6418     6196.2319     6222.2505     6069.7896     5963.4917     6070.7056    41860.3320    49530.6289    45966.7344    31088.1680    27069.6152
201310      196.3688      237.7784      243.2056      262.5206      219.4484     1148.5049     1238.1018     1180.4692     1165.4886     1200.9504     2646.2563     2715.5437     2711.7373     2679.0649     2756.4346     6554.3555     6593.8623     6350.3188     6289.0415     6328.0771    43863.4922    50318.7383    47401.4102    32248.2305    28920.6445
201311      202.6903      243.0610      249.8615      272.1176      219.4981     1166.5370     1244.3248     1192.1005     1185.9646     1238.9595     2718.7939     2780.8765     2868.6238     2794.6418     2848.2476     6709.2632     6779.3013     6578.6509     6490.6001     6567.1729    45820.3320    52657.3555    50272.7227    33770.6719    29567.8691
201312      213.8276      256.1079      263.3557      289.7955      229.8757     1200.0641     1300.0222     1236.2621     1225.3577     1290.2759     2793.9919     2827.3975     2953.8660     2866.6550     2963.2332     6853.5000     6792.2461     6629.5010     6560.0024     6698.6479    47667.2930    54375.0859    51743.6836    33837.4336    29958.2598
201401      221.3208      259.1414      268.9244      300.3943      235.8851     1251.5688     1317.2400     1260.2860     1229.4452     1320.4983     2895.7446     2901.0598     3013.7471     2967.4368     3039.7803     7193.7446     7029.3755     6800.4258     6709.9443     6888.9062    48243.0703    55447.2930    53322.1719    34800.9570    30842.4141
201402      217.8178      252.3900      263.4204      293.5328      237.2926     1220.9711     1298.4553     1208.8187     1223.9701     1260.1847     2884.0227     2835.7490     2970.7175     2897.8901     2944.3315     6925.6484     6938.3608     6604.4722     6561.5957     6662.8853    47166.0352    53343.0000    51600.8789    33241.6602    31134.1582
201403      229.5370      263.6217      273.7510      307.1383      246.9834     1272.0858     1347.6810     1276.7002     1299.4823     1312.6689     2986.3345     2990.5500     3116.2632     3069.1636     3117.9419     7301.6011     7309.3477     6938.4443     6913.1709     7098.3682    49509.8516    55708.4414    53662.7266    34709.6602    33039.2461
201404      231.5778      260.6293      269.7422      306.9062      245.3997     1279.5743     1332.9236     1286.7207     1280.8745     1289.2446     2905.0061     3017.3662     3116.9551     3041.9448     3030.8154     7273.4360     7331.1206     6936.4844     6925.3564     7012.8091    49335.7578    56321.8828    53656.5430    34775.4883    32100.8379
201405      218.1351      246.6584      252.2188      299.8538      229.4214     1231.7554     1299.5258     1224.8784     1223.2559     1249.5709     2884.4167     2936.5168     3072.9834     2931.8398     2902.6445     7135.7329     7320.8687     6865.2056     6829.5640     6941.6841    48831.8438    57624.2070    54093.4805    35571.5000    32437.4277
201406      212.3927      246.3282      253.4647      295.7792      226.6932     1237.0626     1310.2927     1223.9098     1206.3772     1239.8130     2927.4424     2988.8455     3072.1821     2946.8823     2946.5583     7420.1265     7420.1113     7012.0278     6926.3989     7204.4634    50035.6328    59339.3008    54730.3672    36302.9297    33424.5742
201407      201.1198      253.8347      249.9233      245.4742      215.9810     1204.0460     1265.5320     1226.5972     1294.9374     1208.0366     3031.7715     3040.7458     3121.7180     2983.2856     3062.0750     6845.4722     7227.8662     6944.1113     6766.2305     7116.2280    37542.1875    61324.0430    52125.5352    42934.4336    32489.7285
201408      188.6302      235.6481      231.4502      229.0680      201.1221     1107.8752     1174.8303     1142.7662     1277.0476     1119.7832     2810.1440     2888.3394     2941.1262     2835.2559     2906.4319     6601.2861     7058.4014     6736.9683     6528.4502     6904.0562    36768.4375    61355.3906    51023.9336    42562.0312    32077.7188
201409      197.7885      240.9695      244.0635      239.2276      206.0042     1187.1400     1230.1515     1201.4259     1347.4480     1166.6207     2947.9927     3019.7837     3078.5967     2991.8342     3052.7981     6920.2056     7355.9458     7073.7773     6906.2246     7363.4238    38631.8906    64114.3164    52193.7188    44591.1602    32899.5312
201410      181.9654      222.8732      227.5236      221.6591      196.3536     1098.5896     1144.6504     1144.1658     1274.3876     1115.8065     2774.6118     2852.3169     2933.7327     2811.9568     2872.2820     6625.9048     7035.3369     6780.2476     6620.6133     7128.4424    37660.4844    62974.8984    51980.7891    43671.2188    32183.7539
201411      186.1203      239.0094      244.5853      234.1682      205.5445     1155.6138     1233.2150     1232.6716     1352.6248     1187.6899     2806.3311     2989.5852     3142.3501     2950.5906     2996.0420     6772.9380     7087.3022     6810.0991     6824.7085     7419.6558    38019.8906    64297.6484    52646.1914    45711.8164    32187.9863
201412      184.0900      234.9007      240.7494      230.0145      205.0121     1137.7357     1214.5009     1239.4961     1351.4519     1211.6123     2822.7859     3013.6721     3214.8101     2986.3013     3041.8101     6914.2783     7198.3691     6999.5723     7042.4810     7575.6865    39164.3438    66826.1094    54083.7812    45333.6875    33142.6523
201501      192.1599      247.8564      251.6306      242.0139      216.9199     1119.3752     1243.6534     1269.6191     1369.2657     1249.9540     2825.5825     3027.8557     3306.3389     3015.9314     3034.2439     6945.0195     7177.9819     7030.2646     7111.9297     7596.8750    38561.8711    65776.1484    53593.4336    45498.4023    33027.2109
201502      184.5446      239.1242      238.6578      226.9240      208.2634     1061.8851     1205.1318     1247.3800     1315.7324     1203.6875     2699.2424     3010.9744     3302.5396     2906.0176     2943.3921     6710.4570     7038.6685     7049.4199     7009.0625     7517.9380    37855.1914    64490.4258    52245.3984    44945.6562    31838.8926
201503      195.8007      246.2148      252.9494      246.3300      222.4882     1152.1444     1277.7142     1321.6663     1375.7043     1296.8715     2944.7161     3207.2659     3520.6946     3110.2747     3176.4365     7220.0132     7476.1055     7468.7295     7379.4282     8118.2998    40383.6289    68448.8906    54564.8828    46518.8516    33478.6758
201504      190.5138      251.8018      259.8652      245.8961      226.0630     1166.5305     1305.5366     1346.6620     1403.3159     1321.5449     2987.8689     3215.8308     3539.6653     3146.6387     3171.3164     7155.9800     7403.0684     7534.6543     7495.1157     8115.3135    39247.7344    67178.6094    53224.8594    45613.1953    33188.4062
201505      184.0597      250.0488      250.1792      239.3761      218.5679     1134.0830     1282.3995     1309.9761     1353.7136     1282.4254     2951.7612     3221.4958     3391.2332     3079.4890     3032.1157     7213.3994     7453.3892     7388.8535     7233.5278     7931.4219    40425.7617    68212.7656    53243.6875    45506.2227    33299.6328
201506      185.6204      259.0681      264.9640      240.1225      224.5210     1142.3458     1292.8093     1357.4376     1369.9348     1354.1399     3001.2012     3278.2122     3572.1638     3139.5864     3082.5720     7432.2954     7509.5688     7557.5420     7327.0698     7968.4775    40514.5703    68721.1484    53267.9141    46114.2656    33783.8672
201507      176.1082      216.1700      243.6915      243.8969      211.5523     1220.2644     1186.5941     1184.4048     1188.3527     1181.3186     2838.4773     2767.8035     2763.6648     2820.6746     2779.9526     6911.8970     6915.3315     6953.5752     6831.0869     6451.7583    54773.6836    57282.8828    46996.8047    44541.2617    26885.3496
